,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.389300881690153,0.0622745097516957,0,0,0,0,0,0,0,0.188369757920206,0,0,0,0,0,0,0,0,0,0,0,0.0660192877030616,0,0,0.049217785853685,0,0,0,0.0585925991974893,0.0119531968722735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393822035851055,0.00485000475362888,-0.114992711460006
X601939.CH.EQUITY,0.455172482746995,0,0,0.0736907387075291,0,0,0,0,0,0,0,0,0,0.190082600748137,-0.131437076759374,0,0,0,0,0,0,0,0,0,0,0.272955549508724,0,0,0,0,-0.0493264607117888,0,0,0,0,0,-0.0232351205188064,0,0,0,0,0,0,0,0,0,0,0.163917904186778,0,0,-0.0542762012408052,0
X601318.CH.EQUITY,0,0,0,0,0.196097716818266,0.241084146899272,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146829793517214,0,0,0,0,0.0687578452425491,0,0.0254609687085,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296179917839688,0.0954183867665014,0,0,0.174287182575936,0,0,0,0,0,0,0,0,0.189654539060612,0,0,0,0,0,0.0454381315248607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12088064172649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.211509493152081,0.0969635140812525,0.299877491683361,0,0,0,0,0,0.293898241724728,0,0,0,0,0.0786121635280035,0.154381423516203,0,0,0,0,0,0.0681498944894274,0,0,0,0,0,0.174334794703355,0,0,0,0,0,0,0,0,-0.661134651756785,0,0,0,0,0,0,0,0,0,0,0,0,0.0391753809062704,0,0
X600036.CH.EQUITY,0,0.0258330416468187,0,0,0,0,0,0,0.0531727127820376,0,0,0,0.146347743494549,0,0,0,0,0.0513122719422411,0,0.0277041065304078,0,0,0.153256619017998,0,0,0,0,0,0,0,0,0.357255149679903,0,0,0,0,0,0,0,0,0.0579573677397342,0,0.0408175490430825,0.187039780890711,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.194639743699945,0,0.11136842225354,0,0,0.121082176113811,0,0,0.203180098367734,0,0,0,0,0.224131117081031,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.180245289185386,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403056457877902
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445256237212894,0,0,-0.0396931486828932,0,0,0,-0.382211601030398,0,0.612718687002676,0,0.0469919455718354,0.691209813806716,0,0,0.018226310898759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148817513032191,0,0.288577026191082,0,0,0,0
X601628.CH.EQUITY,0,0.0119668870921911,0,0,0,0,0,0,0,0,0,-0.180118387424327,0,0,0,0,0.214825960054768,0,0,0,0.0798810875917787,0,0.229570149332951,0,0,0,0,0,0.0409699200980757,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.228635362786443,-1.73472347597681e-18,0,0,0,0,0,0.100067488064297,0,0,0.0774057379916024,0
X601658.CH.Equity,0,0,0,0.022930311287852,0.125243348734384,0,0,0,0,0,0,-0.126018134030647,0,0.207558360140552,0,0,0,0.22590734915629,0,0,0.0878234549795555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271068809346804,0.122908951678254,0,0,0,0,-0.0367610596905912,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.330752291552168,0,0,0.316590389637127,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-2.16840434497101e-19,0.142433954416241,0,0,0,0,0,0,0,0,0.0087178741010064,0,0,0,0,0.180054119749512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00793462863335577,0.0722814798977953,0,0.0461714493025075
X388.HK.EQUITY,0,0,0.429583799619229,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0884168175732284,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456270089590792,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.00600261339350677,0.00136576163276451,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0857045642394134,0,0.292609607183693,0,-0.00576163525974418,0,0.0291536338158371,0,0,0,1.73472347597681e-18,0.0047022276702568,0,0,0.0354931624606394,0,0.0259879863571694,0,0,0,0,0,0,0,0,0,0.207665689045337,0.0476893195484284,0,0,0,0,0,0,0,0,0,0.0511779247384256,0.0537716413805812,0,0,0,0,0,0.0890768289297674,0.143403590881143,0,0,0
X600000.CH.EQUITY,0.14010402942447,0,0,0.148976662844201,0,0,-1.73472347597681e-18,0,0,0,0,0,0.252159066792687,0,0,0,0,0,0,0,0.0179946063118222,0,0,0,0,0.0323897555676433,0,0,0.155136717611371,0,0,0,0,0,0,0,0,0,0,0,0,0.0514331478619578,0,0.0258753789310325,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405469574189961,0,0,0,0,0,0,0,0,0,0,0.0302996744748752,0.32705027877422,0,-3.46944695195361e-18,0.41464641868196,0.0109327934925044,0,0.0435977397481529,0,0.066513081468552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755527113038785,0,0,0.254202985616583,0,0,0,0,0,0,0.0477278852755596,0,0.328052858595257,0.173941861649967,0,0.0171740048625043,0,0.0698681849430395,0.0689142113781641,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0150251881035184,0,0,0.350475866681002,0,0,0,0,0,0,0,0,0,0,0,0,0.192756964485617,0,0,0,0,0,0,0,0,0.0384873892135061,0,0,-0.060212443785231,0.0255684540349919,0,0,0.283822512518293,0,0,0.140222934111318,0,-0.0817155602507929,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.333307589009821,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.118299356085459,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.113430235931528,0.279498397929494,0,0,0,0,0,0.118807203398338,0,0,0,0,0,0,0,0,0,0,0,0.00997255538967166,0,-0.0376987965003331
X688.HK.EQUITY,0,0.381727109289469,0,0,0,0,0,0.107991055295291,0,0,0,0,0,0,0.112262332405402,0,0,0,0,0,0,0,0,0,0,0,0.239319925017174,0,0,0,0,0,0,0,0,0.0552453103069674,0,0.054931023506037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.0630465922566447,0,0,0.118477643910829,0.0438120935821218,0,0,0,0,0,0.311961147325953,0,0.0779423775106105,0,0,0,0.164616091820484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00924390018676962,0,0,0,0,0,0,0,0,0,0,0.121968052930154,0,0,0,0,0.0730760952280461,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.0792500316348785,0,0,0,0,0,0,0.0203336243520578,0,0,0,0,0.0127997588964668,0,0,0,0,0,0,0,0.0041810931784785,0,0,0,0.0684390520253633,0.135098732157884,0,0,0,0,0,0.0387938304240194,0.297986448634031,0,0,0.11026671058247,0,0,0,0.153156741711923,0.0322872252613243,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.237488916141763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132799902110163,0,0,0,0,0,0,-0.0114306340942476,0,0,0,0,0.198875011058899,0,0,0.26912290223221,0,0,0,0,0,0.0967079603392859,0,0,0.0736284351736415,0,0,0.023407953799445,0
X601601.CH.EQUITY,0,0,0.167710441657051,0.13554646276189,0,0,0,0.0165430630556457,0,0,0,0,0,0,0,0,0.3671284356437,0.126838886602563,0.0541958826340071,0,0,0,0,0,0,0,0,0,0,0.12156727299865,0,0,0,0,0,0,0,0.0679541430432895,0,0,0.307367768028752,-0.494441255479077,0,0.123566915827877,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.0275469695092139,0,0.283424133772679,0.261140988337871,0,0,-0.00851038752121563,0,0,0,0,0.0636267100207378,0,0,0,0,0.228221755361229,0,0,0.00617327809974414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956177137997244,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0659298108095346,0,0,0,0,0,0,0.526412377955492,0,0,0,0,0,0,-0.00760119963217918,0,0,0,0,0,0.0892488113679811,0,0,0,0,0,0.289902206463625,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0.0263644676216726,0,0,0,0.0271476986306258,0,-0.0924789301197043
