,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,-0.213475287696787,0,0,0,0,0,0,-0.05629250134907,0.165916173316465,0,0,0,0,0,0,0,0,0,0,0,0,-0.209937401474246,0,0,0,0,-0.170269433857416,0,0,0,0,-0.237413079834218,0,0,0.0560462227236963,0,0.734077519073483,0,0.330787087468879,0,0,0,0,0,0,-0.0182638942215385,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0472563901664297,0,0.169108227858024,0.0261529834409013,0,0.0473155371451748,0,0.237981582599547,0,0,0,0,0,0,0,0,0,0.116686454885672,0,-3.46944695195361e-18,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.128787648346588,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410441546075696,-0.0866975083305258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302908553509235,0,0,0,0,0,0,0,0,0,0,0,0.0863902371095006,0,0,0,0,-0.238921581531569,-0.143357375396885,0,0,0.532475748747757,0,0,1.38777878078145e-17,-0.0275895681920808,0.131106050880351,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.00014876712624615,0,-0.197383378724101,0.11198691230863,0.00655044375191533,0.37128433532282,0.12832287270286,0,0,0.145851318668827,0,0,0,0,0,-0.0751275931537869,0,0,0,0,0,0,0,0,0,-0.553997202139115,0,0,0,0,0,0,0,0,0,0,0.137167633814965,0,0,0,0,0.266488421680786,0,0,0,-0.11475399883222
X5.HK.EQUITY,-0.154884384561595,-0.104885435836567,0,0,0,-0.0463782621972264,0,0,0,0,0,0,0,0,0,0.304265248229308,0,0,0,0.294370746775456,0.0470903966859664,0,0,0,0.417773434323448,0,0,0,0,0,0,0,-0.0247986494678611,0,0,0,0,0,0,0,-0.172812868859044,0,0.183115187885735,0,0,0,-0.0188790850596424,0,0,0,0
X601988.CH.EQUITY,0.0733771580716939,0,0.106240634837487,0.397893817311733,0,0,0.0525272245775247,0,0,0,0.175517275013213,0,0,0,0,0,0.125051361719089,0.138043566129323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931056984939228,0,0,0,0,0.0629898934395459,0.17686117266699,0,0,0,0,0,-0.0411939836117173
X600036.CH.EQUITY,0,0.242178258731199,-0.0113778478416956,0,0,0,0,0,-0.110796128598598,0.0614754197123888,0,0,0.534842706991648,0,0,0,0,0.0198793113716889,0,0,0.294764233388246,0,-0.105981093168204,0,0,0,0,0.0976419043937467,0,0,0,0,0.328903556759751,0,-0.155755629729621,0,0,0,0,0,0,0,0.107030230796676,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0923731708208589,0.0139381330337302,0,0,0,0,0,0.0248372960818657,0,0,0,0,0.144009173945843,0.222468969400159,0,0,0,0,0,0,0,0,0,0,0.0237280669867777,-0.00253533017792684,0,0,0.0207348002599359,0,0.304959693019899,0,0,0,0,0,0,0,-0.104675045024572,0,0,0,0,0,8.67361737988404e-19,0.0778001860721194,0,0,0,0
X601628.CH.EQUITY,0,0.0323374839957425,0.00606374204024536,0.0454379693073658,0,0,0,0,0,0,0.0157643315933854,0,0,0.326609286207255,0,0,0,0,0,0,0,0,0.0763808364650714,0.00738759286561643,0,0,0,0,0,0,0,0,-0.0460572940443403,0,0,0,0.0556430965502862,0.230345330575327,0,0,0,0,0,0,0,0.131479768884863,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.608272701282802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279070125050329,0,0,0,0,0.0522870433888136,0,0,0,0,0,0,0,-0.0361337730943058,0,0,0,0,0,-0.0559107343388653,0,0,0,0,0.0428334904354322,0,0,0,0,0,0
