,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.418610578146909,0,0,0.0385173353433538,0,0,0,0,0,0,0,0,0.0191029814768402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156311543191514,0,0,0,0,0,0.240017159819684,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.218796153352864,0,0,-0.00934369515308147,0
X601318.CH.EQUITY,0,0,0,0,0.0856719834284649,0,0,0.0996053461586318,0.0887109429110809,0,0.0339295057561416,0,0,0.150247535090898,0,0,0,0.00840421403879231,0.0444085426227912,0,0.393444926319266,0,0,-0.0890102824871791,0,0.00193369839148896,0.168908093052887,0,0,0,0,0,0,0,0,0,0.0547931122878125,0,0,0,0,0,0,0.109900209877552,0,0,0,0,0.08298742596844,0,0,0
X601939.CH.EQUITY,0,0,0,0.289917307239241,0,0,0,0,0,0,0.030805462105869,0,-0.000927210849178199,0,0,0,0,0,0,0,0,-0.257829496453084,0.703962371318414,0,0.051082337275193,0,0.0673995982456823,-0.12244204317724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137143767452694,0,-0.0379191255496995,0,0,0,0,0,0,-0.0898599721855497
X601288.CH.EQUITY,0.145785161796504,0,0.039668779054222,0,0,0.0651861188780517,0.397325543391548,-0.0794459885090145,0,0,0,0,0,0,0,0.0599054168491417,0,0.0226975860325471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179985495353412,0,0,0,0,0,0,0.0251555107035483,-0.10652096397006
X600036.CH.EQUITY,0,0.179862236482344,0,0,0,0.0690714830522545,0.0917987266950107,0,0,0,0,0,0,0.206847379287266,0,0,0,0,0,0,0,0,0,0.0284834995818039,0,0,0,0,0.318999837349987,0,0,0.0890202750916849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0712893499320108,0,0,0,0,0,0,0,0,0.00986728382791098,0,0,0,0,0,0,0,0.158713079456233,0,0,0,0.150230422734464,0,0,0,0,0,-0.0318001428738797,-0.096466030983858,0,0,0,0.180288545169735,0,0.0385570984705886,0,0,0.565477815683468,0,-0.0757523046818385,0,0,0.0983354321714095,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.194195553847763,0.263821522802315,0,0.0406756679733742,0.271784368279192,0,0,0,0,0,0,0,0,0,0,0.14554215740214,0,0,0,0.114594145080066,0,0,0,0,0,0,0.123542540434179,0,0,0,0,0.0404206078203024,-0.0590016675759263,0,0,0,0,0,0,0,0,-0.0973600514669031,0,0,0,0,0,0,0,0,0,0.0381411791685869
X1299.HK.EQUITY,0,0,0,-0.0452114472526308,0,0,-0.00229591609749333,0,0,0.128679339837953,0,0,0,-0.183855852437494,0,0,0,0,0,0,0,0,0,0,0,0.226985789741539,0,0.0279773547790323,0,0,0,0,0,0,0,0,0,0,0,0.140053573096449,0.114846080451069,0.0573697462886732,0,0.067129110734221,0,0.0247505939997697,0.180625719604221,0,0.136629137206513,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229363728542791,0,0.147574974827755,0,0,0,0,0.190395678148664,0,0.15200438158387,0,0,0,0.0699598967329905,-0.0560561741640765,0.453441556208339,0,0.0967897653954462,0,0,0,0,0,0,0,0,0,-0.113349826551272,0,0.203261542086477,0,0,0,0,0.118079259955557,0,0.276467997698852,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.104822623333524,0,0,0,0,0,0.00657766249049485,0,0,-0.0397212856501793,0,0,-0.133568161790767,0,0.475817447960173,0,0.225737564672592,0,0,0,0.197532163493034,0,0,0,0.155967786751024,0.188267130470412,0,0,0,0.136768937222799,0,0,0,0,0,0.0602614414891097,0,-0.342276986932289,0,6.93889390390723e-18,0,0,0,0,0
X601658.CH.Equity,0.192424563604474,0,0.112295798420811,0,0,0,0.0221821599669074,0,0,0,0,0.0344976830005093,0,0.0101850836641286,0,0,0,0,0.372801311748582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166345430720442,0,0,-0.145548702986794,0,0,0,0,0.000526533131963769,0,0.0989694137291373,0,0,-0.0600383530546545
X601166.CH.EQUITY,0,0,0,0,0.155912481002878,0.0172381766469347,0,0,0,0,0,0,0,0.101854826674237,0,0,0,0.00994439404683709,0,0,0,0,0,0,0,0,0,0,0.154541299932641,0,0.275447864854907,0,0,0,0.0593609431038127,0,0,0.0255096036504683,0,0,0,0,0,0,0.117342057031688,0.019964677930217,0,0,0,0,0,0
