,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.481460504012877,0.0956967737287509,0,0,0,0,0,0,0,0,0,0.0588173158203985,0,0.0875247583962311,0,0,-0.148556770669431,0,0,0,0,0,0,0.00374825683259171,0,0,0.0284330724646832,0,0,0,0,0,0.0455678792696712,0,0,0,0,0,0,0,0,0,0,0,0.0797808066437096,0.18524064799843,0.0390586457349034,0,0
X601318.CH.EQUITY,0,0,0,0,0.189439757016692,-0.0102292285815777,0,0,0.150251043407983,0,0,0,0,0,0.0739057920813983,0,0.132886364974778,0.194248745608736,0,0,0,0,0,0,0,0,0,0,0,-0.0981996773048327,0.10343474305903,0,0,0,0.0575256902220516,0,0.141121019961412,0,0,0,0,0,0,0,0,0,0,0,0.0782041483833332,0,0,0
X601939.CH.EQUITY,0.258102998684596,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.162580622623491,0,0.365641029822597,0,0,0,0,0.079353939227018,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211925743552687,0.0619535864537643,0,0,0,0.0161533836605703,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.339437966224134,0,0.0228883705896026,0,0.495876955295519,0,0,0,0,0,0,0.00432050780868272,0,0,0.0322782384336638,0,0,-0.0236529474055924,0,0,0,0,0,0.00963223108271871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10432847493609,0,0,0
X601988.CH.EQUITY,0.0902362726327868,0.0577320984471698,0,0,0,0,0,0,0,0,0.239386203174449,0,0,0,0,0,0.11976501054207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102412296523605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875877715872028,0,0,0,0.24015743144058,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.507868210242576,0,0.0757397806184017,0,0,0,0,0.406615077334645,0,0,0,0.682035802663243,0,-0.621556440203257,0.124066080481168,0,0,0,0,1.38777878078145e-17,0,0,0,-0.13050714038137,0,0,0,0,0,0,0.0729011831108972,0,0,0,0,0,0,0,0,-0.258561542844592
X600036.CH.EQUITY,-1.73472347597681e-18,0,0,0.0607497906706624,0,0,0,0.0919270341683852,0,0,0,0,0,0,0,0,0.13540555070172,0,0.123025005704983,0,0,0,0,0,0,0,0.0550390185571249,0,0,0,0.190629603971295,0,0.229450124882709,0,0,0,0.0414195517331561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.120812592362596,0.0260960785797419,0,0,0,0.0894243809430771,0,0.0835212294993091,0,-2.77555756156289e-17,0,0,0,0,0.0710152946366723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308885316167264,0,0,0
X601628.CH.EQUITY,1.73472347597681e-18,0,0.109797381378638,4.33680868994202e-19,0.368026891052276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273251397412696,0,0.140067207465306,0,0,0,0,0,0,0,0.149440257967587,0,0,0,0,0,0.0334046871942111,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.239458875539598,0,0,0,0,0,0.184490069541931,0,-0.0246975186355012,0,0,0,0,0,0,0,0.127177301001602,0,0,0,0,0,0,0.139187352003151,0,0,-0.0867825470337069,0,0,0,0,0,-0.102810636445415,0,0.790420260273351,0,0,0,0,0,0.298489523413854,0,-0.258402470726821,0,0,0
X601328.CH.EQUITY,0,0.0026087519175024,0.0389982617590354,0,0,0,0,0,0,0,0,0,0,0.351740438081993,0.0520967469410059,0,0,0,0,0,0,0,0.253928512867303,0.012173101083905,0.114430465181864,0,0,0.0476895154159636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273404752373745,0,0,0.107606096333132,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.154109116189831,0,0,0.248625047099914,0,0,0,0,0,0,0.174101653737406,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297187863874651,0,0,0,0.0325812642963136,0,0,0,0.117354527791183,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0523063349282478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141672224025324,0.557734830368351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.338518072735501,0.00943445592494378,0,0,0,0,0.279543829528673,0,0,0,0,0,-8.67361737988404e-19,0.0364344950338578,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697787698151233,0,0,0,0.105949977490393,0,0,0,0,0.0368506570903935,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19844739676733,0,0,0,0,0,0,0.369415509194112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125609515163279,0,0,0,0.112433955657351,0,0,0,0,0,0.0708826776794239,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0.0787640564941342,-0.0461174692316378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411778626920422,0,0,0,0,0,0,0.46861030744854,0,0.295380114872501,0,-0.117799207227018,0,0.167220570720946,0.12123624357739,0,0,0,0.00367691669573476,0,0,0,0,0,0,0,0
