,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0951077525040222,0,0.141287842216227,-3.46944695195361e-18,0,0,0,0,0,0,0.196753297886677,0,0,0,0,0,0,0,-0.028001689191774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174655702355873,1.73472347597681e-18,0,0,0,0.149856573879847,0,0,0,0,0,0,0,0.0806088887859612,0.162016436423432,0,0,0,0
X601318.CH.EQUITY,-0.00628642795377702,0,-0.0900653433196255,0,0,0.0442295315880585,0,0,0.159090356354026,0,0.125827152836939,0,0.192066500994151,-0.038130062600604,0,0.198633398211528,0,0,0,-0.0145120813746475,0,0,-0.0482285281546703,0,0,0,-0.096583921159048,0,0,0,-0.0793946271129599,0,0,0.268302551253669,0,0,0,0,0,0.248781846510177,-0.249161465160385,0,0.259871409241419,0.196878208058746,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.386909745940845,0,0,0,0,0.0835158483214524,0,-0.103524187628906,0,0,0,1.38777878078145e-17,0,0,0.142295476903988,-0.0876678278569163,0,0,0,0,0,0,0.126507512287353,0,0.159644078916271,0,0,0,0,0,0,0,0,0,0,0,0,0.134220648623541,0,0,0.335869658905941,0,0,0,0,0,-0.0175375933161458,0,0,0,0,0
X601288.CH.EQUITY,0.356885077207425,0,0.102282026180063,0,0,0.263436079244872,0,0,0,-0.0288206558210828,0,0,0,0,0,0,0.150101492355469,0,0,0,-0.0387477343921832,0,0,0,-0.017813477266388,0,0,0.0935284431537206,0,0,0,0,0,-0.0678525563011984,0,0,0,0,0,0,0.239371878372487,0,0,0,0,0,0,0.0831475607119996,0,0,0,0
X5.HK.EQUITY,0,-0.068523087332058,0.0214100541870506,0.129797449258376,0,0.0822074009890986,0,0,0,0,0,0,0.108828332084128,0,0,0,0,-6.93889390390723e-18,0,0,0,0.342221098491265,0,0,0,0,0,0,0,0,0.427965853424788,0,0.0293884374341506,0,0,0,0,0,0,0,0,0.144890152870599,0,0,0,0,0,0,-0.0831518805065918,0,8.67361737988404e-19,-0.113847261776202
X601988.CH.EQUITY,0.0898780788660224,0.0472664985901023,0.137865669012094,0.0425272633932611,0,0,0,0,0.145148319135297,0,0.158437890000051,0.0896206448237082,0,0,0,0,0,0,0,0,0,0.0141585595297977,0,0,0,0,0,0,0,0,0,0,0,0,0.260882833739525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.166860009821897,0,-0.0412871735774794,0.0259138879371985,0,0.334043216025557,0,0.255133750004631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302448446646653,0,0.0591342748498344,0.0429707391434873,0.0907600716357315,0,0,0,0,0,0,0,0.074959326472539,0,0,0,0,0,0,0.0553578965603994,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0337375112082528,0,0,0,0,0,0,-0.0556226294432688,0,0.15971897111941,0.322428082124397,0,0,0,0,0.168996614823658,0,0,0,0,0,0.0870329459080287,0,0,0,0,0.00435128997024341,0,0,0,0,0,0.0399672713559286,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0606678563511525,0.305999757203749,0,0,0.0843311838067935,1.73472347597681e-18,0,0,0,0.0153667042574173,0,0,0,0,0,0,0,0,0,0.0270371955414879,0,-0.0808370535094538,0,0,0,0,0,0.202610991113926,0,0.0534838675097662,-0.201306852502873,0,0,0,0,0,0,0,-0.189723285941036,0,0,0.00822688338107312,0.060273953351691,0,0,0,0,0.162960476143027,0,0,0,0.00795551331963304
X601658.CH.Equity,0,0,0,0,0,0.254846989773259,0,0,0,0,0.102837613834901,-0.110607892960244,0,0,0,0,-0.216092676918952,0,0,0,0,0,0,0,0,0,0,0.47765477928462,0,0,0,0,0,0,0,0.564442959219205,0,0,0,-0.21639289827342,0,0.0586333580021667,0,0,0,0.310678027856355,0,-0.256044740150635,0,-0.416352057882977,0,0
