,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.374766457454904,0.0616149701345593,0.0935135607159677,0,0,0,0,0,0,0.203743148213492,0,0,0,0,0,0,0,0,0,0,0.000632754851841031,-0.0102629282191646,0,0,0,0,0,0,0.0638276548440328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505026320239395,0,0,0,0.105566728541913,-0.0674990797022423
X601939.CH.EQUITY,0.510246998490348,0,0,0.117393924454821,0,0,-0.136691884220147,0,0,0,0,0,0,0.161354489248495,-0.0548546446459034,0,0,0,0,0,0,0,0,0,0,0.027885911161878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22352231866726,0,0,-0.08383517692762,0
X601318.CH.EQUITY,0,0,0,0,0.222440519543373,0,0,0,0,0,0,0,0,0,0.0400735707717957,0,0,0,0,0,0,0.19051265813898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252185229962493,0,0,0,0,0,0.205511854567414,0,0.00553478969639451,0,0,0,0,0.0812477112586102,0,0
X601288.CH.EQUITY,0.372228454478836,0,0,0,0.215056944889541,0,0,0,0,0,0,0,0,0.145782692123102,0,0,0,0,0,0.0914286276915498,0.0312934183726103,0,0,0,0,0,0,0,0,0,0,0,0,0.0830837377249507,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-3.46944695195361e-18,0,0,0,0.00466522628732465,0,0
X601988.CH.EQUITY,0,0,0,0.500487575102082,0,0,0,0,0,0.216704374001539,0,0,0,0,0,0.327156832298322,0,0.0761022328424821,0,0,0.0173914538524342,0,0,0,0,0,0,0.02150009279246,0,0,0,0,0,0,0,0,0,-0.565600916227928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278306881739022,0,0,0,0,0,0.0920471572914921,0,3.46944695195361e-18,0,0,0,0.0101091002918832,0,0,0,0,0,0.186830516613042,0.0433598833036156,0,0.0906640809771807,0,0,0,0.0161002123754638,0,0,0,0,0.172107556949031,0,0,0,0,0.105900461068455,0,0.0157206530069896,0,0,0
X1299.HK.EQUITY,0.0879314113252836,0,0,0,0,0,0,0,0.1861302227401,0,0,0,0,0.0940043372509284,0,0,0.0569097963869238,0,0,0,0,0,0.0112364115966134,0,0,0,0,0,0.250940854768944,0,0,0.101227681742541,0,0,0,0.0487220292254587,0,0,0,0,0,0,0,0.0253880326892333,0,0,0.0642967668236407,0,0,0,0,0
X5.HK.EQUITY,0,-0.0176597318099634,0,-0.159638535779095,0,0,0,0,0,0,0,0,0,0,-0.0589031577366567,0,-0.103783483105232,0,0,0,0,0,-0.43461024175863,0.927117461555593,0,0,0.561132755773979,0,0,0,0,0,0,0,0,0,0,0,0.428883978376288,0,0,0,0,-0.132132783064335,0,0,0,0,0,0,0,-0.0816375925288091
X601628.CH.EQUITY,0.110734527514487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152330743309367,0,0,0.0583326125909786,0.0876602949586989,0,0,0,0,0,0,0.162852650687461,0,0,0,0,0,0,0,0,0,0,0,0,0.0403595451852067,0.152532173342271,0,0,0,0,0.0202115339068569,0.0252366700511745,0,0.0729523473666955,0
X601658.CH.Equity,0,0,0,0.177039347485335,0.0576429104202448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111038037693434,0.28202549713543,0,0,0,0,0,0,0,0,0,0.060176419168177,0,0,0,0,0,0,0,0,0.336640551373089,0,0,0,0
