,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,8.67361737988404e-19,0.266093185011563,0.114365351778763,0,0.247961656369959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192878769728846,0,0,0,0,0.0131374562384596,0,0.020167087049111,0,0.0989109673042584,0,0,0,0.0927371715576365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.104977288070344,0,0,0,0,0.18172292879218,0,0,0,0.0338453657806781,0,0.212153757829448,0.0505823351808138,0.139850546146774,0,0,0,0.136071427975613,0,0.0206282267904175,0,0,0,0,0,0,0,0,0,0.0838268109860028,0,0,0,0.0503811047768617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.115553523934743,0,0,0,0,0,0,0.0830502505076218,0,0,0,0,0,0,0,0,0,0,0,0.050720289941529,0.366464042348081,0,0.155982606537983,0,0,0,0,0,0,0,0,0,0,-0.105361349857448,0,0,0,-0.0380036232443364,0,0,0,0,0,0.0696995621781014,-0.00546510852894725,-0.0601329661641188,0
X601939.CH.EQUITY,0.651788906158593,0.0437129084380266,0,0,0,0,0,0,0.190929657200931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12832785243815,0,-0.0350253673447814,0,0,0,0,0,0.128905136596646,0,0,0.0395920478117355,0,0,0,0,0,0,0,0,0,0.123763972288347,0,0.0176852319037368,0
X601288.CH.EQUITY,0,0,0,0.0954504414840629,0,0,0.375332716549176,0,0,0,0,0,0.0715118302661398,0,0,0,0,0,0,0,0,0,0,0,0.0214335760152799,0,0,0.0728469567974816,0,0,0,0.164535833096334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112100550843853,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.121812062677967,0.267687920443674,0,0,0,0.147290752250809,0,0,0,0,0,0.219004429489007,-0.194522691346134,0,0,0,0,0,0.0513037209228747,0,0,0,0,0.0527732641039645,0,-1.0842021724855e-19,0,0,0,0,0,0.172549462611842,0,0,0.0200310886205912,0,0,0,0,0.183815999470359,0,0,0,-0.0208267710014738
X601988.CH.EQUITY,0.257799179471774,0,0,0,0.356997113273579,0,0,0.0655044504519325,-0.0187169084811347,0,0,0.030719862580405,-0.118818877835864,0,0.00511590470798294,0,0,0,0.162367063647185,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.174990596270751,0,0.0770364434698452,0,0,0,0,-0.0976937348032219,0.097732840901385,0,0,0,0,0,0,0,0,0,0.133597695826319,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137419069694782,0,0,0,0.216325599688379,0,0.0299788433207683,0,0,0.0369018311436501,0,0.0840045090031361,0,0,0,-0.0289083215743595,0,0,0,0.0834917536652623,0.309962323163768,0.00450876176914131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324726467810425
X5.HK.EQUITY,0,0.170261452185944,0,0.081680387387311,0,0,0,0,0,-0.077470290484734,0.0696963648060923,0.0735239121857027,0,0,0,0,0,0,0,0,0,0,0,0.242875048818835,0,0,0.149459955013381,0,0,0,0,0,0,0,0,0,0,0,0.232342179973746,0,0,0,0,0,0.113479322816622,0,0,0,0,0,0,-0.0515870003734061
X388.HK.EQUITY,0,0,0,0,0,0.0360234063495398,0,0,0,0,0.117370833791055,0,0,0,0.0629185321149922,0,0.0631773902178407,0,0,0,0,0,0,-0.00630763177559841,0,0,0,0,0,0,0,-0.142795835234449,0,-0.291652233178795,0.27052748321923,-0.112635659541087,0,0.0610205672384476,0,0,0,0,0.0728054621187841,0,0.183909332018998,0,0.0135083994181184,0,0,0,0,-0.421831493857332
