,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.420439807813658,0,0,0,0.110660663991814,0,0,0.129817882659828,0.0364652925442653,0,0.185413401550758,0,-0.0340573088072291,0,0.0837735660245606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296619732348571,0,0,0,-0.0291380240537446,0,0,0,0,0,0,0,0.0260518801201273,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0400031714719994,0.318047885985751,0,0,0,0,0,0,0,0.288867664599425,0,0.0787994864726766,0,0.0654922530116646,0,0,0,0,0.119113050806561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462898031331089,0,0.00990444468368278,0,0,0,0.0348535796794826,0,0,-2.71050543121376e-20,0,0
X601939.CH.EQUITY,0.166698448721447,0,0,0.492389749097471,0,0.0808472714314129,0,0,0,0,0.0164963225746232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685085801807626,0,-0.0233566965400987,0,0,0.0792828019604657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245294638402579,0,0.0156738820638377,0
X601288.CH.EQUITY,0,0,0.223077508126896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214226897176643,0,0,0.149200784315917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237643268283279,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0638411391123806,0,0,0.225713139625064,0,0.238369858576239,0,0,0,0,0,0.157433709985772,0,0,-0.0208031080430906,0,0.204114127345704,0,-0.278449884015879,0,0,0,0,0.0352109715286821,0,0,-0.0548390147725278,0,0,-0.0218160144301053,0,0.180900436034712,0,0,0,0,0,0.16824460277226,0,0,0,0,0,0,0,0.17779816862369,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.195074057753043,0,0,0.196929846155424,0.0615140542482541,0.239924805318921,0,0.129663196912508,0,0,0,0,0,0,0,0,0,0,0,0,0.0402331320993393,0,0,0,0,-0.140343258929524,0,0,0,0,0,0,0,0,0,0,0,0.0956630626779585,0,0,0,0,0,-0.0733703484153318,0.0817993862410619,0.0526367304331563,-0.0379381592371039
X600036.CH.EQUITY,0,0.101937761317491,0,0,0,0,0,0,0,0,0,0,-0.0847900920409451,0,0,0,0,0.00105458761908487,-0.0263064033825745,0,0,0,0,0,0.787311299399571,0,0,0.0131096623568339,0,0,0.115851224586382,0,0,0,0,0,0,0,0,0,0,0,0.0772686493605764,-0.0329352894639135,0.0918236571699321,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.275986970251161,0,0,0,0,0,0,0,0.0514523201411371,0,0,0,0,0.0838980847792074,0,0,0,0,0,0,0,0,0.0727602394482716,0,0.225970221119207,0,0,0.266977700788309,0,0.00993158174856061,0,0,0,0,0,0,0,0,0,0,-0.0729944636690435,0.022098367766821,0,0,0,0,0
X601628.CH.EQUITY,0,0.0902272788990242,0,0.0946991634789548,0,0,0,0,0,0,0,0,0,0,0,0,0.0803442746988919,0,0,0,0,0,0,0,0.153330465337822,0,0,0,0,0,0,0,0,0,0,0,0.10496449994234,0.33853459370205,0,0,0.0760103763559629,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.163982462201379,0,0.245929126549405,0.0548585974223789,0,0,0,0,0,0,0,0,0,0.390097812721979,0,0,0,0,0,0,0,0.0627488256547573,0.0162633873762805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010654356007706,-4.33680868994202e-19,0,0.20036108984279,0,0,0,0,0.0478271466279804,0,0,0
