,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0142428647139259,0.267620401647203,0,0,0,0,0,0,0.34300127062476,-0.312880687960736,0,0,0,0,0,0,-0.257940598081806,0,-0.00543603791138619,0,0,0,0,0,0,0,0.859538760234388,0,0,0,0,-0.0179356217595661,0,0,0,0,0,-0.0165783505713572,0,0.0297447477684546
X601318.CH.EQUITY,0,0,0,0,0,0,0.046695907291234,0,0.20410169628736,0.0109122864221442,0,0,0,0,0.08394811769082,0,0,0,0.0865975742905994,0,0,0.0445509461185351,0,0,0,0,0,0,0,0,0,0,0,0,0.186698452262772,0,0,0.21159668387564,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.212147408666256,0,0,0,0,-1.73472347597681e-18,0,0,0,0.225095711354227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104124042116233,0,0,0,0,0,-0.00149113637734496,-0.158745060398023,-0.19894116507398,0,0,0,0.0986635067410356,0,0.516512901482618,0,0,0.0348659791000167,0,-0.00692335223881402,0.14598106061322,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.0340475302407851,0,0.0586176864528692,0.462094857573319,0,0,0,0,0.0462970001777495,-0.32188085126129,0,0,-0.240190600299626,0,0,0,0,0,0,-0.0512954505401935,0,0,0,0,0,-0.251249723633358,0,0,0,0,0,0.118876517879426,0,0,0,0,0,0,0,0.402866809818409,0,0,0,-0.0943911963785894
X5.HK.EQUITY,0,0,0,0,0,0.126818024256889,0,0.132974946011299,0,0,0.0501989265538709,0.0304998869297116,0,0,0.253163530649333,0,0,0.151903837680282,0,0,0.0366203246036777,0,0,0,0,0,0,0,-0.0490309856290735,0,0,0,0,0,0,0,0,0.0341506819993634,0.0233302730945051,0,0,0,0,0,0,0,0,0,0.172152297773225,0,0
X601988.CH.EQUITY,-0.0589445908864566,0,0,-0.00346224843516376,0.399787314515205,0,0,0,0,0,0,0,0,0,0,0.0550632385595396,-1.0842021724855e-19,0,0,-0.178777079459796,0,0,0,0,0.359388766233094,0,0,0,0,-0.346060857327916,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.0348738029178167,0.126099649488233,0,0,0,0,-0.0514707137841212
X600036.CH.EQUITY,0,0.197084874758034,0,0,0,0,0,-0.159875309605113,0,0.375186786765287,0,0.214889131304384,0,0,0,0,0.0690867521939741,0,0,0.329590272595503,0,0,0,0,0,0,0,0.0947495678649412,0,0,0,0,0,-0.0896697987189239,0,0,0,0,-0.0343160001295493,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.242838000781576,0,0,0,0,0,0,0,0,0,0,0,0,0.0175426192055661,0.0764976404958287,0,0,0,0,0,0,0.253774685229334,0,0,0,0,0.085459023694508,0,0,0.0866727169389701,0,0,0,0,0,0,0,0,-0.0655300766904464,0,-0.113557006620497,0,0,0.0419484267438145,0,0,0
X601628.CH.EQUITY,0,0.118100693589112,0.0324338433344566,0.0575612337662821,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.179421816949536,0,0,-0.0687913772092118,0,0,0,0,0,0,0,0.0236235422017171,0,0,0,0,0,0,-0.0627541578572654,0,0,0.262242330728695,0.246834319099569,0,0,0,0,0,0.226202249127707,0,0,0.117356414618074,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.122988211278844,0.0560385054906127,0,0,0.661958528063836,0,0,0,0,0,0,0,0,0,-0.00803431786524052,0,0,0.243969592135895,0,0,0,0,0,0.265587344915758,0,0,0,0,0,0,0,0,0,0,0,-0.0925541113625249,0,0,0,0.0187320893600818,0,0,0,-0.456594107601618,0,0,0,0,0
