,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,-6.93889390390723e-18,0.0572692702833429,0,0.13971561934988,0.178336117046416,0,0.351062198441112,0,0,0,0.000609736439814743,0,0.133061241333432,0,0,0,0,0,0,0,0,0,0.0119698037308948,0,0,0,0,0,0.10409327061038,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.149720044927387,0,0,0,0,0.0429738471129237,0,0,0.215295101690951,0,0,0,0,0,0.0534108702105941,0.100621611377251,0,0.0708517704229423,0.167909285194037,0,0,0,0,0,0,0,0,0,0,-0.102188709838803,0.102413573881728,0,0,0,0,0,0.136335047858259,0,0.0631743621923683,0,0,0,0,0,0,0,0,0,0.0258600329290153,0,0,0
X601939.CH.EQUITY,0.2554057577159,0,0,0,0,0,0,0,0,0,0,0,0,0.415749425722467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201755557607062,0.102971372877912,0,0,0,0.0188521959566041,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0
X601288.CH.EQUITY,0.343968363870127,0,0.0265543871585564,0,0,0.487896007249726,0,0,0,0,0,0.00728168219431245,0,0,0.0356486854898675,0,0,0.00909849970518281,-0.0255665782805724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100393445567502,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.111000745987698,0,0,0,0,0.12200542822229,0,0,0,-2.77555756156289e-17,0,0,0,0,0.0923951878044468,0.747671750563133,0,0,0,0.190483523632384,0,0,0,0,0,0,0.106337575326154,0,0,0.0242526711756174,0,0,0,0,0,-0.0466246112830502,0,-0.0595406198647804,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0592006600642171,0,0,0,0,0,0,0,0,0.107920716957571,0,0,0,0,0.219831712568574,0,0.0739960259184938,0,0,0,0,0,0.220219181988852,0,0,0,0,0,0,0,0.103789431003322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136874199432407,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.117636210041392,0,0,0,0.267543576601326,0,0,0,0.166832843304878,0,0,0,0,0,0,0,0,0,0,0.0482798063058699,0,0,0,0.161331933983337,0,0.150334972627419,0,0,0,0,0.0358544196269164,0,0,0,0,0,0,0,0,0,0.0241657513831931,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.119855457631254,0,0,0.14153492803117,0,0,0.278535353870545,0,0,0,0.0933557717569873,0,0,0,0,0,0,0.00846773992725458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.399131910320248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109545229180076,0,0,-2.77555756156289e-17,0.116284618113533,0,0,0,0.140628943744302,-0.0362346391475232,0,0,0,0.0130138030191042,0.258808099909977,0,0,0,0,0.116153107106721,0,-0.0463643248364948,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.170764208193297,0,0,0,0,0,0.219854755640838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983483015613661,0,0,-0.14801692718306,0,0,0,0,0,0,0,0,0.783509428713376,0,0,0,0,0,0.377729299675845,-0.27424962808247,0,0,0
X601328.CH.EQUITY,0,0,0.0783994789832861,0.00837849175580425,0,0,0,0,0,0,0,0,0.0278053442480563,0.433858173425695,0.0631939474668856,0,0,0,0,0,0,0,0.0282465824336142,0.175712512805539,0.133701344263859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199872073170437,0,0,0.0407232120404402,0.00786623212234964,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.284626495742733,0,0,0,0.373553831242677,0,0,-0.0682675556406148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0946339560493752,0,0.0124566936613486,0.504593102187212,0,0,0,0,0,-0.0215169283229746,0,0,0.0623947004789277,0,0,0,0,0,0.00952381710815077,0.0788993268565998,0,-0.182643553031932,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0498432346296213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145976022279797,0.563350282177994,0,0,0,0,0,0,0,0.0150089833553411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.32426107052629,0.153198609708155,0,0,0,0.0311382734325266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527871245937067,0.137043915265409,0,0.133436143700716,0,0,0.208392464740464,0,0,0.00697946958637633,0
X388.HK.EQUITY,0,6.93889390390723e-18,0,0,0,0,0,0.104261318743821,0,0,0,0,0,0,0,0.121792543857532,0,0,0,0,0,0,0.239727631034151,0,0,-6.93889390390723e-18,0,0.0373951332400684,-3.46944695195361e-18,0.0867031595940504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160283892715418,0,0,0
X000001.CH.EQUITY,0,0.0319719094287577,0,0,0,0.0353391641383963,0.0854608038019047,0,0,0,0,0.231108064694554,0,-1.38777878078145e-17,0.07859393307358,0,0,0,0.00349002388337019,0.096616156592981,0,0,0,0,0.2099638819923,0,0,0,0,0,0,0,0,0,0,0,0.179017683423057,0,0,0.095675694378685,0.012687030493846,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0431143620917459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831059495316095,0,0,0,0,0,0,0,0,0.193660336039183,0.442513592783285,0.0566714139299108,0,0,0,0.215789442775908,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.170317826824989,0,-0.0311826645927925,0,0,0,0,0.0210066075415056,0,0.116676471073153,0,0,0,0,0,0.522193836005361,0,0,0,0.110848715202015,0,0,0,-0.046287291278737,0,0,0,0,0,-0.0772612141118938,0,0,0,0,0,0,0,0,0,0.17224082903196,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194650120435659,0.00128230263511035,0,0.359469451246896,0,0,0,0,0,0.0415735768512969,0,0,0,0.207369189454268,0,0.0244626628275747,0,0,0.0668333639115982,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182753708281751,0,0,0,0,0,-0.19160563300811,0,0,0,0,0.15279355509041,0,0,0,0,0.100555983271741,0,0,0,0,0,0.117301449047592,0,0,0.512314630835737,0,0,0,0,0,0,0,0,0,0,0
