,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210044271708798,0,0,0,0.521168775368209,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162621493513346,0.498746806897855,0,0,0,0,0,0,0,0,0,0.107289911511523,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.145591709126981,0,0,0,0,0,0,0,0.100523574639699,0,0.0632776758848105,0.0552506093879645,0,0,0,0,0,0.107694469989027,0,0.00454274878459053,0,0,0,0,0,0,0,0.164724833652024,0,0,0,0.275899576096084,0,0,0,0,0.00915146087858156,0,0,0,0,0,0
X601939.CH.EQUITY,0.481862225272317,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.0461002792568209,0,8.67361737988404e-19,0,0.109544371264235,0,0.198714700497329,0,0,0,-0.0959249464277639,-0.325827263056887,0,0,0,0,0,0,0,-0.0862516687046788,-0.0876135752780741,0,0,0,0,0.626585821431196,0,0,0,-0.175036566026824,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.09341048448029,0,-6.93889390390723e-18,0,0.135211462358575,0,0.253837096533534,0,0.0168186452329014,0.363401091685645,0,-0.0992856410346713,0,0,0,0,-0.0908248214784947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.118714812698961,0.398576307802276,0,0,0,0.0106430207291633,0,0,0.135098231693547,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165959497954176,0,0,0,0,0,0,0,0,0.102212111428463,0,0,0.25275243655222,0,0,0,0,0.0768645407399073,-0.120601502333223,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.248126478515266,0,0.0150534763530471,0,0.0869886838066802,0,0,0,0,0.187995375652816,0,0,0,0.143960008166376,0,0,0,0,0,0,0.129722084740912,0,0,0,0,0,-0.165370059531347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131030308231992,0
X1299.HK.EQUITY,0,0,0,0,0.232609785749878,0,0,0,0,0,0,0,0,0,0,0,0,0.0715868358197017,0.0689712944882258,0,0,0,0,0,0,0.134910083825572,0,0.133576473066278,0,0.0969768117181204,0,0,0,0,0,0,0.252777707582405,0,0,0,0,0,0,-0.0480820571901221,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.215705396896896,-0.0347176439264308,0,0,0,-0.0624188835118125,0,0,0.340699098212071,0,0,0,0,0.0797114869903486,0.10182112229366,0,0,0,0,0.290070922859919,0,0,0,0,0,0,-0.0337306784490385,0.170529362808713,0,0,0,0,-0.186553887629184,0,0,0,-0.139961731694872,0,-0.0429560454031125,0,0,0,0.328649780867355,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.200275769962277,0.0154418873520339,0.0937467881931842,0,0,0,0,0,0,0,0,0,0,0,0,0.237259199219637,0,0,0,0,0,0.0999768489297485,0,0,0,0,0,0,0,0,0,0,0,0.182201390901717,0,0,0,0,0,0,0,0.0278793623681738,0.0903750103869421,0.057181136368646,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0237851863179403,0,0,0,0,0.752071204055967,0,0,0,0,0,0,0,0,0,0,0,0,0.10410376755183,0,0,0,0,0,0.0145200412980362,0,0,0,0,0,0,0,0,0,0,0,-0.0300724183659091,0,0,0,0.0227277607447376,0,0,-0.166581156624653,0,0,0,0.030347526794352,0
X601166.CH.EQUITY,0.14548194750488,0,0,0.274219243861264,0,0,0,0.116835441129954,0,0,0,0,0,0.00262809113665047,0.281965205158495,0,0,0,0.042404971004321,0,0,0,0,0,0.0490173930616512,0,0,0,0,0,0,0,0.119107208780887,0,0,0,0,0,-0.123745633271055,0,0,0,0,0,0,0,0,0,0,0.0584487816656887,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0683653645449178,0,0,0,0,0,0,0.051776900192995,0,-0.212009757042922,0,0,0,0,0,0,0,-0.062736194471418,0.103272312904688,0,0,-0.0106489716882266,0,0,0,0,0.237309895538018,0,-0.045568478824306,0,0,2.16840434497101e-19,0.533598725806724,0,0,-0.0333713741511178,0,0,0,0,-0.0487708307615155,0
X16.HK.EQUITY,0,0,0,0,0,-0.0325141089346801,0,0,0,0.0638923357998135,0,0,0,0,0,0.24642347329318,-0.321106593937439,0,-0.0455269207763967,0.0519958416864682,0,0,0,0,0,0,0,0,0.0326632909350498,0.348677097224747,0.191647308888311,0,0.191238910052455,-0.106672783798985,0,0,0.552397271901223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0.0779875229189747,0,0,0,0,0.0359450833006451,0,0.000661056114500578,0,0,0,0,0,0.0303816024834902,0,0,0.270513499521719,0,0,0,0,0,0,0,0,0,0,0.281908073291974,0.18151974202137,0,0,0,0,0,0,0,0,0,0.148004906691652,0.0348801159959131,0,0,0,0,0.135912458622779,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.124490043075636,0,0.0887958305188179,0.382924291277125,0,0,0,0,0,0.126459883233402,0,0,0.0820418479757065,0.0586271089807736,0,0,0,0,0,0.222270597498955,0,0,0,0,0,0,-0.0742298004722974,0,0,0,-0.0989598672466925,0,0,0,0,0,0,-0.0767772348516352,0,0,0,-0.195774187988637,0,0
X11.HK.EQUITY,0,0,0,0,0.0808165574337379,0.119968845062993,0,0,0,0,0,0,0,0,0,0,0,0,0.319851982083081,0,0,0,0,0,0.00344410173781734,0,0,0,-0.0419060237607414,0,0.586990138554892,0,0,0,0,0,0,0,-0.211955009019049,0.0918742680061457,0.0589708893632239,0.365618535410287,0,0,0,0,0.0143187849850523,0,0,0,0
X601601.CH.EQUITY,0,0.09729902021434,0,0,0,0,0,0.0847396200971932,0.276575455281767,0,0,0.0058715569031266,0,0,0.0750347594296878,0,0,0,0,0,-0.0102484010959713,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.250471362129675,0,0,-0.015535515835259,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.130817621109012,0.0513598832348736,0,0.600806908049191,0,0,0,0,0,0,0,0,0.131927752004219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,-0.241013984378039,0.168954196569015,-0.522430193981615,0,0,0,0,0,-0.0311799954538465,0,0,0,0,0,0.74992181561775,0,0.334736423426794,0,-0.078732249102596,0,0,0,0,0,-0.18795551510051,0,0,-0.255513655513368,0,0.150128411181401,0,0,0,0,0,-0.172055751380412,0,0.0454734426786267,0,0,0,0,-0.0469860473396835,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0.0954990519671966,0,0,0,0,0.0381439160928606,0,0,-0.0256843983706259,0,0,0,0,0,0.0453976399621273,0.325702127363673,0,0,0,0,0.148896608615997,0.0331185081651837,0,0,0,0,0,0,0,0,0,0,0,0,0.289881391667561,0,0,-0.302772004465137,-0.176484984841436,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.0475510004756834,0,0.0125040380368381,0,0,0,0,0.0108967385984032,0,0,0.0306879010705706,0,0,0,0,0.397201045137363,0,-0.486057575294147,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0512445612498696,0.176556048151121,-0.0216284711320657,0,0,0,-0.00171908538961192,-0.285355642009642,0.353670162496889,0,0,0,0
X601998.CH.EQUITY,0,0,0.0537208143953601,0.12292641571655,0,0,0,0,0.07373880386081,0,0.182755825251343,0,0,0,0,0,0,0,0,0,0.324163868727294,0,0,0,0.0294882008088777,0,0,0,0,0,0,0,0.171689939062753,0,0,0,0,0,0,0,0,0,0,0.0812147126372538,0.0224057763974148,0,0,0,0,-0.0770428410412192,0
