,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0166604677925393,0.428186100508302,0.101588055451347,0.0844895020952046,0,0.0365700780162051,0,0,0,0,-0.0074118999101045,0,0.0388224912432533,0,0,0,0.0630939479818663,0.0472104666151332,0,0,0,0,0,0.107507463879843,0,0,0,0,0,0.0134256970329471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150035629330598,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0815304688175268,0,0,0.0385247426914595,0,0,0,0,0,0,0,0.197403432453864,0.0283874531405426,0,0,0,0,0,6.93889390390723e-18,0.0552239400373146,0.101050625371262,0,0,0,0,0,0,0,0.127974925211567,0,0,0,0,0.318750319565844,0,0,0.0293398691972669,0,0,0.0206497184365185,0,0,0,0,0
X601939.CH.EQUITY,0.339377690745765,0,0,0.142689861496933,0,0.190024462178886,0.000615828270661951,0,0,0.0486449724524803,0.095461637192892,0,0,0,0,0,0,0,0,0,0,0.0014483522233677,0,0,0,0,0,0,0,0,0,0,0,0,0.0613192887228872,0,0,0,0,0,0.011617163389258,0,0,0,0,0,0,0,0,0,8.470329472543e-22
X601288.CH.EQUITY,0.421033828805607,0,0,0,0,0,0,0,0,0.213073843422612,0,0,0,0,0,0,0,0.0929765142069107,0,0,0.104527298032086,0,0,0,0,0.0529686588020135,0,0.0428054096775955,0,0.0799540952440097,0,0,0,0,0,0,0,0,-0.0364182189136442,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.464868762921585,0,0,0,0,0,0,0,0,0,0,0.145479996661471,-0.372183752092632,0,0,0,0,0,0,0,0,0,0,0,0.120515818300672,0,0,-0.591573210351716,0,0.440172433345155,0,0.0301532331618672,0,0,0,0,0,0,0,0,-0.282696899442649,0,0,0,0,-0.316268421841244
X601988.CH.EQUITY,0,0,0.318438267964546,0,0,0,0,0,0.0168325246786177,0,0,0,0,0.0909824769660831,0,0,0,0.0505287360885586,0,0,0,0,0.558441142563851,0.0304712111144244,0,0,0,0,0,0,0,0,0,0.0238418444643733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401009491268078,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0145296119995162,-0.0244613387944539,0.202849561251202,0,0,-0.0232426788893301,0,0.0579893775192315,0.0221668041303746,0,0,0,0,0,0.473637701990604,0,0.117563836198413,0,0,0.101142839858666,0,0,0,0,0,0,0,0,-0.0229070144991903,0,0,0,0.0498807478065019,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.10398890093372,0,-0.0667546241028118,0,0,0.25945983236486,0,0,0,0.0860599352601943,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.341990932383147,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.025366248278755,0,0,0,0,0,0.195593545819629,0,0,0,0,0.00461101094373817,0,0,0,0,0,0,0,0,0,0,0.0436886697055574,0,0,0,0,0,0,0,0,0,0.225197536090799,0,0,0,0.172056474099219,0.156517260214091,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.156287749704425,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.100044992028153,0,0,0,0,0,0,0.0224557920294326,0.0885980323054456,0,0,0,0,0,0.112209224226799,0,0,0,0.0610145883569272,0,0,0,0.0577982703632385,-0.0245814268183184,0,0,0,0.166971882144156,0.24616116929826,0,0,0,0,0,0,0,0.021326536094658,0,0
