,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.205041698559739,0,0.0322816785883514,0.00212791247781592,0,0.393182468573079,0,0,0,0,0,0,0.00814201805408473,0,0,0,0,0,0,0,0,0,0,0.250369882154564,0,0.0427249263971126,-1.38777878078145e-17,0,0,0,0,0.0863821365847112,0.0532652878218548,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0926610602240067,0,0,0
X601318.CH.EQUITY,0,0,0.117439248996319,0,0,0,0,0,0.250230091707142,0,0,0,0.0325948782204056,0.269511571931499,0,0,0.0450378527629553,0,0,0,0,0,0,0,0,0,0,0.179258237095511,0.216611810370168,0.0621531801416773,0,0,0,0,0,0,0,0,0.0149652333686266,0,0,0,0,0,-0.112199099963613,0,0.0625744193834027,0.0208326778067827,0,0,0,0
X601939.CH.EQUITY,0.315157007187529,0.0593287749310243,0,0,0,0,0,0.296199426714917,0.253148052783849,0,0,0,0,0,0,0.0869593781947455,0,0,0.106636373438708,0.0520391444795783,0,0,0,0,0,0.0375469476202818,0.0999813452519794,0,0.15351085854011,0,-0.0350553860846908,0,0,0.0958538048846967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782112183774572,0.112108801481945,0
X600036.CH.EQUITY,0,0,0,0,0,0.195280085631994,0,0,0.0484294853802796,-0.128888863899247,0,-0.0424067471970398,0.0853872439140448,0,0,0.128751626224912,0,0,0.113065683172029,0,0,0,0,0,0,0,0.442492753730389,0,0.0302927263664767,0,0,0,0,0,0,0,0,0,0,-0.0488785333930319,0,0,0,0,0,0,0,0,0,0,-0.0107636510608951,0
X601288.CH.EQUITY,0,0,0.105327560593887,0,0,0,0,0.486849115410127,0,-0.0557589520533153,0,0.0471369726707485,0,0,0,0,0,0,0,0,0,0,0.141735676125646,0,0,0.0678688123953542,0,0,0.13454111579134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163611529607242,0,0,0.00280765433202053,0,0
X1299.HK.EQUITY,0,0,-0.103513912505634,0,0,0,0,-0.037305338349454,0,0.216184148276726,0,-0.0748670277565876,0,0,0,0,0,0,0,0,0,0,0.162192666502484,0,0,0,0,0,6.93889390390723e-18,0,0.0748334686046212,0,0,0.160447586233333,0.0233014126531963,0,0,0,0.209509526809555,0,0,0,0.201829789318539,0,0,0.061533217477939,0,0,0.184700529123197,0,-0.0549391652333583,0
X601628.CH.EQUITY,0,0,0,-0.0134151369558083,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.009232836418926,0,0,-0.0209327084767291,0.116490405142464,0,0,0,0,0,0,-0.133882112356121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44997423682638,0.0126844167290158,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.030458766473142
X601988.CH.EQUITY,0,0,3.46944695195361e-18,0,0.527353085903614,0,0,0,-0.00794497333386508,0,0,0,0,0,0,0,0,0.283209268943041,0.0432613626510131,0.147504912417163,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419477075654023,0,0,0,0,0,0,0,0,0,0,-0.0982814191600982,0,0,0.0014260751042495,0,0,0,0
X5.HK.EQUITY,0,0,0.00879603238566403,0,0,0,0,0,0,0,0.156396029972257,0,0,0,0,0,0,0,0,0,0,0,0.239956419832336,0.0505989865610876,0.0770253669119304,0,0,0,0,0,0,0.0156785427258001,0,0.2175569837782,0,0,0,0,0,0.293659879747711,0,0,0.14125749223505,0,0,0,0.0985175137974393,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.099335661398063,0,0.060674983470387,-0.111027501058658,0,-0.0825274491416625,0,0,0,0,0,0,0,0,0,0,0,0,0.0269590609650136,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.216951515576367,0,0,0,0.0900117629984716,0,0,0,0,0,0.540179620889926,0,0,0,0,0.108325028892392,0,0.169580130922222,0
