,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.331991765699413,0.0169819532655925,0.337600612311767,0,0.0281627118423447,0,0,0,0,0.0410378422482944,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639656603943459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304337212103954,0,0.110695636185019,0,0.0300571377175212,-0.0932329569592846
X601939.CH.EQUITY,0.411171519365493,0,0,0.197426122806498,0,0,-0.13873242101423,0,0,0.0062186514064178,0,0,0.164669257849235,0,-0.0652621276838778,0,0,0,0,0,0,0,0,0,-0.00792423719802644,0,0,-0.0304174635335784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27285963317579,0.0131092646840278,0,-0.0863161703077442,0
X601318.CH.EQUITY,0,0,0,0,0.216548202182055,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260356148680814,0,1.38777878078145e-17,0,0,0,0,0.181052997352427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258934327253735,0,0,0,0,0.218581635230313,0,0,0,0,0,0,0.110925815828168,0,0
X601288.CH.EQUITY,0.500240342065346,0,0,0,0.198589446241855,0,0,0,0,0,0,0,0.0747134197710266,0,0,0,0,0,0.0129538086031135,0,0.117479451233301,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050797383835916,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.381107620934442,0,0,0,0,0,0.264325462858768,0,0,0,0,0,0.355015066604972,0.0873500015716979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.367476092874099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.00225682971411699,0,0,0,0.325081363051901,0,0,0,0,0.0671360318128172,0,0,0,0,0,0,0.00715740332206069,0,0,0,0,0,0.0464748537484672,0.174025954074193,0,0,0.0705208345254607,0,0,0,0,0,0,0,0.180937082704932,0,0,0,0,0.10650602912839,0,0.0171091437510876,0,0,0
X1299.HK.EQUITY,0.0759520359180519,0,0,0,0,0,0,0,0.134434947427806,0,0,0,0.101290297134953,0,0,0,0,0,0,0,0,0,0.0102365818543458,0,0,0,0.225814408331291,0,0,0,0,0,0,0,0,0.178415828493767,0,0,0,0,0,0,0.0718947114714271,0,0,0,0.106829748877356,0,0,0,0,0
X5.HK.EQUITY,0,-0.053843606642027,0,-0.123704227565572,0,0,0,0,0,0,0,0,0,0,-0.00819481375545555,0,0,0,0,0,0,0,-0.592437281138039,1.04203527888139,0,0,0,0,0.499963300467236,0,0,0,0,0,0,0,0,0,0.420848880748182,0,0,0,0,-0.103840803097035,0,0,0,0,0,0,0,-0.0724941791449541
X601628.CH.EQUITY,0.0595340695147125,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.174837547545097,0,0,0,0,0.133065098199318,0,0,8.67361737988404e-19,0,0.162345364828877,0,0,0,0,0,0,0,0,0,0,0.0101343165049417,0,0,0,0.0781115207464567,0.123131178944188,0,0,0,0,0.0279720558692631,0.0132236427421367,0,0.0830776211253947,0
X601658.CH.Equity,0,0,0,0.0508785078997842,0.158808403515647,0,0,0,0,0,0,0,0.271324049920007,-0.0430478025441997,0,0,0,0,0,0,0,0,0,0,0,0,0.109618728793517,0.20304103859847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374051517570584,0,0,0,0
