,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.335994352697093,0.313319698063983,0,0,0,-0.0887213332595406,0,0,0.0206165152234997,0,0,-0.0353630412519984,0,0,0,-0.024812062420146,0.0426969713818294,0,0,0.113780848283176,0,0,0,0.138837779428156,0,0,-0.100924406523567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0626701782327032,0,-0.0938477439686979,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.204470012816388,0,0.290901790065465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00208962253543282,0.0607336026981271,0,0,-0.0123032760236148,0,0,0,0,-0.262028778436827,0.27241237682404,0,0.194219434417483,0,0,0,0,0,0.0650048468643302,0,0,0
X601939.CH.EQUITY,0.460253233145658,0,0,0.0615492408955557,0.111376407984264,0,0,0.0319938376182782,0,0,0,0,0.156867382959487,0,0,0,0,0,0,0,0.139577744642022,0,0,0.0177625042501461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316385307821729,0,0,0,0,0.0140708438816332,0,-0.147388021079414,0,0,0,0,0
X601288.CH.EQUITY,0.392576789968848,0,0.206466513413337,0,0.151887674368889,0.0741586717227626,0,0.0445191676630407,0,0,0,0,0,0,0.0213624205390336,0,0,0,0,0,0,0,0,0,0,0,0,0.0733500458554687,0,0,0,0,0,0.0477105932598519,0,0,0,0.0588111658116368,0.164223970099312,0,0,0.0217929263729474,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.243264948477481,0,0.00363446414284858,0,0,0,-0.0443759962866247,-0.317826180074314,0,0.252858466888473,0,0,0,0.0569194639744251,0,0,0,0.147842913835579,0.0313702258472629,0,0,-0.0878819496703023,0.59344211802415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448203151859186,0,0.0867750652705767,0.0504072940820472,0,0,0,0,0,0,0,0,-0.314605033327928
X601988.CH.EQUITY,0.0222990255100342,0,0.144280215636098,0.259732313401636,0,0,0,0.0797339278633807,0,0.112575151291275,0.283714770580209,0,0,0,-0.334441123631849,0,0,0,0,0,0,0.0471000645033906,0,0,0,-0.0457134283321922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10395678480476,0,0,0,0,0.119068528334789,0
X600036.CH.EQUITY,0,0.187581290308225,0,0,0,0,0,0,0,0,0,0,0.131924281767169,0.0673953387324896,0,0,0,0.0503318780350067,0,0,0,0,0,0.109558036609973,0,0,0,-0.0230687827513161,0,0,0.32553019640617,0,0,-0.0115135203579612,0,0,0,0,0,0,0.0390943274212742,0,0,0,0,0,0.113318357230883,0,0.17348659087876,0.0483924997846022,0
X601628.CH.EQUITY,0,0,0,0.0581366105789251,0,0,0,0,0,0.0709807653384646,0,0,0,0.0200809405763783,0,0,0,0,0,0.193133115632448,0,0,0,0,0,0,0,0.0314584593235477,0,0,0,0,0,0.056103316413325,0,0,0,0,0,0,0.0839003491192673,0,0,0,0,0,0,0,0.0344795257579527,0.17094066935093,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.068949216765381,0,0,-8.67361737988404e-19,0,0.195442868449699,0.0166845507737703,0,0.112188837212174,0,0.187494726460626,0,0,0,0,0,0.342217516481387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070109607932871,0,0,0.0199056414678721,0.0229510315394077,0
X601166.CH.EQUITY,0.0309501081691069,0,0,0,0,0.100081116214223,0,0,0,0,0,0,0,0.274329582119101,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145155020367735,0.0501691675992722,0,0,0.534184552933594,0,0,0.199412592190308,0,-0.0597727710401659,0,0,0,0.166123810586408,0,-0.152786993826781,0,0,0,0,-0.00819113116575215,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.121700215358975,0,0,0,0,0,0.162682272852418,0,0,0,0,0.00514131906708089,0,0,0.270376073680248,-0.169477275439503,0.183783135679814,0.0277647194191058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951388245971396,0,0.213798262458749,0,0,0,-0.00345637399359764,0,0,0,0,-0.0342895404623545
X600000.CH.EQUITY,0,0.0973314804598841,0,0.0108665985257585,0,0.0444621849507024,0.173350494188206,0,0,0,0.246035540403076,0,0.193770251111812,0,0,0,0,-0.0239991917343193,0,0,0,0.0925306174520112,0,0,0,0.217622989992783,0,0,-0.00923076215390253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676071293663774,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118378700351071,0,0,0,0.153315416626997,0,-0.267264606558397,0,-0.010413754429907,0.248683339302841,0,0,0.0674258247735046,0,-0.0740015599584773,0,0,0.0324400814632923,0,0,0,0.308348979958851,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.180701104836568,0,0.116067345856827,0,0,0.0745588784194962,0,0,0,0,0.324817052886297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28218163166307,0,0,0,0,0,0,0,0,0,0.0560053933158459,0,0
