,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.144981658782947,0,0.0778789789007551,0,0,0,-0.0597509004234054,0,0,0,0.469776602873854,0,0,0,-0.0815812048200432,0,0,0,0,0,0,0,0,0,0,0,0,0.0893763553280032,0,0,0,0,0,0,0,0,0,0.136428796806951,0,0,0,0.18605674805505,0,0,0,0,-0.0060454529154894,0,-0.0443243744459259,0,0
X601318.CH.EQUITY,0,0,0,-0.102186838093737,0,0,0,0,0.174002423669399,0,0.20538571572395,0,0.0853414579491064,-0.0827500249044444,0.0586145043548572,0,0,0,0,-0.0656730353439273,0,-0.0869786879296006,0,0,0,0,0,0,0,0,0,0,0,0,0.173598497339799,0,0,0,0,-0.195281202684557,0.356175294904246,0,0.18483960564424,0.185321842658976,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.21883679974671,-0.00417020204233127,0,0.279198795474666,0,0.0955362093030308,0,-0.0699605972057905,0,0,0,0,0,0,0.0960571120769852,0,0,-0.0226357583417516,0,0,0,0.0608881947149349,0,0,0,-0.0481151323399134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470593086306595,0,-0.0226566689467925,0,0.0236234897630235,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.38619880484991,0,0.187068537857637,0,0,0.213404900562714,0,0,0.0547578810116243,0,0,0,0,0,-0.0182144903485138,-0.061018342632754,0.0448034719038343,0,0,0,0,0,0,-0.0629682815666679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101374127416009,0,0,0,0,0,0,0,0,0.220256851251724,0.0128448660913956,0,0
X5.HK.EQUITY,0,-0.125069840340364,0.0278784693004837,0.288956837213354,0,0,0,-0.25235679554391,0,0,0,0,0.14704349293333,0,0,0,0,0,0,0,0.543987086854282,0,0,0,0,0.305355130327176,0,-0.0111022257885169,0,0,0,0,0,0.0225590961205009,0,0,0,0,0,0,0,0,0,0,0,0,0.198613071837213,0,-0.072350504873641,0,0,0
X601988.CH.EQUITY,0.182148864227474,0,0.241191761270752,0.0329019373490204,0,0,0,0,0.072802184775838,0,0.125243246994931,0,0,-0.263064256296291,0,0,0,0,0,0,0,0,0,0.0558426752019027,0.217903878186896,1.73472347597681e-18,0,0.0710076301287675,0,-0.0513176087716736,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0985040599553033,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0211136726410079,-0.0286921119898357,0,0.202395446773601,0,-0.0186018922283494,0.018457432364194,0,0.392417930301507,0,0.22150751923882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127117182625183,0,0,0,0,0.079718690545153,0,0,0,0,0.156671061062906,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0438993508357738,0.102013599772048,0,0,0,0.142059710188002,0,0,0,-0.132453752240323,6.93889390390723e-18,0,0,0.296900157099935,0,0.232121218597513,0,0,0.0821932012934923,0,0,0,0.149559567501089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0545102142080901,0.0664075372255635,0,0,-0.00794294886917398,0,0
X601628.CH.EQUITY,0.231885685311197,0.214699694488639,0,0,-1.73472347597681e-18,0,0,0,0,0.0456536829337033,0.0193763516101868,0,0,0,0,0.0435379417709488,0,0,0,0.0375038562599521,0,0,0,0,0,0,0,0.0598350133204539,0.0800940627250217,-0.057258993219655,0,0,0,0,0,0,0,0,-0.363831233987728,0,0,0.00891977051270223,0.228271631688289,0,-0.103869898641725,0,0.121933892078222,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043987799810376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
