,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.057419645761437,0.13786449394377,0,0,0,0,0,0,0.40565553505651,-0.201892740479048,0,0,0,0,0,0,-0.0669296701656602,0,0,0,0,0,0,0,0,0,0,0.650943364166196,0,0,0,0,0,0,0,0,0,-0.0149221737679735,0,0.0346436764747526
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.129824656000076,0,0,0,0,0.142464946931462,0,0,0,0,0.0727202176707061,0,0,0.0899873644886494,0,0,0,0,0.0453508186593088,0,0.0243146553550328,0,-0.031676469769889,0.0174455428190141,0,0,0,0.13983072121744,0,0,0.262871645987058,0,0.00810141575070015,0,0,0,0.0326023755380774,0,0,0,0,0,0
X601939.CH.EQUITY,0.309510759349133,0,0,0,0,0,0,0,0,0.0432196553702612,0,0,0,0,0,-0.164524056285712,-3.46944695195361e-18,0,0,0,0.0568465879029243,0,0,0,0,-0.556600245147952,-0.0386328682640243,0,0.0103997084039502,0,0,-0.0986344210385865,0,0,-0.38292747106945,0,0,0,0.124977802727092,1.73472347597681e-18,0.930406196182875,0,0.137337486589794,0,-0.107816559644109,0.338879386055802,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.183663821075591,0,0,0,0,0,0.43026317168649,0,0,0,0,0.344314726079942,-0.134733064291441,0,0,-0.159381673563565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129538958369108,0,0,0.0496050305267637,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.133103875716718,0,0.311980931806123,0,0,0.0340449054966336,0,0,0,0,0.159944601223966,0,0.0440148940036774,0.000661699046710887,0,0,0,0,0,0,0,0,0,-0.206967095193904,0,0,0,0,0,0,0,0,0.151660503904043,0.227445104904358,0,0,0,0,0,0,-0.0860261840028176,0,0,0.0962541934836898,0,0
X601988.CH.EQUITY,-0.0390839224599586,0,0,0,0.40592328914401,0,0,0,0,0,0,0,0,0,0,0,0.00164028543753669,0.00325047516842822,0,-0.166326342522135,0,0,0,0,0.343708547581136,0,0,0,0,0,-0.339096557083173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269512054727161,0.126853374013371,0,0,0,0,-0.0429185897352116
X600036.CH.EQUITY,0,0.189290196048388,0,0,-0.0383705949812334,0,0,0,0,0.517512638557316,0,0,0,0,0,0,0.0436410165813467,0,0,0.212295089255645,0,0,0,0,0,0,0,0.0921941943197399,0,0,0,0,0,-0.263439498502317,0,0,0,0,-0.0894618443363484,0,0,0,0.164114553334374,0,0,-0.0218324569659391,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.302952417330811,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.088500800526513,0,0,0,0,0,0,0.234823070429517,0,0,0.0037896186112784,0.0851605988682423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129565355636109,0,0,0.0724678132351267,-0.0175777320434232,0,0
X601628.CH.EQUITY,0,0.0518264009936019,0.00495504673274911,0.0625981797925821,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.19799978660238,0,0,-0.0329931047834254,0,0,0,0,0,3.46944695195361e-18,0,0.169182806382116,0,0,0,0,0,0,-0.0248449056374965,0,0,0.286975979511693,0,0,0,0,0,0,0.186053762679138,0.0835038814390344,0,0.102199699719583,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.191628258934456,0.0561621397606636,0,0,0.600838268323833,0,0,0,0,0,0,0,0.104414205244873,0,-0.0226106487562743,0,0,0.199646375213542,0,0,0,0.022564887060844,0,0.26274643229833,0,0,0,0,0,0,0,0,0,0,0,-0.253218180847174,0,0,0,0.0308038766125765,0,0,0,-0.423067892688496,0,0,0,0,0
X601166.CH.EQUITY,0.13334844203257,0.0783306445792973,0,0.275026515890042,0,0.0119007253155265,0,0,0,0,0,0.244651800635857,0,0,0,0,0,0,0.0245224590283178,0,0,0.116644253656276,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.128660605220342,0,0,0,0,0,0,0,-0.0649776827233783,0,0,0.0686557872747792,0,0,0,0,-1.73472347597681e-18,0,0,0
