,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.221927939776949,0,0.404743514724907,0,0,0,-0.0104870644626182,0.146854039835159,0,0,0.0936849126909907,0,0,0,0,0,0,0,0,0,0,-0.075132152427409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444415363384372,0.00698789316141982,0,0.12281832339801,0
X601939.CH.EQUITY,0.354080634677511,0,0,0.286115171447978,0,0,-0.0952284128853913,0,0,0,0.00280012230903626,0,0.140313236247688,-0.0648163991886027,0,0,0,0,0,0,0,0,0,0,0,0.031685454377405,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.201853158186354,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0
X601288.CH.EQUITY,0.450017909336608,0,0,0,0.209334574913819,0,0,0,0,0,0,0,0.0159857641998615,0,0,0,0,0,0,0,0,0.170188768166232,0,0,0,0,0,0,0.0199417420812855,0,0,0,0.0264031758337094,0,0,0,0,0,0,0,0,0,0.0643420774176372,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.14760157887668,0,0.280643970519557,0,0,0,0,0,0.271189001096557,0,0,0,0,0,0,0.132915103656514,0,0,0,0,0,0,0,0,0,0,0,0,0.0983430947766469,0,0,0,0,0,0,0,0,0,0,0.109112541220014,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882463890915057,0,0,0,0,0,0,0,0,0,0.14208004365762,0,0,0,0,0,0,0,0,0,0,0,0.0135819790331984,0.176945137498214,0,0,0.0313442320124243,0,0,0,0.18842429419488,0,0,0,0,0,0,0,0.023470851061436,0,0.22527124734992,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.187281376237342,0,-0.088635965919542,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,1.1970424767337,0,-0.776200924884219,0,0.492399454443411,0,0,0,0,0,0,0,0,0,0,0,0,0.4334779233776,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0833581008442382
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019,0
X601658.CH.Equity,0,0,0,0.165439911984804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138375230584466,0,0,0,0.141129196439587,0,0,0,0.294861505147665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0845895294116518,0,0,0.323594766154723,0,0,0,0,0,0,0,0,0.193559833276942,0,0,0,0,0,0,0,0.0200752070480897,0,0,0,0,0,0,0,0,0.0495332708450555,0,0,0,0,0.0411619690608436,0.0630546962900901,0.0514234489010722,0,0.140549545623574,0,0,0,0.0972453320488989,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0376417142421445,0.0704396769234163,0,0,0,0.270270981094919,0,0,0,0,0.098880138630261,0,0,0,0,0,0,0,0.124064658911169,0,0.0442558967752766,0,0,0,0,0,0,0,0,0,0.149979866853213,0,0,0,0,0,0,0.0250669753270922,0,0,0,0.00280233973933619,0,0,0.101095223752342,0,0,0.0643933036846318,0.032726793587165,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.332120543127021,0,0,0,0,0,0,0,0,0,0.165458599440059,0,0.00896254632851252,0,0,0.213560934986562,0,0,0,0,0,0,0.0221812139964985,0,0,0,0,0,0,0,0,0,0.123033171167875,0,0,0,0.113667541235462,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.110333704090071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.442413273187609,0,0.225756872105149,0,0.030441788238862,0,0.136575006893181,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0
X388.HK.EQUITY,0,0,0.221441602619316,0,0,0.00556467112233044,0.465630492146608,0,0,0,0,0,0,0,0,0,0,0,0.0314464484401,0,0,0,0,0.0363938779594224,0,0,0,0,0.00854434427599214,0,0,0,0.0154812872404748,0,0,0,0,0,0,0,0,0,0,0.00179798593424365,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0846172039206281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364953987894732,0.244989589247241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138678821972261,0,0,-6.93889390390723e-18,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0617811106193883,0,0,0,0,0,0,0,0,0,0,0,0.054515599673517,0,0,0,0,0.0956062099436566,0,0.0156098194986613,0,0,0,0,0.00247328233451962,0,0,0,0.295940795774522,0,0,0,0,0,0.00771160914682032,0,0,0.178805775546576,0,0,0.371552069223527,0,0,0.033330258959593,0,0
X16.HK.EQUITY,0,0,0,0,0.0758086790955386,0,0,0,0,0,0,0,0,0,0.356054552136678,0,0,0,0,0,0.217972604468292,0,0,0,0,0,0,0,0.112729302632615,-0.0487947483186263,0,0.0029696105227259,0,-0.130349556637252,0,0.194903737302988,0,0.153557509525348,0,0,0,0,0.0171855958675075,0,0,0,0,0,0,0,0,0
