,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.100344673711561,0,0,0.361178948040968,0,0,0,0,0,0.200618100890166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197733453709028,-3.46944695195361e-18,0,-0.157545054990303,0.0620043417121683,0,0,0,0,0.125511228240872,0,0.0538749097724108,0,0,0,0,-0.132609147404534,0,0,0,-0.0256628957908575,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.129320817020535,0,0,0,0.0186073743593833,0,0,0.21685096638771,0.0154736852764335,0.0279827532173224,0,0,0,0,0,0,0,0.054548133898328,0,0,0,0,0.0443906727568889,0,0,0,0,0,0,0.00534242651825204,0,0,0,0.516256815470639,-0.0679511293773644,0,0,0,0,0.0864810430620096,0,0,0,0,0
X601939.CH.EQUITY,0.236194724144023,0,0,0,0,0,0,0,0.0399424282416356,0.0200013810252873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386682323428218,0,0,0,0,0,0,0.0956304890726714,0,0.0134742754745746,-0.0491801500090279,0,0,0.0215093902440342,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.232834574752313,0,0,0,0,0.00875074172285788,0,0.090312430001,0,0,0,0,0,0,0,0.121758829987181,0,0,0,0,0.160670906105984,0,0,0,0,0,0,-0.0857536593399532,0,0,0.0225177569887132,0,0.0429819492028503,0,0.214407123271312,0,0.118768906340815,0,0,0,0,0,0.0596867547689593,0,0,0
X5.HK.EQUITY,0,-0.222594562794853,0,0.0318691095981549,0,0,0,0.114696204470385,0,0.102174097107713,0,0,0,0,0,0.290203105452484,0,0.235678317806989,0,0.231891471911765,0,0,0,-0.205694635085044,0.378482154510901,0,-0.033826302357202,0,-0.208940635913941,0,0,0,-0.0727838384270589,0,0,0,0,0,0,0,-0.0312322890245491,0,0.151013890720299,0.231682070897364,0,-0.0195457456208704,0,-0.199260331402102,0,0,-0.0655687546988921
X601988.CH.EQUITY,0.367314800135621,0,0,0.487527115502176,0,0,0,0,0,0.0616906217486872,0,-0.095339322980403,0.0651622101074048,0,0,-0.0745663861045049,0,0,0,0,0,0,0,0,0,-0.027015714751942,-0.0939458969710202,0.212147159130775,0.0876080104932579,0.0854524723922403,0,0,0,0,0,0,0,0,0,0.0108745160019848,0,0,0,0,0,0,0,0,0,0.0998603658028553,-0.048859961442567
X600036.CH.EQUITY,0,0.657049295909024,0.0302409194877998,0,0,0,0,0,-0.177043979519576,0,0,0,0,0,0,0,0,0,0.143067555072003,0,0,0,0,0,0,0,0.0168650541697006,0,0.0195158250591724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239555681937185,0,0,0,0,0,-4.33680868994202e-19,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0774312601608861,0,0,0,-0.0881524556240841,0,0,0,0.332171874015583,0.0865303581816962,0,0.198371750861794,-0.107136810181618,0,0.195242126326724,0,0,0.198543399856513,-0.0891358897785083,0,0,0,0,0,0,0,0.00708818681159742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.160773724979377,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.00329928008374241,0,0.273234028936215,0,0,0,0,0,0.00731734182126232,0,0,0.163856377812441,0,0,0,0,-0.0515694938484338,0,0,0,0,0,0,0,0,0.14036004889448,0,0.0983222509717228,0,0,0,0,0,0,0,0,0.109693514415673,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.284136840146012,0.250747898566727,0,0,0,0,0,0,0,0.400890855576924,0,0,0,0,0,0,0,0,0,-0.0628310470060711,0,0,0.00705286706764258,0,0,0.377895407245652,0,-0.0737467279930546,0,0,0.325257180216253,0,0,0,0,0,0,-0.117964181582993,-0.192798878696986,0,0,0,-0.0352523551576967,0,0,0
