,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0329577175543945,0.476154289440906,0.0149437816826577,0,0,0.090460277628104,0,0,0.0828822170223249,0.0675799180052322,0,0,0.17648773504077,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286815468675816,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00885435221526928,0.109692574538024,0.272683613168424,0,0,0,0,0,0,0,0,0.335274225232774,0.0867750772439906,0,0.075843465440692,0,0,0,0.0632112418493661,0,0,0,0,-0.0379287152424828,0,0,0,0,0,0,0,0.0182266590323813,0,0.0426761123348704,0,0,0,0,0,0,0,0,0.00605118425243679,0,0
X601939.CH.EQUITY,0.169263407908564,0,0,0.489650317940787,0.0654235217750136,0.0934531661095365,0,0,0,0.0556889294175325,0,0,0,-0.0318355867167354,0,0,0,-0.0240078363746562,0,0,0,0,0,0,0,0,0,0.178647088332029,0,-0.00669665196259118,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325083876323784,0,0,0,0
X601288.CH.EQUITY,0,0,0.211666840996952,0,0,0,0,0,0.0118776893823111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273517729577522,0,0.195507231699946,0,0,0,0.0474228055017269,0,0,0,0,0,0,0,0,0,0,0.0962320741347133,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0565781565744818,0,0,0.207417782868583,0,0.206201065655427,0,0,0,0.212033916565812,-0.00851763290014822,0,0,0,0,0,0.195639786189371,0,-0.24454118481491,0,0,0,0.0459686422866594,0,0,0,-0.0612231449164134,0,0,0,0,0,0.189908756509801,0,0,0,0,0.0806254115214489,0,0,0,0,0,0,0.171386599895105,-0.00759764407610144,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.262265580707726,0,0,0,0.106913206892056,0,0,0,0,0,0,0.0351638430376222,0.109404454471644,0,0,0,0,0,0,0,0,0.0883633505879725,0,0,0,-0.191654575827509,0,0.0605193360996487,0,0,0,0,0,0,0,0,0,0.0798595570134629,0,0,0,0,0,0,0,0.151141482311507,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.039418849642354,-0.114460278153533,-0.0999206102685966,0,0.0912046795638325,0,-0.0749796289235513,0,0,0.0973014373919027,0,0,0,0.520771247466095,0,0.0210559142774125,0,0,0.0681439425806017,0,0,0,0,0,0.0512367946399276,0,0,0,0,0.0466322289723049,0.255809894225423,0,0,0,0.0933298520065549,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303395723160151,0,0,0,0,0,0,0,0.0734408397163246,0,0.0628754780876057,0,0.118944556916571,0,0.0375186273516227,0,0,0,0.23032329093226,0,0,0,0,0,0,0,0,0,-0.0765616417907314,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.148203733291931,0,0.0503191093402549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10456020530428,0,0,0,0,0,0,0,0.147777878334289,0,0,0,0,0,0,0,0,0,0.020886292244761,0.366367261748624,0,0,0,0.118945262765969,0,0.05655762641653,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.371518861996083,0,0,0,0,0,0,0,-3.46944695195361e-18,0.406988594416673,0,0,0,0,0,0,0,0,0.00961262337077396,0.0398622325020781,0.128101353501827,0,0,0,0,0,0,0,-0.0171085687065761,0,0,0.028101916239932,0,0,0,0,0,0.09968139404466,0,-0.0228811014583781,0.214960080354883,0,0,0,0.0771921695412117,0,0,0,0
X601166.CH.EQUITY,0.107028378478923,0,0.0523802738553905,0,0,0,0.0307000745119654,0,0,0.161500458397885,0,0.325211726785212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231656196305127,0.0492935641514816,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0754998830363767,0
X600000.CH.EQUITY,0,0,0.107397835493507,0,0.0797580746124523,0,0.0955219324860448,0,0,0.0832684458932152,0.51518988912215,0,0,0,0,0,0,0,0,0.0746391197473733,0.218036137562414,0,0,0,0,0,0,0,0.117797976995724,0,0,0,0,-0.152704290073542,0,-0.0710497318024894,0,0,-0.0453720932502577,0.0100817957779934,0,0,0,0,0,-0.076293900744979,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.132439863045382,-0.20624008087809,0,-0.059328579769179,0,0,0,0,0,0,0.105621256842561,0,0,0,0,0,0.272460869808838,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,-0.123241603536286,0,0.117614589091959,0.0408596238983865,-0.0413989818229829,-0.0534600851194511,0,0,0,0.0803206139133216,0,0,0,0.393515253743789,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.172937703736733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579758232756691,0,0,0,0,0.0267920142428481,0.25651462141195,0,0,0,0.60277876595825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182611831118221,0,0.110546946839108,0,0,0,0,0
X16.HK.EQUITY,0,-0.0719568064589472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24798225344082,0,0,0,0,0,0,-0.0938712416421814,0,0,0,0,0.139643317834059,0.234245592533814,0,0.231376463653988,0,0.663477332473754,0,0,0,0,0,0,0,0,0,0,0,-0.0951645570442568,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0.0407901637325135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821078418863003,0,0,0,0.674013842582912,0,0.126280547041275,0.115979109578849,-0.0107896570551521,0,0,-0.0408844104871447,0,0,0.0109181585247893,0,0.0482018754182907,0,0,0.0281949722633872,6.93889390390723e-18,0,-0.0884828637888473
