,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.149657698842782,0,0,0,0,0,0,0,0,0,0,-0.115497387495746,0,0.486171910470587,0.712267099490057,0.0417515503781608,0,0,-0.122887620082518,0,0,-0.0921382860690353,0,0.0844101042522615,0,0,0,0,-0.124082996547879,0,0,-0.341847969039362,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.140410498785483,0,0,0,0,0,0,0,0,0,0,0,0,0.358917453187771,0,0,0,0,0,0,0,0,0,0.083535448368858,0,0,0,0,0,0,0,0.42286347434167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.819840677208201,0.0238775883166772,0.0159183696825509,0,0,0,0,0,0,0,0,0,0.000654192449668084,0,0,0,0.0593561888295351,0,0,0,0,0,0,0,0,0,0,0,0.0164374117548568,0.0456722123549496,0,0,0,0.00527750972308564,0,0,0,0,0,0,0,0.0671272480805555,0,0,0,0.0229591347595444,0,0,0
X601288.CH.EQUITY,0,0,0.922618117687295,0,0,0,-0.0678476326233522,0,0,0,0,0,0,0,0,0,0,0.116164302237324,0,0,0,0,0,0,-0.0148075397218043,0,0.0589716608735056,0,0,0,0,0,0,0,0,0,0,-0.104341888732325,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476914241250068,0
X601988.CH.EQUITY,0.0693856997304397,0,0,0,0,0,0,0,0,0,0,0,0,1.25804357837304,0,0,0,0,-0.213960750769238,0,0,0,0,0,0,0,0.0672594815450593,0,0,-0.120732771891909,0,0,-0.149185065238087,0,0,-0.202855793301112,0,0,0,0,0,0.0112115896782714,0,0.0228350950876626,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.37690110361714,0,0,0,0,0,0.0159844007009816,-0.0202072146175348,0,0,0,0,0,0.137569862268634,0,0,0.0128963961493813,0,0,0,0,0,0,0,0.14596767870738,0,0,0.0813116231153207,0,0,0.203209996288908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172985468873418,0.0708218638892762,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.915163524033831,0,0,0,0,0,0,0,0,0,0.10110159418489,0,0,0,0,0,0,0,0,-0.114176620387549,0,0,0,0,0,0.0798442797414474,0,0,0,-0.0832513331443515,-0.0587142112333647,0,0,0,0.0165193691910936,0,0,0.0379822234531508,0,0.0582538123107161,5.42101086242752e-20
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.268617237785042,0,0,0,0,0,0,0,0,0,0,0,0.0637552105540902,0,0,-0.217584627824619,0,0,0,0,0,0.0488376067659071,0.2595163744879,0,0,0.140432932458507,0,0,0,0,0,0,0,0,0,0,0,0.499557773549132,0,0,0.0201585097478379,0.0339648176639441,0,-0.0692687222979459
X5.HK.EQUITY,0,0,0,0,0,0,-0.0176207809063699,0,0,0,0,0,0,-0.0533553798052847,0,0,0.361970013219008,0,0,0,0,0,0.105580687667826,0,0.0111479420581212,0.515844030778642,6.93889390390723e-18,0,0.203197210651608,0,0,0.0451908178154612,0,0,0,0,0,0,0,-0.377561332799682,0,0.110297715546975,0,0,-0.0823498169394892,0,0,0,0,0,0.149916276678407,0
X388.HK.EQUITY,0,0,0,0,0,0,0.231595352546339,0,0,0,0,0,0,0,0,0,0,0,0,-0.243706915130195,0,0,0,0,0.387762981865756,0,0,0.0319967267124305,0.097337086937089,0,0.0137903623974162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206650886690303,0.0216618638440048,0,0,0.0677146588965706,-0.234641580234872,-0.0371347195823287,0
