,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.146450746292967,0,0.0778583355643336,0,0,0,0,0,0,0.346165281942299,0.129640954719472,0,0,0,-0.137894290469582,0,0,0,0,0,0,0,0,0,0,0,0.00100515271399084,0,0,0,0,0.172252675087287,0,0,0,0,0,0,0,0,0.127800247160016,0,-1.73472347597681e-18,0,0.0641106920657827,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0464250723471723,0,0,0.237854477878438,0,1.38777878078145e-17,0.152159530322644,0,0,0,0.0547401657083687,0,0,0,0,0,-0.122710828278225,0,0,0,0,0,0,0,0,0,0.181874781656105,0,0,0,0,0,0,-0.311227130187621,0,0.339869505164818,0.0396079839417066,0.198256483257087,0,0,0,0,0.0901379255049669,0,0,0
X601939.CH.EQUITY,0.484109042935338,0,0,0,0,0.178929563427052,0,0,0,0,0,0,0,0.0590614925923465,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375064930529415,-0.120864483546901,0,0,0.0496594049903399,0,0,-0.0474852878095652,0,0,0,0,0
X601288.CH.EQUITY,0.577991999903445,0.0534399488252337,0.17328488105217,0,0.00358033386934399,0.0401303965915986,0,0,0.0451523440699168,0,0,0,0,0,0.0219221173180936,0,0,0,0,0,0,0,0,0,0,0,0.00832414721603001,0,0,0,0,0,0,0.127846798306635,0.0526038844741777,0,0,0,0.103687772027611,0,0,0,0,0,0,0,0,0,0.103046555759456,0,0
X5.HK.EQUITY,0,-0.0566211660191743,0.104098071333338,0.0920879248137543,0,0.16558729599261,0,-0.0566467977883875,0,0,0,0.273934238893331,0,0,0,0,0,0.691017455203491,0,0,0,0,0,0,0,0,-0.19472605257725,0,0,0,0,0,0,0,0.0240662936093243,0,0,0,0,0,0,0,0,0,0,0.0865617741885249,0,0,-0.0597661924760783,0,0
X601988.CH.EQUITY,0.173773734825567,0,0,0.188317122528459,0.0667438437068966,0,0,0,0.0668030072779443,0.0590143229840566,0,0,-0.414534410450741,0,0,0,0,0,0,0,0.408653117364497,0,0.00596368824963952,0,0,0,0,0,0,0,0,0,0.0118483900511756,0,0,0,0,0,0,0,0.117446807971045,0,0.0746325392335068,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.153989420729369,0,0,0,0,0,0.0800981021650988,0,0,0,0,0,0.248794814944862,0,0.0482662648679635,0,0,0,0,0,0,0,0,0.0624223797792581,0,0,0,0,0,0,0.238893862361043,0,0,0,0,0.143226510961021,0,0,0,0.0465925337316637,0.104594107534121,0,0,0,0,0,0,0,0.00358764513291524,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0136880198577713,0.0357447964558125,0,0,0.216190160963309,0,0,0,-0.159160025269982,0,0,0.288188675555182,0.240766233183074,0,0,0,0,0.0503456194282252,0,0,0,0.15037096821435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766908177105939,0,0.157158533187508,0,0,0,0,0
X601628.CH.EQUITY,0.366186161493425,0.280377855826853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315524257069787,0.00124982421412064,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190425279586714,0.0530503825584259,0,0,0,0,0,0,0,0,0,0,-0.113951037133452,0.177623976946108,0,-0.177792504023986,0,0,0
X601166.CH.EQUITY,0.0537571011468086,0,0,0,0,0,0.493993261232313,0,0,0,0,0,0,0.0199235867614724,0,0.202237613956106,0,0,0,0.0520798123283284,0,0,0,0,0,0,0,0.0355422086892104,0,0,0,0,0,0,0,0,0,0.00902857243047566,0,0,0,0,0,0.179325848940785,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0211281467645514,0.0131489817398241,3.46944695195361e-18,0,0.0424251851103672,0,0,0,0,0,0.301540589741392,0,0,0,0,0,0,0,0,0.107260996140214,0.192234639958984,-0.10029287905111,0.0386164177197089,0.182517217309365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131785735988942,0,0,0,0,0,0,0,-0.0174981349659297
X600000.CH.EQUITY,0,0.0406488896861755,0,0,0,0.0968084081245053,0.186283593642869,-0.0356873805096671,0,0,0.287339845361416,0,0,0.109836776350439,0,-0.0542096727291943,0,0,0,0,0.0328679802669132,0,0,0,0,0,0,0.195398346013242,0,-0.0202518030293548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378532890123,0.196215664586775,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.155817303947423,0,0,0.0250392583619829,0,0,0,0,0,0,0.0392098558704969,0.288753162465402,0,0,0.0674096427340303,0,0.0118238969751928,0,0,0,0.0358721959911386,0,0,0.356517496755512,0,0,0,0,0.151359422377735,0,0.0232746904632842,0,0,0,0,0.0530678563612315,0,0,0,0.0893431588225425,0,0,0.0766604986480418,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.174206687623242,0,0,0.0719688191550998,0,0,0,0,0,0.149849918731237,0,0.232740302270953,0,0,0,0.00180968331250763,0,0,0,0.115733459645298,0,0,0,0,0,0.0753728634011408,-0.288468704485003,0,0,0,0,0,0.0651701172674626,0,0,0,0,0.0481846480016963,0,0,0.176074932282724,0,0,-0.0518862334570241,0
X16.HK.EQUITY,0,0,0,0.360508340918143,0,0,0,0.21232131088894,0,4.33680868994202e-19,0,0,0,0,0,0,0.0785377129670621,0.059742547146307,0,0,0,0,0,0,0.123968477334695,0,0.0445719451761847,0,0,0,0.259874573082649,-0.127263446522305,0.108586679400724,0,0,0,0,0,0,0,0,0.101621782272421,0,0,0,0,0,0.00996565592626017,0,0,0
X601601.CH.EQUITY,-0.00297753148114983,0,0,0,-0.205091708960463,0,0,0,0.22793494843978,0.34088419640918,0,0,0,0.0188639873816697,0,0,0.2177043747155,0,0,0,0,0,0.294942216916649,0,0,0,0,0,0,0,0,0,0,0,0.0445963548771567,0,0.0962129353684115,0,0.194934480936267,0,0,0,0,0,0,-0.0228778761408433,0,-0.018585390291524,0,0,0
X388.HK.EQUITY,0,0,0.154752530362331,0,0,0,0.0266833772039365,0.332961443438749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23264002557878,0,0,0,0,0,-0.161525115568709,0,0.132517889789598,0,0,0,0.161663354302283,0,0,-0.293138048471982,0,0,0,0.447914557235191,0,0.0155787998087202,0,0,0.0435470461747935,0,0.12122347049508,0,0
