,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0332486420829658,0,0,0,0,0,0,0,0,0,0,0,0,0.508736996708489,0.758952086075732,0.0106761056826418,0,0,-0.110858790857684,0,0.218625133595603,0,-0.226715826383902,0,0,-0.320917292028328,0,0,0,0,-0.0453921585205285,-0.0584950558543722,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.212117578859615,0,0,0,-0.097272274995802,0,0,0,0,0,0.0954111809127929,0,0,0,0,0,0.00801332347060179,0,0,0,0,0,0,0.133897633620199,0,0.0897005808864689,0,0,0,0,0,0,0.198055025693495,0,0,0,0,0,0,0,0,0.232461060331625,0,0,0.0790131659321192,0,0.00325743442573045
X601939.CH.EQUITY,0,0,0,0.818260067368841,0,0,0.0288104306682941,0,0,0.0268297950680634,0,0,-0.047270884890949,0,0,0,0.0668786067584611,0.0698221068031131,0,0,0,0.00569596500252313,0,0,0,0.0649622064863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442601058436107,0,0,0
X601288.CH.EQUITY,0.0110883137021257,0,0.908235305650577,0,-0.0710394963489064,0,0,0,0,0,0,0,0,0,0,0,0,0.136459480200782,0,0,0,0,0,0,0,0.0590137944453392,0,0,0,0,0,0,0.0017649184667331,0,0,0,0,0,0,-0.080578219541049,0,0,0,0,0,0,-0.0211887367333743,0,0,0,-0.0552018266746427,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0079338991029984,0,0.182275287979787,0.203616497706197,0,0,0,0,0,0,0,0,0.0250822895146684,0,0,0,0,0,0,0.0299464352128753,0,0,0,0,0,0,0.499554444275577,0,0,0,0,0,0,0,0,0.0564168977576809,0.0386143392580219,0,0,0,0,0.164974678715062,0.234821662019198
X600036.CH.EQUITY,0,0,0.36275422505235,0,0,0,0,0,0.0218705717934992,0,0,0,0,0,0,0,0.142288774743034,0,0,0.00457668712189355,0,0,0,0,0,0.166213304018501,0,0,0,0.226737552108714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403282328283143,0.0226319985579718,-0.00297442817165656,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0012277596039736,-0.14566071624891,0.0805714536295538,0,0.0276741624676898,0,0,0,6.93889390390723e-18,0,0.037456613839829,0,0,0,0,0,0,-0.0745997194748749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10610740444611,0,0,0.0105609841435276,0,0,0,0,0,0,1.01455294078648,0,0.0371468644190674
X1299.HK.EQUITY,0,0.0929609850727375,0,0,0.176818120057623,0,0,0,0,0.250058167246363,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214900798478138,0,0.339822525292314,0,0,0.218153733458499,0,0.123361268585637,0.123324621264459,0,0,0,0,0,0,0,0,0,0.118813927711542,0,-0.0998350731276831,0.0138371568992187,0,0,0,0,0,0.0968910404471936,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276845801102456,0,0,-0.25724226273716,0,0,0,0.19805352755933,0,0.130111456340484,0.183744819386935,0.358764006434392,0,0,0,0,0,0,0,0,-0.198279992061964,0,0,0.00813602987618136,0,0,0,0.0910580818513747,0,-0.0645135028069863,-0.111965327967118,0,0,0,0,0.179882764199232,0
X388.HK.EQUITY,0,0,0,0,0.332334568982117,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243440294598889,0,0,0,0,0,0.457305902719919,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.0727969627239372,0,-0.141856888820517,-0.0374979033271161,0.0474221503474829,0.234205362342768,0,0,0.0175618247561503,0,-0.12648653523079,1.73472347597681e-18
