,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.042657792960943,0.236197325894921,0,0,0,0,0,0,0,0,0,0,0,-0.0630963399604326,0,0,0,-0.0345544678281788,0,0,0,0,0,-0.279553270268133,0,0,0,0.123782901995956,0,0.578226249427684,-0.127967169543568,0.111941483583806,0,0,0,0,0,0,-0.080232717520966,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0545464845420941,0,0.158386977030925,0.0219977895915694,0,0.00678677613096975,0,0.277189355638997,0,0,0,0,0,0,0,0,0,0,0.0939143291955433,0,0,0,0,0.0203398556504389,0,0,0,0,0,0,0,0,0,0,0,0,0.0757389359657038,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410845264669152,-0.144516918539612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252429192196279,0,0,0,0,0,0.0433932281132585,0,0,0,0,0.0673066684312498,0.0901926040195576,0,0,0,-0.263233758808823,-0.123756092137609,0,0,0,0.563248339125708,0,0,0,-0.0121371127647251,0.131089243685231,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.199738081007026,0.177619447028852,0.00956137911548598,0.381013951790499,0,0,0,0.139699156558219,0,0,0,0,0,-0.0765391480421738,0,0,0,0,0,0,0,0,0,-0.591623775686371,0,0,0,0,0,0,0,0,0,0,0.207023204521745,0,0.0194362894150521,0,0,0.236940520520726,0,0,0,-0.112768323471067
X5.HK.EQUITY,-0.20457439293826,0,0,0,0,0,0,0,0,0,0.0230828265685985,0,0,0,0,0.28880360422224,0,0,0,0.288545149328361,0.0166950890158287,0,0,0.454303502558376,0,0,0.0503758276416734,0,0,0,0,0,-0.169048545589449,0,0,0,0,0,0,0,-0.141252924829222,0,0.21777300718336,0,0,-0.0386119496347933,-0.09993716938686,0,-0.0995843524944433,0,0
X601988.CH.EQUITY,0.0354308404479986,0,0.0935067341584105,0.328142733990471,0.0043737793789255,0,0.0455175137174702,0,0,0,0.18350514810638,0,0,0,0,0,0.110970245389723,0.110889680971951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132763121643205,0,0,0,0,0.146892545725119,0.172981371147371,0,0,0,0,0,-0.0307596351054518
X600036.CH.EQUITY,0,0.241420275753507,-0.0114114177764588,0,0,0,0,0,-0.10956591097303,0.0606535727313664,0,0,0.530902058844635,0,0,0,0,0.020119572299207,0,0,0.292389916116925,-0.107586867307757,0,0,0,0,0,0.0960021907555244,0,0,0,0,0.327287513918419,-0.154015588342276,0,0,0,0,0,0,0,0,0.108140091959553,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.061670521628004,0,0,0.181706108542269,0,0,0,0.0199084938727036,0,0,0,-0.0161781063057261,0.0198056030293092,0.156598723340265,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.183038222201774,0,0,0,0.030891110421233,0,0.0953476472229163,0,0,0,0,0,0,0,-0.00582248205896901,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0401991631585533,0,0.0676259054904513,0,0,0,0,0,0,0,0,0,0.313476427557913,0,0,0,0,0,0,0,0.09918127849264,0,0,0.0595292219791643,0,0,0,0,0,0,0,-0.0791695952720258,0,0,0,0.0717157050084999,0.231874257822458,0.0333876957498248,0,0,0,0,0,0,0.101134983407051,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.610659464574902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284825584346414,0,0,0,0,0.0728129258528566,0,0,0,0,0,0,0,0,0,-0.0502745955388505,0,0,0,-0.0582483882537951,0,0,0,6.93889390390723e-18,0.0499858803437765,0,0,0,-0.00385837286931411,0,0
X601166.CH.EQUITY,0,0,0,0.22880155110052,0,0,0,0,0,0,0,0,0,0.546862220252584,0,0,0,0,0,-0.091054948313385,0,0,0,0,0,0,0,-0.0211093063464028,0,0,0,0,0,0,0,0,0,0,0.179227302701314,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.185371447028268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133584526998953,0,0.282894145892929,0,0,0,0,0.0331053422308627,-6.93889390390723e-18,0,-0.118388143736138,0
X600000.CH.EQUITY,0,0,0,0,0,0.00632194265229642,0.555258233102445,0,0,0.00728796214007676,0,0,0,0,0,0,0,0,0,0,0,0,0.0174476092250644,0,0,0.349658607665363,0,0,0.123410431326573,-0.0374104162679987,0,0,0.0448353027784851,0,0,0,-0.160478716767656,0,0,0.0804157085944166,0,0,-0.374385111938664,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,-0.00594165761655054,0,-0.291694135802604,0,0,0.420579908261138,0,0.0718796066864237,0,0.0540641910041516,0,0,0.201131310983949,0,0.17765255395299,0,0,-0.00582628245082414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192237515361186,0,0,0.162407907970598,0,0,0,0,0,0,0,0,0.156989913048518,0,-0.0332320816151911,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.150230257989424,0,0.00428270747029535,0,0,0,0,0,0,0,0,0,0,0.0221987865065762,0,0,0,0,0.176711129366481,0,0,-1.73472347597681e-18,0.122766348084457,0,0.183015672112162,0.0719606025483721,0.0431239503572578,0,0,0,0,0,0,0.350354384273017,0,0,0,0,0.0684616269453527,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.0444500381552514,0.199385610881572,0,0,0,0,0,0,0,0,0.310613874782492,0,0,0,0,0,0,-0.288107137712278,0,0,0,0.184012711715803,0,0.457460432414144,0,0,-0.228485101768206,0,0,0.1969919219874,0,0,0,0,0,0,0,0,0,0.124169490152112,0,0,-0.0945147075771192,0,0,0,0.397043550501642,0
X11.HK.EQUITY,0.144272240154458,0,0,0,0.124412947336717,0.0669398036318278,0,0,0,0,0,0,0,0,0.0194754697178571,0,0,0,0,0.167431856286923,0,0,0,0,0,0,0,0,0,0.0763254852577192,0,0.11506881949992,0.22420455328639,0,0,-0.0551448894898887,0,0,0,0,0,0,-0.0054434535512347,0,0,0,0,0,-0.0750130853659019,0,0
