,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0444058973429614,0,0,0,-0.259067230017033,0.174038758015192,0.0614500569772835,0,0.0244886273213727,0,0,0,0,0,0.225692953657432,0,-0.0849117105565355,0,0,-1.0842021724855e-19,0,0,-0.0843475523957738,0,0,0,-0.318088082334555,0,0,0.862155545986752,0,0,-0.128110068295065,-0.0348585348294523,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0875883548567198,0,0.161869057786162,0,0,0,0,0.119884179372264,0,0,0,0,0,0.163616862083904,0.109632488938693,0.106882174057424,0,0,0,0,0,0,0,-0.0204487224038922,0,0,0,0.0534551354927596,0,0,0.143331756856449,0,0.192269094936089,0,0,0,0,0.0482894754067399,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.317398602254166,-0.261425017035256,0,0,0,0,0,0,0,0,0.0222373046839184,0,0,0,0,0,0,0.0463047233181443,0,0,0,0,0,0,0,-0.0666540173232641,0,0,0,0.0339385953769959,0,0,0,-0.141853519882062,0,0,0.164360990504014,0,0.655605048463777,0.167647065267946,0,0,0,0,0,0.0416984219302342,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.512973643667808,0.264913559172268,0.355201555767183,0,0,0,0,0.398042305559221,-0.126584083010827,0.132802810115612,0,0,0,0,-0.154826587690399,0,0,0,0,0,0,0,0,0,0,-0.586029202256676,0,0,0,0,0,0,0,0,0,0,0,0.040707646176988,0,0.189193615931897,0,0,0,-0.0725219945975018
X5.HK.EQUITY,-0.0237494544469715,-0.338039373655649,0,0,0,0.105992544368712,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.116719381061203,0,0.211243667111409,0,0.288877272615539,0,0,0,0,0,0.0776585349812394,0,0.0133183881983084,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.224711556718533,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.384811040974345,0,0,0.042736069621668,0,0,0,0,0,0,0.17767098839365,0,0,0,0.208509216523542,0,0,-0.0798960731411552,0,0,0,0,0,0,0,-0.315196124618226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135802546620364,0,0.0198992484301593,0,0,0,0,0
X600036.CH.EQUITY,0,0.43432093365177,-0.0388380207932131,0,0,0.00196321197268201,0,0,-0.0357937056904526,0,0.511893480190437,0.178314212345607,0,0,0,0.122507569477117,0,0,0,-0.165939949019584,-0.0663322394426527,0.287432482345745,0,0,0,0,0.110789634944714,0,0,0,0,0,0,-0.227719082238204,0,0,0,0,0,0,0,0,-0.148653559945109,0,0,-0.0716430196093177,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.284960216631666,0,0,0,0,-0.0204686274248739,0,-0.0871531633829203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156139779974605,0,0.0167743028551084,0.118095270955259,0,0,0.105757482486955,0,0,0,0,0,0,0,0.00632625262152264,0,0,0,-0.0921179147901843,0,0,0,-0.0265045691354184,0,0,0
X601628.CH.EQUITY,0,0.0868419800710225,0,0.023195029174353,0,0,0,0,0,0.0600215273115126,0,0,0,0.259600463090614,0,0,0,0,0.0245872936458287,-0.0892046776876984,0.0797222200871461,0,0,0,0,0,0,0,0,0,-0.0699129253630952,0,0,0,0,0.298707663483594,0,0.125295238294625,0.0376014646142625,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0502704784437928,0,0,0.203782315816501,0,0,0,0,0.175989085212676,0,0,0.135741597342111,-0.0635900725803611,0,0.0809498284371779,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.274614227201821,0,0,0,0,0,0,0,0,0,-0.213005489177908,0,0,0,0,0,0,0,0,0,0.13523757542083
X601328.CH.EQUITY,0,0,0.12566819227088,0.0496591614562523,0,0,0.571169116807796,0,0,0,0,0,0,0.0750479417334384,0,0,0,0.0195283713470763,0,0,0,0.288664082941643,0,0,0,0.276429342928813,0,0,0,0,0,0,0,0,-0.0642376414565429,0,-0.0088386784465423,0,0,0,0,0,0,0,0,-0.557592465475075,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.26459057481457,0,0,0.186310715919013,0.269244525019547,0,0,0,0,0,0,-0.167013575627207,0,0,0.136033013702261,0,0,0,0,0.161363379471728,0,0,0,0,0,0,0,0,0,0,0,-0.279519048370282,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0278653751269988,0,0,0.381383503935989,0,0,0,0,0,-0.0594904988298573,0,0,0.130896312758002,0,0,-0.0923648056702947,0.00270114796901536,0,0,0,0,0,0,0,0,0.381469331210096,0,0,0,0,0,0,0,0,0.0628949911870751,0,0,-0.13522071144862,0,0,0
X601601.CH.EQUITY,0,0.0201661202322771,0,0,-0.104584939154476,0,0,0,0.636468092884867,0,0,0,6.93889390390723e-18,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0666888830156351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00983959359764478,0.0340386277548204,0,0,0
X000002.CH.EQUITY,0,0,0,0,-4.79927059418104e-05,-0.07472254785513,0,0,0,0,0,0,-1.73472347597681e-18,0.271326751205125,0,0,0.103768845842036,0,0.262379361757,0,0,-0.133139079725527,0,0,0,0,0,0.166336950456976,0,0,0.316370401135254,0,0,0.379201589902327,0,-0.169158255689636,0,0,0,0,0,0,0,0.254118377110428,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0.0276171870735869,0,0.175446802785824,0.0238304179757319,0.00148810375292333,0,0,0,0,0,0,0,0,0,0,0,0.100238631625271,0.359774605841696,0,0,0,0,0,0,0,0,0.0169113233790469,0.435094013422393,0,0,0,0,0,0,0.190196797135336,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
