,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.360919921673846,0,0.310467747660641,0,0,0,0,0,0.0477138399992864,0,0,0,0,0.0513298092505795,0,0,0,0,-0.04444921857197,0,0,0,0,0,0,0,0.0441616389158605,0,0,0,0,0,0,0,0,0,0,0,0,0.090201845529441,0,0,0,0.0582180582999714,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.108477184662594,0,0,0,0,0,0,0,0.179219686503108,0,0,0,0,0,0,0,0.179214359280894,0,3.46944695195361e-18,0,0,0,0,0,0.0678332563546176,0,0,0,0,0,-0.0561989189866793,0.136484523925629,0,0,0.0316612855973008,0.156517709349751,0,0,0,0,0.0391610318547184,0,0.0204911489709345,0,0,0,0.0582829309025366,0,0,0.136092258888883,0,0
X601939.CH.EQUITY,0,0,0,0.340428133282752,0,0.0711688170050108,0,0,0,0,0,0,0.434311049532196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544515719349663,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.393470890425108,0,0,0,0,0.267396263315371,0,0,0,-0.0230038613863867,0,0,0,0,0.0443538463451777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206153770069962,0,0,2.74010530724083e-05,0,0,0,0.0144737298123206,0.096841228543747,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0.193420147775016,0,0,0,0,0,0,0,0,0,0.528737813367582,0.0228402202876499,0,0,0.0380391021597195,0,0,0,0,0.176134015660346,0.0488742717118768,0,0,0,0,0,0,0,0,0,-0.046338845269116,0,0,0,0,0,0,0,0,0,0.0872088778844742,0,0,0
X601988.CH.EQUITY,0.386367787711002,0,0,0.0030419774095418,0,0,0,0,0,0,0.0657615612602228,0,0,0,0,0,0,0,0.0148363353282959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162123765801854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330832297416864,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.337453009813103,-0.0214371801652351,0,0,0,0,0,0,0,0.474570239447009,0,0,0,0,0,0,0,0,0,0,0.0482522312500569,0,0,0,0.077204974316153,0,0,0,0,0,0.017677165724211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0750512437611207,0,0,0,0.428387667189913,0,0,0,0.120448967439791,0.0536234911172876,0,0,-2.77555756156289e-17,0,0,0,0,-0.0349404670676604,0.406745345544948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.257051984410818,0,0,0,0,0.0609400907998239,0,0,0,0,0.0128899281809575,0,0,0,0,0,0,0,-0.0798844139090015,0.0981812791294269,0,0,0,0.156856657792676,0,0,0,0,0.151980503733248,0,0,0,0,0,0,0.0712079592706034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663695162857201,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.109706832807484,0,0,0,0.264397468482127,-0.176469025231788,0,0.184348777490212,-0.225261470999917,0,0,0,0,0,0,0,0,0.626486873681615,0,0,0,0,0,0,0.118882249432885,0,0,0,-0.0075462345125426,0,0,0,0,0,-1.16855736655933,0,0,0,-0.255734046752666,1.16829868972855,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.262974789298256,0,0,0,0,0,0,0,0,0,0.202570115464722,0,0,0,0,0,0,0.0966508110422476,0.015472163875608,0.111101393769867,0,0,0,0.269643603861068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236168204495691,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.442015500365507,0,0,0,0,0,0,0,0,0,0,0.157083564009178,0.145537773709545,0,0,0,0,0,0,0,0,0.115707512413424,0,0,0,0,0,0,0,0.00709576982678914,0.12237822646585,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0514983404796229,0,0,0,0,0.171396466386858,0,0,0,0,0.215453242056206,0,0,0,0,0,0,0,0.0712309539712663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361984097110006,0,0,0.135305835755922,0.00435230161123655,0.0479781718426319,0,0,0
X000002.CH.EQUITY,0.195533950021201,0,0,0,0,0,0,0,0,0,0.0159220440318177,0,0,0,0,0,0,0.0497713154918168,0,0.018997300417463,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.51316427229287,0,0,0,0,0,0,0,0.20860830561226,0,0,0,0,0,0,0,-0.166722849945547,0,0.00387184979037822,0,0,0
X388.HK.EQUITY,0,0,0,0.0497221237068306,0,0,0.062432268954459,0.0374138828578137,0.114353989587706,0,0,-0.205831066904596,0,0,0,0.0788595905474839,0,0.0208621700151457,0,0,0,0,0.602059946808915,0,0,0,0.0352440757979422,0,0,0,0.0982396260778527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
