,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.205832045814217,0,0.0997983749503871,0,0.025104636874406,0,-0.0757634836352722,0,0,0,0.433740321992508,0,0,0,-0.10932192496982,0,0,0,0,0,0,0,0,0,0,0,0,0.0768852870753171,0.0235788734142456,0,0,0,0,0,-0.0879131875968827,0,0.147174038329996,0,0,0,0,0,0.111251143104245,0,0,0.0694422600731085,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00255091284019427,0,0.103702075595264,0,0.0152227318226145,0,0,-0.155903891648827,0,0.0794144948410486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218927086980223,0,0,0,0,-0.251825054344469,0,0.433661412180735,0.109207742401945,0.0340028445327985,0,0,0,0,0,0.180761825438723,0,0
X601939.CH.EQUITY,0.138277243698194,0,0,0.363771067829578,0,0.0718508586958911,0,-0.0783886590226505,0,0,0,0,0,0,0.0889849057585671,0,0,0,0,-0.0197938978791222,0,0.102215396288418,0,0,0,-0.0883281629931881,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154234455903113,0.491690502367187,0,0,0,0,0,0,0,0,0,0.00175215014470306,0,0
X601288.CH.EQUITY,0.416102106785102,0,0.156636017236441,0,0,0.156484016346836,0,0,0.0392777426916467,0,0,0,0,0.0266698690054875,0,-0.124288075298443,0.0447223015233131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129371364591649,0,0,0,-0.00242652942416132,0,0,0,0,0.174591516664375,0,0,0,0,0,0,0,0,0.198755526957818,0,0,0
X5.HK.EQUITY,0,-0.12767761362903,0.0274430850135568,0.286140483891733,0,0,0,-0.250267770269503,0,0,0,0,0.144582101532509,0,0,0,0,0,0,0,0.540079195630953,0,0,0,0,0.303894040182523,0,-0.0108732655671514,0,0,0,0,0,0.0221813494277337,0,0,0,0,0,0,0,0,0,0,0,0,0.20155273705752,0,-0.0718392893888945,0,0,0
X601988.CH.EQUITY,0.205616026430855,0,0.0223727194484619,0.112508693405857,0,0,0,0,0.0914985566978737,0,0.0661641577570608,0.117562294541091,0,-0.376480938878781,0,0,0,0,0,0,0,0,0.0473970924589139,0.377884832269187,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0746223010380248,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0808232208423337,0,0,0,0,0.00696825293182554,0,0.291958048110908,0.223815859365953,0,0.036579072530202,0,0,0.0830606677087977,0,0.000645784997516691,0,0,0,0,0,0,0,0,0.0792069339062835,0,0,0.0369285246599673,0,0,0,0,0,0,0,0,0,0,0,0,0.117837731047935,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0335386267746058,0.0695944000942894,0,0,0,0.138508916731981,0,0,0,-0.145107648741942,0,0,0,0.37020135705268,0,0.251917119666987,0,0.0424728605778824,0,0,0,0,0.10311921820468,0,0,-0.00418161435695243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.124444256567105,0.2503905096956,0,0,0,0,0,0,0,0,0.0741504504670737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939743610199514,0,0,0,0,0,0,0,0,0,-0.348280397355586,0,0,0.0276582862381894,0,0,0.198950763667419,-0.0269736119771812,0,0.217155013904843,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127270689331573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
