,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.551010290392966,0,0.0285084596753195,0,0.0691439881000389,0,0,0,0,0.0942631807799933,0,0,0,0,0,0.126089569369785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.0020108463775292,0,0,0,0,0.078864547209181,0,0,0.0751617487659457,-0.0496604197507169,-0.0169922483658018,0,0,-0.0279207257288024,0,0,-0.00193450895610698
X601318.CH.EQUITY,0,0,0,0.104708101168595,0,0,0,0,0.0433807821090412,0,0,0,0,0,0,0,0,0.234653438107085,0,0,0,0,0,0,0,0.0473918045206146,0,0,0.0648288862789846,0,0,0,0.103355579937038,0,0,0,0,0,0,0.194289507939526,0.0573030338933207,0,0,0,0,5.42101086242752e-20,0,0,0.0813963459900228,0,0
X601939.CH.EQUITY,0.10404323339098,0,0,0.343942450703808,0,0.13228767243189,0,0,0,-4.33680868994202e-19,0.10221194446111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572253887598848,0,0,0,0,0,0,0.114869517699021,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0555644792729309,0,0
X601288.CH.EQUITY,0.251030009158626,0,0,0,0,0.0376721066007539,0,0,0,0.124836749431171,0,0,0,0,0,0,0,0.0483086731973433,0,0,0,0,0,0,0.0556955307074215,0.171992811280299,0,0.00841235918060703,0,0.133126763577899,0,0,0,0,0,0,0,0,0,0,0,0.108901701561742,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.321253488835822,0,0,0.102716988724308,0,0,0,0,0.106078725924292,0.097317890926385,0,0,0,0,0,0,0,0,0,0,0,0,0.263061492399005,0,0,0,0,0,0,0,0,0,0,0,0.129597535740633,0,0,-0.488156371935217,0,-0.0296930085908651,-0.0436001292237478,0,0,-0.242890823516142
X601988.CH.EQUITY,0.102030639650745,0,0,0,0.0425817716619201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596225455055971,0,0,0,0,0,0,0.105436843518167,0,0,0,0,0,0,0,0,0,0.0509198033472887,0,0,0,0,0,0,0,0,0.0758077479426307,0.0964337196859888,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0527929905092282,0,0,0,0,0,0,0,0,0,0,0,0.0313981522434201,0,0,0,0,0.592101745677903,0,0,0.0685523931165055,0.13317609970027,0,0,0,0,0,0,0,0,-0.00293363195177215,0,0,0,0.0567692634652536,0,0,0.0229668076186521,0,0,0,0,0
X1299.HK.EQUITY,0,0.257288238928888,0,0,0,0,0,0,0,0,0,0.0853901034617566,0,0,0,0.00166166480434634,0.225498943838416,0,0,0,-0.106999318758953,0,0,0,0,0,0,0.219520608442381,0,0,0.06868536813038,0,0,0,0.0471889486178189,0,0,0,0,0,0,0,0,0,0.00918849872967908,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.162865204634462,0,0,0.0196244968913519,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418654395239499,0,-0.0189728704144326,0,0,0,0,0.15549295931171,0,0,0,0,0,0,0,0,0,0,0.371225430908551,0,0,0,0.224900676004097,0,0.0653135178198985,0,0,0.00552378399089257,0,0,0,0,0.0154421455448818
X601328.CH.EQUITY,0,0.00821389922268487,0.129760483146372,0,0,0,0.126717821824586,0,0,0,0,0.0217949257975098,0,0.241925854535969,0,0,0,0,0,0,0,0.232938603740064,0,0,0,0,0,0,0.0543432955648516,0,0,0.0136520184127072,0,-0.00896885931924628,0,0,0.00716551843690628,0,0,0.217076037511922,0,0,0,0,0,0.0186686170635215,0,0,0,0,0
