,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.428437941952777,0,0,0,0,0,0.00289631555510615,0,0,0,0,0.361307581482325,0,0,0,0,-0.0451888057013882,0,0,0,0,0,0,0,0,0.0745400206136081,0,0,0,0,0,0,0,0.00135311699070156,0,0,0,0,0,0,0,0,0.00536184523127799,0,0.114166281268632,0,0,0,0
X601939.CH.EQUITY,0.319982600304358,0,0,0,0,0,0,0,0,0,0,0,0,0.50458903538566,0.0502381740734828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733048552914356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202613272080246,0.0631117013630804,0,0,0,0,0,0,0.0292572198437394,0,0,0,0.00452298071987942,0.00860177736763848,0,0,0,0,0,0.0242130967761248,0,0,0,0,0,0,0,0.499215330276858,0,0,0,0,0,0,0,0,0.0432353289832013,0,0
X601288.CH.EQUITY,0.359082997110327,0,0,0,0.397281697639482,0,0,0,0,0,0.0538829797489995,0.00816175475309184,0,0,0.0360611395487476,0.0773008821351286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173615248487137,0,0,0,0,0,0,0,0,0,0,0,0.0164186988751948,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.177786121697704,0,0,0,0,0,0,0.240398264197731,0,0,0.0937955263064175,0,0,0,0,0,0,0,0.0235698265875435,0,0,0,0.102400545749441,0,0,0,0.0747085963919106,0,0,0,0,0.102878176472464,0,0,0,0,0,0,0.0654399583304934,0,0,0,0.0494980966488761,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.41079438922206,0,0,0.0904014757458775,0,0,0,0.435663988485422,0,0,0,0,0.102572295871519,0.707271814029283,0,-0.568307490178482,0,0,0,0,0,0,0,0,-0.0785815240491993,0,0,0,0,0,0.11491619421671,0,0,0,0,0,0,0,0,-0.189242609539802
X600036.CH.EQUITY,0,0,0,0.00375370901851381,0,0,0,0,0,0,0,0.221229977481683,0,0,0.0546663184258599,0,0,0,0,0,0.164939747317619,0,0,0,0,0,0,0,0,0,0,0.0859273759380062,0,0,0,0.0889539940201546,0,0,0,0,0,0,0,0,0,0,0.0669792103142358,0,0,0.135342340959754,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0122515664880262,0,0,0,0,0,0,0,0,0.176390747116918,0,0,0,0.205651048197162,0,0,0.117237131185638,0,0,0,0,0,0,0.247212997063636,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342102808113636,0,0
X601628.CH.EQUITY,0.160257962772423,0.154921782647509,0,0,0,0,0,0.0384759003011724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228538412936936,0,0,0,0,0,0,0,0,0.0151875423366209,0,0,0,0,0,0,0,0,0,0,0.0258484701427008,0,0.216316381391716,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.197125528149947,0,0,0,-0.1804098034824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106367407127457,0,-0.194963985242652,0,0,0,0,0.38365895850104,-0.143451358453562,0,0,0,0,1.12549576158634,0,0,-0.253835545472024,0,0
