,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.292287321945535,0.0283771641179219,0,0,0,0.46151012974461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100394235342013,0.0411514048701776,0,0,0,0,0,0,0,0,0,0,0.0789995535222109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.106895294503957,0.0464612334700961,0,0.172937000451427,0,0,0.169357069543618,0,0,0,0.0846640577467688,0,0.118207289904688,0,0,0,0,0,0.263653170526232,0,0,0,0,0,0,0,0.133801821939317,0,0.111251555413671,0,0.00196649695670763,0,0,0,0.00639689384624158,-1.73472347597681e-18,0,0,0.0430988506182292,0,-0.150748525664135,0,0,0.063823564224806,0,0,0,0,0,0
X601939.CH.EQUITY,0.463980380083139,0.109536590045276,0,0,0,0,0,0.172555078578197,0,0,0,0,0,0,0,0,0.0190182008339258,0,0,0,0,-0.143680520131182,0,0,0,0,0,0,0.156668135959381,0,0,0,0.139810221737945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198760261047988,0.141687148967553,0
X600036.CH.EQUITY,0,0.0127885497770719,0,0,0,0.0547900444556902,0,0.0192315283281869,0,0,0,-0.0936520931565512,0.158558874861959,0,0,0.11001362517623,0,0.0569388216060978,0,0,0,0,0,0,0,0.0361047559107607,0.142099610803919,0,0,0.0686018201864416,0,0,0,0,0,0,0,0.000654950369779465,0.160822096970804,0,0,0,0,0,0,0,0,0,0,0.365203214179405,-0.127407635286688,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.561154905125515,0,0,-0.0819213307902112,0.0376746093430626,0,0,0,0,0,0,0,0,0,0.0584028351540588,0.0756897472894723,0,0,0.105115721025669,0,0,0.113129279596472,0,0,0,0.0552940296895017,0,0,0,0,0,0,0,0,0,0,0,0,0.0531346242195379,0,0,0,0,0.00578172255547906,0
X1299.HK.EQUITY,0,0,-0.20904794614749,0,0,0,0,0,0,0,0.107468056851829,0,0,0,0,0,0,0,0,0.0199452157929403,0,0,0.112247687246848,0,0,0,0,0,0,0,0,0,0.173980837063182,0,0,0,0,-5.42101086242752e-20,0.0957485980634322,0.163682976499357,0.0672174990062953,0,0.29836626513306,0,0,0,0.294919810787557,0,0,0,0,0
X601628.CH.EQUITY,0.079362314620212,0,0,0,0,0,0,0,0,0,0.0249518924192226,0,-0.0896175404230651,0,0,-0.234315508182472,0,0,0,0,-0.0129051872785517,0.174289500239494,0,0,0.115741616901883,0,-0.0804820695273937,0,0,0,0,0,0,0.577914070484674,0.0618610753358132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428296241487905
X601988.CH.EQUITY,0.0754946047569793,0,0.0945119671110116,0,0.355699036291583,0,0,0,0,0,0,0,0.211386237492862,0,0,0,0.144103984335857,0,0.00639656602498504,0,0,0,0.00638510989941637,0,0,0.0196730319151537,0,0,0,0,0.126975121272199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123627222313421,0,0,0,0,0,0,0,0,0,0,0.00283040456081767,-0.0947683752720899,0,0,0,0,0,0,0.234317582837198,0,0.189706082450861,0.140610708905854,0,0,0,0,0,0,0,0,0.0603727361576249,0,0,0,0,0,0.198138331436634,0.0625437706157627,0,-0.0628610938632915,0.259305414909583,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0334244866389865,0,0,0,0,0,0,0.0139254710746672,0.0841991449258793,0.209478497740012,0,0,0.124677016545858,0,0,0,0,0,0,0,0,0,0,0.184059031078055,0,0.326245055833847,0.0390293526409675,0,0,0,0.0413340527338496,0,0,0,0,0,0.0164929803272773,0,0,0,0,1.73472347597681e-18,0,-0.0222766567365685,-0.00148856159083868,0,0,0,0
