,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,3.46944695195361e-18,0.477163906099582,0,0,0,0,0,0,0.105105214115631,0.185429061692472,0,0,0.209781401929693,-0.0154662282912408,0,0.0913078139503958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061213774479795,0,0,0,0.0112829777768499,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0344829993947468,0.0938741747346212,0.280970938727229,0,0,0,0,0,0,0.0599134672623824,0.336628043297426,0.0875234028689561,0,0,0.0656039249210184,0,0,0,0,0.0178785168089485,0,0,0,-0.0406450284648946,0,0,0,0,0,0,0,0,0,0.0617854918263075,0,0,0.00108031618495261,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.300714662848104,0,0,0.381207760743918,0.0759282104092069,0.0604145882887835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213345110673491,0.0244735467225873,-0.0758041253869464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164846089258693,0
X601288.CH.EQUITY,0,0,0.274938563782126,0,0,0,0,0,-6.7762635780344e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176152366749425,0,0,0.0516926000304686,0,0,0.00701948781174359,0,0,0,0,0,0,0,0,0,0.0131508497804972,0.275721713584262,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.055710733015156,0,0,0.189333065312593,0,0.255806379562297,0,0,0,0.265729313543877,0,0,0,0,0,0.110427627752254,0,0.0690886179442187,-0.255884858956259,0,0,0,0,0.182888703507385,0,0,-0.184357208266678,0,0,0,0,0,0.125511696861823,0,0,0,0,0,0,0,0,0,0,0,0,0.101871463225342,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.204847895659724,0,0,0.0919083642171691,0,0.208790165175371,0,0,0,0.18813178820754,0,0,0,0,0,0,0,0,0,0,0.21747754189542,0.0411840829638286,0,0,0,-0.0345562799139288,0,0,0,0,0,0,0,0,0,0,0,0,0.238666551001791,0,0,0,0,0,0,0.027796998373636,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359620211843756,0,0.0377075211173163,0,0,0,0,0,0,0,0.742304018665936,-0.0142229975271786,0,0.0482217233316413,0,0,0.0968440214321008,0,0,0,0,0,0,0,0,0,0,0.09138412887466,0,0.0605644992982522,0,0,-0.00538978041081205,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.257963852968814,0,0,0,0,0,0,0,0,0.0509478393152521,0,0,0,0,0.0858794760068614,0,0,0,0,0,0,0,0.0683995036123204,0,0.149279974467371,0,0.013545195709967,0.287241375822863,0,0,0.101902003035723,0,0,0,0,0,0,-0.0770650249727894,0,-0.0593695534149966,0,0.0533490895218256,0,0,0,0,0
X601628.CH.EQUITY,0,0.153055070847903,0,0.0401676385521099,0,0,0,0,0,0,0,0,0,0,0,0,0.0652398825106742,0,0,0,0,0,0,0,0.147018422260439,0,0,0,0,0,0,0,0,0,0,0,0,0.37284160600143,0,0,0.126742756895931,0.0601732908221123,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.278456499729215,0,0.051775167245247,0,0,0,0,0,0,0,0,0.293790902305451,0,0,0,0,0,0,0,0,0,0,0.345966752244354,0,0,0,0,0,0,0,0,0,0,0.0209723164110631,0,0,0,0,0,0.0274180813290759,0,0,0,0,0,0,0,0.0702685843504533,0,0,0
