,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.489824319572123,0,0,0,0.152716210061447,0,0,0.116859117620781,0,0,0,0.18964508496088,-0.0173257148273746,0,0.0328890065396163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318787781911621,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.00449185158999575,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0332369784344348,0.0976379583020907,0.27506882423432,0,0,0,0,0,0,0.0538323078457487,0.334366689798293,0,0.0880533456095431,0,0.0658874175002627,0,0,0,0,0.0266145773611672,0,0,0,-0.0418107232828984,0,0,0,0,0,0,0,0,0,0.0575358238042995,0,0.00065083158090711,0,0,0,0.00246362925509118,0,0,0,0,0
X601939.CH.EQUITY,0.199697455307787,0,0,0.459214278065709,0.0386399969993403,0.0926084556347897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177563586497539,0,-0.0272251468027183,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.0191002622167198,0,0,0.0201683345512035,0
X601288.CH.EQUITY,0,0,0.102569770805469,0,0,0,0,0,0,0,0,0.0260953235143232,0,0,0,0,0,0,0,0,0,0,0,0,0.192890696509315,0,0,0.388340245494285,0,-0.0427244410991119,0,0,0,0,0,0,0,0,0,0,0,0,0.140106756435138,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0780347876141459,0,0,0.226888200748712,0,0.192567340278929,0,0,0.0412684841133847,0,0.26114906063845,0,0,0,-0.0118127494805527,0,0.145189797075215,0,-0.245741347681737,0,0,0,0,0.192444095718027,0,0,-0.0736738587671991,0,0.0225409339045074,-0.0723919486454241,0,0,0,0,0.165443573280393,0,0,0,0,0,0,0,0,0,0.156893262288446,1.73472347597681e-18,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.272043731340692,0,0,0.179612776277024,0,0.254305426744649,0,0.0448422100713376,0,0,0,0,0,0,0,0,0,0,0,0,0.13821797148297,0,0,0,0,-0.197037242041237,0,0,0,0.14384883011642,0,0,-0.038778950138128,0,-0.0642410863530126,0,0,0.0934185774793183,0,0,0,0,-0.0661173700004431,0,0,0.0758975317104144,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.053803789930725,0,0.0800800375902619,0,-0.0971035304375054,0,0,0,0,-0.076030873122429,0,0,0,0,0,0.732851372818244,0,0,0.0116473681549031,0,0,0.0320507349364758,0,0,0,0,0,0,0,0,0,0,0,0.188957313008029,0.0781485826696532,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.230849756046778,0,0,0,0,0,0,0,0,0.0265385674169069,0,0,0,0.13900908528297,0,0,0,0,0,0,0,6.93889390390723e-18,0.062650397023906,0,0.238566615242649,0,-1.0842021724855e-19,0.222555266679418,0,0,0,0,0.0365485523904318,0,0,0,0,0,0,-0.0744531250613246,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.154032961202248,0,0.0455047383847969,-0.0433883621729428,0,0,0,0,0,0,0,0,0,0,0,0.260565652408712,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193993942136645,0,0,0,0,0,0.0385681205616482,0,0.273220958073733,0,0,0.16537618643872,0,0.0732616646187993,0.0647608315010405,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.427789448937507,0.016547096366831,0,0,0,0,0,0,0,0,0.38665302611434,0,0,0,0,0,0,0,0,0.0752948553183775,0,0,0,0,0,0,0,0,0,0,0,0.00258804076521907,0,0,0,0,0,0.0548947377931285,0,-0.0131673618000843,0.245801232727057,0,0,-0.0104233041070001,0.0454826366061837,0,0,0,0
