,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,1.73472347597681e-18,0.22283905347608,0,0,0,0,0.372388911868035,0,0,0,0,0,0.0285711009261413,0,0,0,0,0,0,0,0,0,0,0,0.254573093136204,0,-1.38777878078145e-17,0,0.0173606518659284,0.0257077584384606,0,0,0.0729510733780258,0,0.0608086252895976,0,0,0,0,0,0,0,0,0,0,0,0,-0.0898751275640766,0,0,0
X601318.CH.EQUITY,0,0,0.0902245793271708,0,0,0,0,0.0210897028233495,0.259592395505462,0,0,0,0,0.0388612585874016,0.318320523146713,0,0,0,0,0.07878421377674,0,0.0469440185845727,0,0,0,0,0,0.29583876516609,0,0,0,0.0408371324391044,0,0,0,0,0,0,0.0397648029255942,0,0,0,0,0,-0.116094925475593,0.0191596649769381,0,0,0,0,0.0633226532940251,0
X601939.CH.EQUITY,0.285369759422408,0.191997987606934,0,0,0,0,0,0.499599600060692,0.0863416300011872,0,0,0,0,0,0,0,0.0145793313690745,0,0,0,0,0,0,0,0,0,0,0.0635559871994129,0,-0.0184009589442389,0,0,0,0.0457476055070111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182827337877351,0
X600036.CH.EQUITY,0,0,0,0,0,0.155474888212489,0,0,0.0624003976931163,-0.103508359160553,0,-0.0999545329427611,0.145698806948493,0,0,0.154765984998929,0,0,0,0.16188588380736,0,0,0,0,0,0,0.399811678659715,0.0316951964902431,0,0,0,0,0,0,0,0,0,0,0,0,-0.0716314802934497,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.476645746613161,0,-0.079794318680741,0,0.0436545559569501,0,0,0,0,0,0,0,0.0403382082900764,-0.00342391237254887,0,0.0584671854685737,0,0,0.173823545472997,0,0.0947295588351202,0,0,0,0,0,0.0996981961506062,0,0,0,0,0,0,0,0,0,0,0,0,0.0261134766781627,0,0,0,0.0773665095226813,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.100168581876758,0,0.223753057772717,0,-0.0297839189895047,-0.0260000597464272,0,0,0,0,0,0,0,0,0,0.190082880736624,0,0,0,0,-0.00122375380586683,0,0,0,0,0,0.145874881711232,0,0.0640635585512448,0,0,0.169549831914896,0,0,0,0.18622130500944,0,0,0,0,0,0.217721779136617,0,-0.089608329411539,0
X601628.CH.EQUITY,0,0,0,-0.0135873277177561,0,0,0,0,0,0,0,0,0,0,0,-0.0236580676698792,0,0,0.107303907218435,0,0,0,0,-0.148065798426594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467457334268346,0.00455621330331365,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0295086353109273
X601988.CH.EQUITY,0,0,0,0,0.525065411078253,0,0,0,-0.00800456640241036,0,0,0,0,0,0,0,0.286915331356292,0.135139072807793,0,0.0435129839667759,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418291224850257,0,0,0,0,0,0,0,0,0,0,-0.0982040041733638,0.0013781381656474,0,0,0,0,0,0
X5.HK.EQUITY,0,0.00665965082525131,0.0636113584041039,0,0,0,0,0,0,-0.0888415046208278,0.150851125346818,0,0,0,0,0,0,0,0,0,0,0,0.188855679377793,0,0.0818130021684915,0,0,0,0,0,0,0,0,0.176041659393468,0,0.0456260456175388,0,0,0,0,0.306476753939538,0,0.216632829446626,0,0,0,0.0710354627566435,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.212599001901676,0,0.334841028776904,0,0,-0.117985257741437,0,0,0,0,0,0.00273146303217985,0,0,0,0.231435421584386,0,-0.0900693083484992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483248334500243,0,0,0,0.20493670149436,0,0,0,0.0468380176208647,0,0,0.130487600946901,0
