,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0145722224955698,-0.00657036055492197,0.239019028994778,0,0,0,0,0,0,0,0,0,0,-0.132035271395658,0,0,0,-0.199290815733577,0,0,0,0,0,-0.334288259954041,0,0,0,0.0744898644995814,0,0.758695275478779,-0.18806246723542,0.188619690580971,0,0,0,0,0,0,-0.0246530065060037,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0390381124015354,0.0169545128149011,0,0,0,0.0812334472064655,0,0,0,0,0,0,0,0,0,0,0.219704713483316,0,0,0,0,0.0209516890969004,0,0,0,0,0,0,0,0.326814807312777,0,0,0,0,0.188112598068178,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.376338894519577,0,0,0,0,0.0503644547743769,0,0,0,0,0,0,0,0,0,0,0,0.309357956007075,0,0,0,0,0,0,0,0,0,0,0.00538515710793743,0.0789140195205522,0,0,0,-0.217557439109407,-0.171149859283088,0,0,0,0.461360234680109,0,0,1.38777878078145e-17,-0.0307980071240077,0.0923462580192614,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0118155500136206,-0.237927696762676,0.196234726730088,0,0.392107299496732,0,0,0,0.208528814659418,0.0169238023509161,0,0,0,0,0,-0.0440311394595006,0,0,0,0,0,0,0,0,0,0,-0.535589562576459,0,0,0,0,0,0,0,0,0.271861803026123,0,0,0.0259354941782124,0,0.0884865806087468,0,0,0,-0.100082181668001
X5.HK.EQUITY,-0.140574027261262,-0.0464622471429454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394388316685028,0,0,0.227773876876761,0,0,0.20853326243609,0,0.269667637224932,0,0,0,0,0,0,0,-0.0989635673582553,0,-0.031365375482782,0,0,0,0,0,0,-0.145184227262758,0,0.160105123570206,0,0,0,-0.0286900890640539,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.049410513188753,0.119460099451136,0,0,0,0,0,0.233808829846506,0,0,0,0,0,0.0712248607746098,0.0332659598084045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0758398615642731,0,0.201089739481429,0,0,0,0,0.340104668923478,0.131361992401204,0,0,0,0,0,-0.0364978300355366
X600036.CH.EQUITY,0,0.105104247878433,-0.0929230251623332,0,0,0,0,0,-0.056253818602004,0.235178349744145,0,0.389812210976185,0,0,0,0,0,0,0,0,-0.0612235178634215,0.250023158239322,0,0,0,0,0,0.0698915586090736,0,0,0,0.450026426870298,0,-0.260369374488711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208591325555062,0,0
X1299.HK.EQUITY,0,0.0873984192101737,0,0,0.0717891573997037,0,0,0,0.0751811994000629,0,0,0,0,0.0257741184241081,0.179020292810622,0,0,0,0,0,0,0,0,0,0,0.11101138270994,0,0,0,0.0263902073777278,0.249379020524041,0,0,0,0,0,0,0,0,-0.0468742312018267,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0402623688385525,0,0.0669530193229106,0,0,0,0,0,0,0,0,0,0.313768510167786,0,0,0,0,0,0,0.100202181744978,0,0,0,0.0596683564785387,0,0,0,0,0,0,-0.0789568960749214,0,0,0,0.0698745046510245,0,0.231008681945991,0.032728891374918,0,0,0,0,0,0,0.101042733562977,0,0,0,0,0
X601328.CH.EQUITY,0,-3.46944695195361e-18,0,0,0,0,0.607220160194252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283127682495004,0,0,0,0.072510345334092,0,0,0,0,0,0,0,0,0,0,-0.0490608186218539,0,0,-0.058381138685608,0,0,0,0,0.0496963028815544,0,0,0,-0.00382810540919073,0,0
X601166.CH.EQUITY,0,0,0,0.228021376937314,0,0,0,0,0,0,0,0,0,0.550990638116894,0,0,0,0,-0.0920175297384564,0,0,0,0,0,0,0,0,-0.0202893459451541,0,0,0,0,0,0,0,0,0,0,0.176853288432441,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0133142062952652,0,0,0,0,0,0.546947824631336,0,0,0.0125717955166732,0,0,0,0,0,0,0,0,0,0,0,0,0.0143267588404137,0,0,0.343147027070628,0,0,0.126471867491071,-0.0296735991444958,0,0.0473043366206644,0,0,0,-0.144154135896902,0,0,0,0.0563236316599969,0,0,-0.36757246629535,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.190488165563248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137198035292182,0,0.289824155310386,0,0,0,0,0.0340069469451438,0,0,-0.120992191179337,0
X601601.CH.EQUITY,0,0,0,0,0,-0.199494341940257,0.0156490542265841,0,0.419699891196966,0,0.0181830346627979,0.0179593668189897,0,0,0,0.207668031557922,0,0.183190705678418,0,0,0,-0.04430952675589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424725188205416,0,0.123398638431592,0,0,0,0,0,0,0,0,0.224766119226265,0,-0.00460076713154563,0
X16.HK.EQUITY,0,0,0,0,0,0.0370304692684922,0,0.167231357962767,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0606026547601506,0,0,0,0.17136297733574,0,0,0.0166613694827647,0.194798876686885,0,0.0568147964012407,0,0.0458617058476824,0,0,0,0,0,0,0.355630017645975,0,0,0,0,0.0657127515229774,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.0437005869605622,0.202221775705753,0,0,0,0,0,0,0,0,0.31201080755571,0,0,0,0,0,0,0,-0.295790943670348,0,0,0.198897115259409,0,0.457599976820978,0,0,-0.207221690897601,0,0.176139758522594,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.121293199419902,-1.38777878078145e-17,0,-0.0919680779148227,0,0,0,0.40023172131252,0
X11.HK.EQUITY,0.172119851810691,0,0,0,0.139595114751569,0.0313731989976322,0,0,0,0,0,0,0,0,0,0,0,0,0.279172188791098,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.104786943804384,0,0.217591360396488,0,0,0,0,-0.0418044815832737,0,0,0,0,0,0,0,0,0,0,0,-0.072741326373549,0,0
