,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0409770537088651,0,0,0,0,0,0,0,0,0,0,0,0,0.542299582234001,0.675735928838165,0,-0.112197042697565,0,0.0065577371358499,0,0,-0.199952353360683,0,0.244773726271558,0,0,0,0,-0.0116822088679436,0,-0.0574383235761782,-0.311983539811559,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.185295178893734,0,0,0,0,0,0,0,0.0934507717412558,0,0,0,0,0.203740076190918,0,0,0,0,0,0,0,0,0.0880836063654964,0.0495349307855067,0,0,0,0,0,0,0.208961790990673,0,0,0,0,0,0,0,0,0,0.0314794677704591,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.815022725877975,0.0210153327769107,0.0101536909449848,0.0158535436355473,0,0,0,0,0,0,0,0,0,0,0,0.058893584664759,0,0,0,0,0,0,0,0,0,0,0,0,0.0351083013109992,0.0395864222192277,0,0,0,0,0,0,0,0,0,0,0.0590388058275379,0,0,2.16840434497101e-19,0,0.0269932610053093,0,0,0
X601288.CH.EQUITY,0.0103701405411291,0,0.889058790066643,0,0,-0.0846199960146686,0,0,0,0,0,0,0,0.0148192436107627,0,0,0.0535927801505072,0.115942302993595,0,0,0,0,0,0,0,0,0.0448078058549111,-0.0173408986051035,0,0,0,0,0,0,0,0,0,0,0,-0.136936260347429,0,0,0,0,0,0,0,0,0,0,-0.0380684024574083,0
X601988.CH.EQUITY,0,0,0,0,0,-0.0399547050707112,0,0,0,0,0,-0.0369244590989841,0.969900916376141,0,0,0,0,-0.20547143670545,0,-0.164410231036286,-0.00448969000854581,0,0,0.309043845403146,0,0,0,0,0,0,-0.0316460478756372,-0.0206484935228632,-0.0659771861912892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17553899881353,0,-0.0138891624625848,0,0.102812336861421,0
X601628.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.91427830755257,0,0,0,0,0,0,0,0,0,0.0997820240259794,0,0,0,0,0,0,0,0,-0.11307744937854,0,0,0,0,0,0.0795024242922302,0,0,0,-0.0827904958894332,0,-0.0562454793541961,0,0,0.016365138208328,0,0,0.0372705307899226,0,0.0570112090647048,0
X600036.CH.EQUITY,0,0,0.371129143676107,0,0,0,0,0,0.00722956510745928,-0.0104865877628028,0,0,0,0,0,0.144003756955753,0,0,0,0.00516194328547709,0,0,0,0,0,0,0.161903771239659,0,0.0630926728170282,0,0,0,0.216573476471654,0,0,0,0,0,0,0,0,0,0,0,0.0162060687218436,0,0,0,0,0.0217888228327459,0.0535217704261225,0
X1299.HK.EQUITY,0,0.0645366630065319,0,0,0,0,0,0,0,0.00156377486066756,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105949588362874,0,0,0.234943944848015,0,0.545349380660514,0.111636061504304,0.1466990445201,0,0,0,0,0,0,0,0,0,0,0.0953338884496962,0,0,-0.233399965424028,0,0,0,0,0,0.0927851362269875,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0722297094415272,0,0,0,0.271942907120712,0,0,0,0,0,0.278107089599977,0,0.273590738819429,0,0.108418453596659,0.0299347230468378,0,0,0,0.0292723792271666,0,0,0,0,0,0,-0.16048486701911,0,0,0,0.0967415778232811,-0.100811991036071,0.0281228430157866,0,0,0,0,0,0.222571230115701,0
X388.HK.EQUITY,0,0,0,0,0,0.241353651663664,0,0,0,0,0,0,0,0.00301898886692535,0,0,0,0,-0.239685774048767,0,0,0,0,0,0,0.0291006630118963,0,0.373165275917614,0,0.0989276213671337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199754870513995,0,0.0228061248747744,0,0,0.0794240900111995,-0.23591763615569,-0.0383516302359803,0
X601658.CH.Equity,0,0,0,0.225137619317481,0,0,0,0,0,0,0,0,0.00185272101797567,0,0,0,0,0.287826924009633,0,0,-0.105369243924665,0,0,0,0,0,0,-0.0737646221753824,0,0,0.059835384884435,0,0,0,0,0,0,0,0,0,0,0.341628124261381,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0.14997521855678,0.012425230343705,0,0,0.0232836880661877,0,0,0,0.0508733590664962,0.0589995021815378,0,0,0,0,0,0,0,0,0,0,0.0379064206367838,0,0,0.0232114140931498,0,0,0,0,0.657319294459876,0,0,0,0,0,0,-0.0681924791499823,0,0,0.0208344297602744,0.00565669155908825,0,0.0365612030155615,0,0,0,-0.0498590885807847,0
X601166.CH.EQUITY,0,0.0368452949812868,0,0,0.542005100052444,0,0.0153408220608668,0,0,0.0194944006547605,0.0676589814349085,0,0,0,0,0.0702153623153118,0.0389489739597185,0,0.07109031189207,0,0,0.0606181263695007,0,0.0577775903054964,0,0,0,0.072621310442519,0,0,0,0,0,0,0,0,0,0,0,0,0.0152646779272165,0,0,-0.0360255424795344,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.219941614564292,0.0333233730503037,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0337305468324969,0,0,0,0,0,0.235886364648104,0,0,0,0,0.0335187558195775,0,0,0,0.0339051782556209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251325840750142,0,0.0410900802550115,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.338969756201341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170529313497624,0,0,0,0,0,0,0,0.108942283053797,0,0,0,0,0.276608014652929,0,0,0,0.0678687900720107,0.0387198925720368,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.172146103671432,0.189104013329372,0,0,0.0915386348755617,0,0,-0.0355398237153535,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,-0.111377298107516,0,0,0,0.0221309041547528,0,0,0,0,0,0,0,0.699702665737034,0.259976049597781,0,0,0,0,0,0,0,0,0.0923648492667119,0,0
X000002.CH.EQUITY,0,0,0.164016129995053,0.0355868360245489,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.111110680748988,0,0,0,0,0.0102086233363551,0,-0.0425637936171981,0.0439578531883559,0,0,0,0.12171436252223,0.0711411884578645,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213571791105041,0,0,0.174510765478914,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.239782378478208,0,0,0,0,-0.00629695877576384,-0.0498447129350367,0,0,0,0.0289396199377434,0,0.0287015565111661,0.119194184149375,0,0,0.0634526653967655,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340534109916144,0.0308286095560789,0,0,0,0.284308965983499,0,0,0,0,0,0,0,0,0,0.151659178061433,0,0,-0.0849262881426216,-0.0398273722301077
X000001.CH.EQUITY,0,0.0694631574983187,0,0,0,0,0.120157403840856,0,0,0,0,0,0.128611320806883,0,0,0.117054940342828,0,0,0,0.0947815082513852,0,0,0,0,0.100256825685322,0,0,0,0,0,0,0,0.110319093524458,0,0,0,0.0758135142536025,0,0,0.0284513263193956,0,0,0.00989259093776044,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.821381015961001,3.46944695195361e-18,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674472395143486,0,0,0,0.15039757540167,0,0,0,0,0,0,0,0,0,0,0,0.0130297494477488,0,0,0,0,0,0.110203746923991,-0.0932919769565066,0,0,0,0,0,0,0,0.0391112065526471
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0655411412941052,0.147585073079065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931023239951482,0,0.183540761869501,0,0.0706805647379453,0,0,0.106424840746148,0.116370323650076,0,0,0,0,0.134359705564322,0,0,0,0,0,0,0,0,0,0.199454059678293,0,0,-0.137494401530878,0,-0.0314659324003546,0
