,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.376384325368601,0.0130813931380555,0.0342014570131854,0,0,0,0,0,0,0.253396893054401,0,0,0,0,0,0,0,0,0,0,0.11347238053246,0,0,0.0644290792330557,0,0,0,0,0.0050250575728145,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293837511202762,0,0,0,0.0447476135596019,0,0,0,0.00482366120333205,-0.146428306461948
X601939.CH.EQUITY,0.300502496725467,0,0,0.0399065240554836,0,0,0,0,-0.0505557441850545,0,0.187407537708613,0,0,0.106102656843467,0,0,0,0,0,0,0,0,0,0,0.217427393505039,0,0,0,0,0,0,0,0,0,0,0,-0.0329474293513166,0,0,0,0,0,0,0,-0.0111728755845173,0,0,0,0.143975769903124,0,-0.0456534745030537,0
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.176664416615702,1.38777878078145e-17,0,0,0.365757296216025,0,0,0,0,0,0.0401489928841659,0,0,0.0943717656075317,0,0,0,0,0,0.0652366656026925,0,0,0,0,0.095786333896996,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.146833278712554,0,0,0,0,0,0,0,0.0113873498414746,0,0,0,0,0,-3.46944695195361e-18,0,0,0
X601988.CH.EQUITY,0,0,0,0.484195588006255,0,0,0,0,0,0.259127420248712,0,0,0,0,0,0.0704795022945997,0.0678572052596891,0,0,0,0.0649248557405292,0,0,0,0,0,0.141146032955318,0,0,0,0,0,0,0,0,0,-0.616745054554678,0,0,0,0,0,0,0.0675494517218013,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0772361934297639,0,0,0,0,0,0,0.00087977723532545,0,0,0.190916979397301,0,0,0,0,0,0,0,0,0,0.273546194778499,0,0,0,0,0,0,0,0,0,0.282879984169905,0,0,0,0,0,0,0,0,0.0648243917422041,0.053927496428661,0,0,0,0,0.0243845648101412,0.0890856546288927,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109232087621171,0,-0.299090608311516,0,0,0,0,0,0,-0.447390631118793,0.0741539523391159,0.746999753035136,-0.0100760012904662,0.649866858596369,0,0,0.0181630342191242,0,0,0,-0.151635304642102,0,0,0.37626664621752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0550877654701179,0,0,0,0,0,-0.0294287674001642,0,0.000678307533908754,0,0,-0.174230659292601,0,0,0,0,0.162359451643197,0,0,0,0.284095357631286,0,0,0,0,0,0,0.068447858137641,0,0,0,0,0,0,0,0,0,0,0,0.276241008099914,0,0,0,0,0,0,0.0329545202245436,0,0,0.122681944395383,0
X601658.CH.Equity,0,0,0,0,0.129342342728048,0,0,0,0,0,0,0,0,0.161795810876611,0,0,0,0,0,0,0,0,0,0,0,0,0.191707512220167,0,0.0909946326308488,0,0,0,0,0,0,0,0,0.160143362897731,0,0,0,0,0,0,0,0,0,0,0.415817366673291,0,0,0.0939751813698043
