,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X600000.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.130603040688886,0,0,0,0,0,0,0,0,0,0,-0.121320614357597,0.586985066155315,0,0.843909215772093,0,0.0550118898879199,-0.113663705711774,0,0,-0.129931899240918,0,0,0.0043203756450967,0,0,-0.0865036541312723,0,0,0,-0.34514054930514,-0.062832176696219,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0.0430921118792294,0,0,-0.0172395192669449,0,0,0,0,0.0635341507126967,0,0,0,0,0.295088908948698,0.024996829903981,0,0,0,0,0,0,0,0,0,0.106297998385671,0,0,0,0,0,0.655606168091799,0,0,0,0,0,0,0,-0.0209317002118542,0.0261942333954008,0,0,0,0,-0.0470490775899627,0
X601939.CH.EQUITY,0,0,0,0.787637960648856,0.0698159006292795,0,0.0588640995035853,0,0,0,0,0,0,0.0298422141200135,0,0,0,0,0,0,0,0,0.00385024600580525,0.00692862024752743,0,0,0,0,0,0,0,0.0753567916985312,0,0,0,0,0.00354596467668574,0,0,0,0,0,0,0,0,0,0,0,0.0341046317009546,0,0,0
X601288.CH.EQUITY,0.0103079836705718,0,0.897347285026451,0,-0.0656213014739188,0,0,0,0,0,0,0,0,0,0.00413427393618474,0,0.0428090896489875,0.115198020306684,0,0,0,0,0,0,0,-0.0626684610397925,0,0.0506696152294855,0,0,0,0,0,0,0,-0.0966924488702074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460164006248768,-0.00998536284571438
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.068372307936228,0.860524255981464,0,0,0,0,0,0,0,0,0,0,0.101393063845539,0,0,0,0,0,0,-0.0685939283352307,0,0,0,0,0,0,0.168906657129989,0,0,-0.075066630190006,0,0,0,0,0,0,0.0098084697792545,0,0,0,0.0404539238450753,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16736973854845,0,0,0,0,0,-0.265620077548177,-0.234367634990637,0,0,0.0254867756084297,0,0,0,0,-0.0567965314203929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283878498911718,0,0,0,0,0.0245968452346159,0,0
X600036.CH.EQUITY,0,0,0.300551414843342,0.0739312412851572,0,0,0,0,0.0690236009347091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021362698156081,0.0661070644585642,0,0,0,0.43858460086398,0,0,0,0,0,0,0,0,0,0,-0.0272677757000664,0.0590282572225404,0,0.0658707991935042,0,0,0,0.0344745047749546,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.361884812338207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20205143809468,0,0,0,0,0.0451348195882241,0.2310681307278,0,0,0,0.114983090819831,0,0,0,-1.38777878078145e-17,0.016399386062292,0,0,0,0,0,0,0,0.485570793948019,0,0.0225838916131634,0,0.0837844279392012,-0.0470898906061981
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270375338990891,0,0,0.339633871157736,0,0,0,0,0.0495413009471026,0,0,0.548011421851261,0.00481860459529836,0,0,0,0,0.278246776110307,0.045060080875855,0,0,0,0,0,0,-0.369302245586364,0,0,0.121758196467893,0,-0.0966615291317964,0.0328014003290242,0,-0.0418738114451638,0,0,0,0.154492847936605,0
X388.HK.EQUITY,0,0,0,0,0.474387343241141,0,0,0,0,0,-0.182211382852824,0,0,0,0,0,0,0,-0.304525559583832,0,0,0.0945341589411357,0,0,0,0.289719980076781,0,0,0,0,0,0,0,0,0,0,0,0.226878128777293,0,-0.0633580936089016,0,-0.247008636001955,0,0,-0.0336746844848005,0,0,0,0,0,-0.0619020615423917,0
