,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600926.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.2795596469842,0.115041068683648,0,0.245581974650488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199720799625943,0,0,0,0,0,0,0.0147249931261039,0,0,0.0185935558509116,0.0962289425494928,0,0,0,0.0891589862663988,0,0,0,0,0,0,0,0,-0.000884034145360625,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.113363633701322,0,0,0,0,0.184321283957295,0,0,0,0.0342286198048801,0,0.0532004515028771,0.208606707738657,0,0.138027385021242,0,0,0,0.134013049186365,0,0.0203128279964363,0,0,0,0,0,0,0,0.0873679735764195,0,0,0,0,0.0496788051400433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.117234233911162,0,0,0,0,0,0,0.0873259641683603,0,0,0,0,0,0,0,0,0,0.0493305680283708,0,0,0.0779938845365816,0.337459514397289,0,0,0,0,0,0,0,0,0,0,0,-0.117843712555962,0.111646438496614,0,0,-0.0415317175888844,0,0,0,0,0,0.161248188209536,0.0191593874821749,0,0
X601939.CH.EQUITY,0.544805742078016,0.0152438733463663,0,0,0,0,0,0,0.132613658131112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13037207514685,0,0,0,0,0,0,0.0121734014588872,0,0,0.0855971135658562,0,0,0.137642516756821,0,0,0,0,0,0,0,0,0,0.138041481345877,0.193554152366975,0.0449639238564941,0
X601288.CH.EQUITY,0,0,0,0.157470966317391,0,0,0.48300928927741,0,0,0,0.00741654886039048,0,0.0296644740964888,0,0,0,0.071585898280809,0,0,0.0642078095623379,0,0,0.0662992674360797,0,0,0.0587105096530162,0,0,0,0,0,0,0.123229329358731,0,0,-0.0340849515061229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214711134864445,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0971868058220707,0.246449632805978,0,0,0,0.14916544006569,0,0,0,0,0,0,0.180580610484805,-0.231361063987895,0,0,0,0,0,0,-0.00981064615821935,0.130785907067333,0,0,0,0,0,0,0,0,0,0.145218979893525,0,0,0,0,0,0,0.248290406385586,0,0,0.0152134922105902,0,-0.0224495142608221
X601988.CH.EQUITY,0.288477709996686,0,0,0,0.39873957910799,0,0,0.0583628385878488,0,-0.0151739918311821,0,0,-0.10985407937562,0,0,0.0649816735056329,0,0,0.31306330016637,-0.0266856132520276,0,0,0,0,0,0,0,0,0,0,0,0,-0.147575609529755,0,0,0,0,0,-0.0945833273862549,0.0119168213146051,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882202767979937,0,0,0.23550058251957,-0.0203408866740088,0,0.021629462600062,0,0,0.0124111702548747,0,0.0666926663411015,0,0,-0.0386900321191416,0,0,0,0.0933782241112853,0.320728094995933,0.000483109868827047,0,0,0,0,0,0,0,0,0,0.0251425227155487,0,0,0,0,0,0.0575339593700413
X5.HK.EQUITY,0,0.12830236134539,0,0.103838272101506,0,0,0,0,0,-0.140110566151523,0.0725636696047935,0.0781823691206066,0,0,0,0,0,0,0,0,0,0,0,0,0.198211096693392,0,0,0.173755419103907,0,0,0,0,0,0,0,0,0,0,0.270765138473932,0,0,0,0,0,0.0410058237896502,0,0,0,0,0,0,-0.0450035080448494
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197172119514829,0,0,0,0,0,-0.0857379236926935,0,-0.188589190891494,-0.149345661570383,0.0790630303269082,-0.105601156862813,0,0.0613987975584421,0,0,0,0,0.0523687213617493,0,0.265581530725135,0,0,0.359945261373124,0,0,-0.064100184139909,-0.420235493682745
