,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.248166892720028,0,0.397473295413881,0,0,0,0,0.0848610240239433,0,3.46944695195361e-18,0.13975217326963,0,0,0,0,0,0,0,0.0198113874354703,0,0,-0.0552647996031962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119156809052096,0,0.126576282652312,0
X601939.CH.EQUITY,0.353796737395547,0,0,0.286598228282022,0,0,-0.0959477224077649,0,0,0,0.00278963759833725,0,0.140035259346622,0,-0.0647208805655372,0,0,0,0,0,0,0,0,0,0,0.0316032680793069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201201644949283,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.154235141139728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1209519447532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175456713707066,0,0,0,0,0,0,0,0.129971622426798,0.0854774469300525,0,0,0.142894709777243,0,0,0,0,0
X601288.CH.EQUITY,0.471868394583827,0,0,0,0.258438332135468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872341218626759,0,0,0,0,0,0,0,0,0,0,0.0273630802920037,0,0.0348786515190201,0,0,0,0,0,0,0,0.070903251204708,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.20411105592694,0,0.244005780872207,0,0,0,0,0,0.25412496644638,0,0,0,0,0,0.35916752596069,0,0,0,-0.0267769237450986,0,0,0,0,0,0,0,0,0,0.0317881081129439,0,0,0,0,0,0,-0.0977410482188532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0498514058650689,0,0,0,0,0,0,0,0,0.358418490806009,0,0.0319784297278122,0,0,0,0,0,0,0,0,0.0288249806876291,0,0.127351876603329,0,0,0,0,1.73472347597681e-18,0,0,0,0.0697248425823521,0,0,0,0,0,0.0523209313252151,0,0.0123949002494009,0,0,0,0,0,0,0.277578074777303,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0848822741700115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557398066533105,0.244770901151058,0,0,0.130178439246218,0,0,0,0.134187959979841,0,0,0,0,0,0,0,0,0,0,0,0.146694335104921,0.0443616952343478,0,0,0
X5.HK.EQUITY,0,-0.186366754529783,0,-0.0883498032383362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18774726112234,-0.770209367233429,0,0,0.493172841957858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43725526548338,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0833302159674313
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0775117637360641,0,0,0,0,0,0.122869000957738,0,0.233778840106979,0,0.125537440840473,0,0,0,0.173419060894734,0,0,0.0575375306170165,0,0,0,0,0,0,0,0.0265601879148737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525717343721465,0
X601658.CH.Equity,0,0,0,0.0982021004260539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323484024448376,0,0,0,0,0,0,0.362659738843828,0,0,0,0.131778395254862,0.0591305850810512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
