,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.602931433036548,0,0.0203055614397978,0,0,0,0,0,0,0.0991756683940331,0,0,0,0,0,0,0.121003389725793,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,-0.0196837641495778,0,0,0,0.0778594558132662,0,0.0461819918187997,-0.00130879987349276,0,0,-0.0116831863306826,0,0.0412597064906956,-0.0407300819044345,0,-0.0118050108005047
X601318.CH.EQUITY,0,0,0,0.118779230631565,0,0,0,0,0.0589417516306569,0,0,0,0,0,0,0,0,0,0.231198674186568,0,0,0,0,0,0,0.0383219200029773,0,0,0.0410755488968616,0,0,0,0.114086045599073,0,0,0,0,0,0,0.194654411885665,0.0755979968753783,0,0,0,0,0,0.0784581305715875,0,0,0,0
X601939.CH.EQUITY,0.154697712182932,0,0,0.30399916597255,0,0.254479402832713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995791620021887,0,0,0,0.0805238907589293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502592431746142,0,0,0,0
X601288.CH.EQUITY,0.0134603689091175,0,0.290137730361556,0,0,0,0,0,0,0.213821206364171,0,0,0,0,0,0,0,0,0.0506517505872095,0,0,0,0,0,0.0126891394857499,0.223370010624234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730795187991655,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0276225100906598,0,0,0,0,0,0.442180948343654,0,0,0,0,0,0.0320497179764393,0.111090221731414,0,0.160954552418324,0.091864730548111,0,0,0,0,0,0,0.159640436049285,0,0,0,0,0.120050186147087,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,-0.675350480788594,0,0,-0.135645259091181,0,-0.174127685562595
X601988.CH.EQUITY,0,0,0.103942536234026,0,0.0358883626108667,0,0,0,0,0,0,0.0602248227707265,0,0.0493622985558273,0,0,0,0,0,0,0,0,0.621071117422246,0.01852932034417,0,0,0,0,0,0.108200707450636,0,0,0,0,0,0,0,0,0,0.0519688616603877,0,0,0,0,0,0,0,0,0,0.0903955736703528,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246896203552043,0,0,0,-0.023026920432246,0,0,0,0,0,0.0753475223225,0,0,0,0,0,-0.0077909301602462,0.70055893913629,0,0,0.0287380803816776,0.097549830159422,0,0,0,0,0,0,0,0,0,0,0,0.0667842044663806,0,0,0.049755463326068,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0431199954660825,0,0,0,0,0.261315602460995,0,0,0.170842541824799,0,0,0,0,0.0715549663179604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.162573905683963,0,0,0.0108859113984418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457941963417997,0,0,0,0,0,0,0,0.152230624371125,0,0,0,0,0,0,0,0,0,0,0.369345304813606,0,0,0,0.215498902015958,0.064680575629408,0,0,0.0187902699470134,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0676113269089221,0,0,0,0.14083928438348,0,0,0,0,0,0,0.206915816115921,0,0,0,0,0,0,0,0.240685252291747,0,0,0,0,0,0,0.0772776531999428,0,0,0.00353614003538083,0.0355498487663241,-0.00736987812098761,0,0,0.0116181885847109,0,0,0.237366999104758,0,0,0,0,0.0335461575203228,0,0,0.0140389883393081,0,0,0
