,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.359264792743591,0,0.308153070342753,0,0,0,0,0,0.0475308427446019,0,0,0,0,0.0512284213551405,0,0,0,0,0,-0.0444771779156676,0,0,0,0,0,0,0.0432696301685615,0,0,0,0,0,0,0,0,0,0,0,0,0.0897184118700765,0,0,0,0,0,0.0585082091541256,0,3.46944695195361e-18,0,0,0
X601318.CH.EQUITY,0.0723367111371601,0,0,0,0,0,0,0,0.190474843654281,0,0,0,0,0,0,0,0.233486696314175,0,0,0,0,0,0,-6.93889390390723e-18,0.0451062640580856,0,0,0,0,0,-0.0890160903829122,0.101481721493112,0,0.0485068336070931,0.143629465623684,-8.67361737988404e-19,0.16470580514539,0,0,0,0.0526541469165431,0,0,0,0,0,0,0,0.096910896141109,0,0,0
X601939.CH.EQUITY,0,0,0,0.332383437161236,0,0.0707220578078686,0,0,0,0,0,0,0.438380270544511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0569189461776532,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.353912788473043,0,0.00621019288296423,0,0,0.497583001132344,0.0035248511118481,0,0,0,0,0.0105123066436895,0,0,0.0407596528607999,0,0,0,0,0,0,-0.0321778368568449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016504769083361,0,0,0,0,0.0955111098773503,0,0,0.00716839180155882,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0943381987542048,0,0,0,0,3.46944695195361e-18,0,0,6.93889390390723e-18,0,0.145884973585914,0,0,0,0,0,0,0,0,0,0.0921500863691393,0.229803775254029,0,0,0.25319847215087,0,0,0.0914022150567407,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0506902154832008,0,0
X601988.CH.EQUITY,0.411070379774872,0,0.059372872334512,1.38777878078145e-17,0,0,0,0,0.0419363631324198,0,0,0.00817029752782285,0,0,0,0,0,0.0820591259791435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162670904252802,0,0,0,0.0267416408952016,0,0,0,0,0,0,0,0,0,0,0.207304761374497,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.335508984579164,-0.0199011755303489,0,0,0,0,3.46944695195361e-18,0,0,0.469884946178928,0,0,0,0,0,0,0,0,0,0,0.0528182395275155,0,0,0,0.0767187599824066,0,0,0,0,0,0.0186617300800965,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0707248163325746,0,0,0.407916681823456,0,0,0.150848666537429,2.77555756156289e-17,0,0.0781011666029415,0,2.77555756156289e-17,0,0,0,0,-0.0287514257199408,0.39984203317396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.114739837644364,0,0,0,0,0.122776544691661,0,0,0,0,0,0.148874488142254,-1.38777878078145e-17,0,0,0,0,-0.0360869839642014,0,0,0.0723479257273634,0,0,0,0,0,0,0,0.220479041039242,0,0,0,0,0,0,0,0.00717668206935358,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.161626828302509,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0216512713117121,0,0,0,-0.523560299708724,0.22716016949551,0,0.18588486688217,-0.273461720265195,0,0,0,0,0,0,0,0,1.05645579582942,0,0,0,0,0,0,0.18948211494846,0,0,0,-0.11815250482228,0,0.0394608623067047,0,0,0,-1.14410985477779,0.0181316856337843,0,0,0.91548883656974,0,-0.207663008866094,0,0,-0.00301341050071209,0,0
