,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.236255959599798,-3.46944695195361e-18,0,0.0871198038118986,0,0.238978538203696,0,0,0,0,0,0.12801067740533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381477807993179,0,0,0,0.0939224844918939,0,0,0,0,0,0.0225518479955912,0,0,0,0,0,0,0,0.10641589452149,0,0,0,0,0
X601318.CH.EQUITY,0.166446872780453,0,0,0,0,0,0,0,0.282458611188976,0,0,0,0,0,0,0,0.233092443382422,0,0.0535051027117191,0,0,0,0.105190514924708,0,0,0,0,0,0.0320200629806614,0,-0.0925552913645381,0,0,0,0.102041510629589,0,0,0,0,0,0,0.0651822641449946,0.0194995786880649,0,0.0537047524139653,0,0,0,0.0430163898112266,0,0,0
X601939.CH.EQUITY,0,0,0,0.282508962971348,0,0.0747310078354165,0,0,0,0,0,0,0,0.416034328422378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558705810821714,0,0,0.0735806729117362,0,0,0.00942107940160175,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.354609152270966,0,0.0265057528610894,0,0,0.487151248496793,0,0,0,0,0,0,0,0,0.0301623263988479,0,0,0,0,0,0,0.0175612137253528,-0.0286074664742838,0,0,0,0,0,-0.000295663030002554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104898828467991,0,0,0,0.0035080936505976,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0.0668089190109324,0,0,0,0,0,0,0,0,0,0,0,0,0.612869902861169,0,0,0,0,0,0.403622191417078,0.0847822780919756,0,0,0.155494760789862,0,0,-0.0734653134567437,0,0,0,6.93889390390723e-18,0.00385787389681078,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.375573850153638,0,0.000234152147745051,0,0,0,0,0,0,0,0,0.0950985197523522,0,0,0,0,0,0,0.0252039417443311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159775642021299,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.297314416788512,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.280080589078166,0,0,0,0.320085275463098,0.0712691597337634,0,0,0,0.152054344132088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115670433659575,0,0,0,-0.0532318090008609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335809488382265,6.93889390390723e-18,-0.00574669077690634
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378511836032776,0,0,0.0701663761841632,0.171052928361028,0.0133283048590082,0,-2.77555756156289e-17,0,0,0,0,0,0.273549825169379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.169291602457699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183493239810113,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.194887223083239,0,0,0,0,0.067678364312694,0,0,0.16395907764548,0,0,0,0,0,0,0,0,0,0,0.10821030685468,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.254259839706445,0,0,0,0,0,0.274623612736762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166232023475002,0,0,0,-0.148733219851975,0,0,0,0,0.746897928787742,0,0,0,0,0,0.251787943030206,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652614535540986,0,0,0,0,0,0,0,0,0,0.0649326145190026,0,0,0,0,0,0,0,0.0268950318485453,0,0,0,0,0,0,0,0,0.221556305295081,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.424836775147096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327689128955351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0356978950815566,0,0.276844782571345,0,0.0140558812475423,0,-0.00460491131409819,0
X000002.CH.EQUITY,0.201389741376566,0,0,0.00559839825775647,0,0,0,0,0,0.012908201607043,0.00697499958629128,0,0,0,0,0,0.0388205233295497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524961669653051,0.00951576369237393,0,0,0,0,0,0.192488077878435,0,0,0,0,0,0,0,-0.175656918252086,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.388964825599137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455807835280469,0,0,0,0.0158443865271758,0.0929093850423637,0.0734175483658361,0,0
X388.HK.EQUITY,0,0,0,0.0414586988738466,0.0252360556299685,0,0,0.0915875432164856,0.0153729308463468,0,0,0,0,0,0,0.122144393478406,0,0,0,0,0,0.348410750815575,0.0469197624393893,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.140291004093448,0,0,0,0,0.0449724411425443,0,0,0,0,0,0,0
