,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.172061248704593,0,0.199224603278609,0,0,0,0,0,0,0,0,0,0,0.04468402096932,0,0,-0.191358769354564,0,0,0,0,0,-0.292164508176842,0,0.0486894551303359,0,0,0.839084849222064,-0.0998428680573742,-0.156478340897176,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00127750289684267,0,0.21203978659221,0.0166030673749639,0,0,0,0,0.0628711781967742,0,0,0,0,0,0,0.0189531740658785,0,0,0,0.0279017472375037,0,0,0.078908439985269,0.0224639702312629,0,0,0,0,0,0.279069136490736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.129616065132615,0,0,0,0,0,0,0,0,0.159435686369595,0,0,0,0,0,0,0,0.152496745828429,0,0,0,0,0,0.00813520163213521,0,0,0,0,0,0.0951796184405138,0,0,0,-0.285430645497308,-0.247012255650856,0,0,0.523437336248913,0.189011715982428,0,0,0,0.191370201166336,0,3.46944695195361e-18,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.522216004554719,0.146330823245485,0.0308142487627715,0.604096648065268,0,0,0,0,0.473890562709723,-0.0729440809847836,0,0,0,0,0,0,0,-0.408070610616951,0,0,0,0,0,0,0,-0.65896026250981,0,0,0,0,-0.199909427926238,0,0,0,0.330340480085415,0,0,0,0,0.314712704106706,0,0,0,-0.223218878539369
X5.HK.EQUITY,-0.0778135097889351,-0.0239153883049352,0,0,0,0,0,0,0,0,0,0,0,0,0.464353487825962,0,0,0,0.449902290307278,0,0,0,0,0.0662343271774954,0.0122416499189131,0,0,0,-0.130459965768667,0,-0.138668897298154,0,0,0,0,0.129661273547896,0,0,0,0,-0.101756785820809,0,0,0.182199660158285,0,0,0,0,-0.130224687924655,0,0
X601988.CH.EQUITY,-0.367788979101934,0,0,-0.004759277464197,0.337063205565116,0,0,0,0,0,0,-0.0529154768385552,0,0,0,0,0,0.167600862410031,0,0,0.792781318691608,0,0,0,0,0,0,0,0,-0.545290210870325,0,0,0,0,0,0,0,0,0,-0.000848843992683736,0.0424904304930106,0,0.147368601781624,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.151462920892662,0.552485660552648,-0.0367503545579442,0,0,0,0,-0.0044564404202488,-0.00731322347730551,0.339838159092128,0,0.377027369582989,0,0,0,0,1.73472347597681e-18,0,0,0,-0.145253813312813,-0.173490736668626,0,0,0.221167080812193,0,0,0.0749866626414578,0,0,0.105986204107449,0,0,-0.279593844264565,0,0,0,0,0,0,0,0.21585485150798,0,0.047467833028281,0,-0.135970748248923,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.110803643983237,0.0114043469579392,0,0,0.133887488701883,0,0,-0.0787597738039065,0,0,0.0291355507652684,0.140063828548068,0,0,0.0598441663572523,0,0,0,0,0,0,0.154580066818659,0,0,0,0,0,0.14336591518321,0,0,0,0,0,0,0,0,0,0,0.0228849494528028,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.138320497571469,0.06222897795402,0.120152686082113,0,0,0,0,0,0,0,0,0.361699185078173,0,0,0,0,0,0,0,0.0281021724614841,0.0859812818371898,0,0,0,0,0,0,0,0.0241774299511358,-0.0476787503195717,0,0,0,0,0.122762816440172,0.193327319512846,0,0,0,0,0,0.0747291135880599,0.0563284607522506,0,-0.224759887910089,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.567961503312882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189451101940141,0.12715687531755,0.0116680035913456,0,0,0,0,0,0,0,0,0,0,0,-0.0325586087246564,-0.0708016042913507,0,0,0,0,0,0.0408553151236463,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.24052317713877,0,0,0,0,0,0,0,0.288278320579204,0,0,0.0299525050235823,0,0,0,0.0130937853446728,0,0,0.169986630285473,0,0,0,0,0,0,0.123315411028765,0,0.0384798565101261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0352533150366652,0,0,0,0,0,0.5041274940505,0,0,0,0,0,0,-0.0318556936612371,0,0,0,0,0,0,0,0,0,0,0,0.328623335149566,0,0,0.0497972918701119,0,0.0948388403589381,0,0,0,0,0,0,0,0,-0.0274445174407115,0,0,0,-0.366244063923277,0,0,0,0,-0.0600495580449933,0,0
X601601.CH.EQUITY,0,0,-0.0119004196509774,0,0,-0.151404387866145,0.0296459764393578,0,0.674903846070489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414566362660332,-0.14579950927745,0.0326775171932611,0.219135930015904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275097379079553,0,0,0
X601319.CH.EQUITY,0,0,0,-0.0972642074073925,0,0,0,0,0,0,0,0,0.264185082414569,0,0,0,0,0,-0.0928885646420581,0,0,0,0,0.0473877500824559,0,0,0,0,0,0,0.0012347010919692,-0.100148724733188,0,0,0,0.375660263059212,0,0,0,0,0,0.206664940133748,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.274562532725191,0,0,0,0,0,0,0,0.138125213358917,0,0,0,-0.216542774453549,0,0,0,0,0,0,0,-0.301848036161003,0,0.45098430366874,0,0,-0.188393034263906,0.598304727705339,0,0,0,0,0,0,0,0.163388467001231,0,0,0,-0.113376490939922,0.129309277073039,0,0,0,0,0,0.23151642672345,0
X16.HK.EQUITY,0,0,0,0,0,0,-0.0267446812554616,0.0982993638013769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196320974703612,0,0,0.0217896490928098,0.146040472113131,0.167500014121285,0.330699992854951,0,0,0,-0.0709194926511501,0,0,0,0,0.313663926139516,0,0.0690402064323073,0.0738604207914164,0,0,0,0,0,0,0
X11.HK.EQUITY,0.109464122053405,0,0,0,0.238383025746746,0.0990481171604393,0.0558485338397017,0,0,0,0.0619070943675118,0.00251901189542401,0.0327054891875127,0,0,0,0,0,0.226263799480017,0,0,0,0,0,0,0,0,0,-0.0125873467245739,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.192787334787442,-0.0103192996724599,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.26518209403033,0,0,0,0,0,-0.107487827431664,0,0,0,0,0,0,0,0.215919083716226,0,0.048198845675971,0,0,0.12113053153509,0.105421395168258,0,0,0,0.159895429753878,0,0,8.67361737988404e-19,-0.0294632164947036,0,0,0.159956813334901,0,0,0,0,0,0,0,0,0,0,0,0.0549713262419833,0,0,0
X2388.HK.EQUITY,0,0.0110919215047886,0,0,0,0,0,0,0,0,0,0.0685738537912688,0.000103856205032598,0,0,0,0.399972683278978,0.366813061416086,0,0,0,0.0810737159272005,0,0,0.222686487212721,0,0.0777558628834433,0,0,0.184659345695271,0,0,-0.031208891461949,0,0,0,0,0,0,0,-0.174960342333547,0,0,0,0,0,0,-0.0783749428398528,0,0,0
X600030.CH.EQUITY,0.0329531351541567,0,0,0,0,0,0,0,0,0,0,0,0,0.0225263047621633,0,0,0,0,0,0,0.0477539740080867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943975051799155,0,0.444472284300223,0,0,0,0,0.015351931275656,0,0,0,0,0.456912512457149,0,0,0,0
X000001.CH.EQUITY,0,-3.46944695195361e-18,0,0,0,0.027196628981283,0,0.345412634221207,0,0,0,0.0167192245021084,0,0,0,0,0,0,0,0.108209201058848,0,0,0,0,0,-0.238303827557393,0,0,0,0,0,0,0,0.056641953248894,0,0,0,0.387954177264841,0.121432067027413,0,0.0414474188725681,0,0,0.0107013942465868,0,0,0,0,0,0,0.0152357032797676
X688.HK.EQUITY,0,0.114045686105939,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.00955271404689869,0.0555609141591488,0,0,0,0,0,0.0639308409598473,0,0,0.105607195125959,0,0.121554283844779,0,0,0.185136825101431,0,0.0684843073530998,0,0,0,0,0.090755096618293,0,0,0,0,0.088577167970922,0,0,-0.17070094391706,0,0,0,0,0,0,0
