,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.00242653251653422,0,0.223289797413322,0,0,0.11057746849569,0,0.24361976595929,0,0,0,0,0,0.127863844220597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103902965753078,0,0,0,0,0,0,0,0,0,0,0,0,0.0479465878312865,0,0,0.0771557184267237,0,0
X601318.CH.EQUITY,0.14488887758028,0,0,0,0,0,0,0,0.312096828196625,0,0,0,0,0,0,0,0.338207775354162,0,0.0232245832261007,0,0,0.0171991544391817,0,0,0,0.10597714718413,0,0.0222151895951745,0,0,-0.12334370665208,0,0,0.112874505370425,0.0811417009237243,0,0,0,0,-0.0286734365506738,0.0262884659358548,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.285135588766072,0,0.0754710377937793,0,0,0,0,0,0,0,0.423872833338934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562305112790789,0,0,0,0.0735045119570497,0,0,0.00953059943483574,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.333439167716967,0,0.016631913674553,0,0,0.502902792605536,0,0,0,0,0.0138352722991876,0,0,0,0.0434269454441827,0,0,0,0,0,0,-0.0200703106796428,0,3.46944695195361e-18,0,0,0,-0.0139797584173265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104131819925477,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0953733667811869,0,0,0,0,0,0.0129800634167905,0,0,0,0.402061917757041,0,0,0,0,0.0678906810317687,0.158756247382479,0,0,0.353776413048575,0,0,0,0,0,0,0,0.0171918255920898,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.398458496764198,0,0.00833313766851871,0,0,0,0,0,0,0,0.0633645280543854,0,0,0,0,0,0,0,0.0390675493510614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152120464984077,0.0102513955373939,0,0,0,0,0,0,0,0,0,0,0.291961623823637,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220907305310493,0,0,0.264248185852138,-1.38777878078145e-17,0.0676689857404952,0,0,0,0.175109739047409,0,0,0,0,0,0,0,0,0,0,0.0091902628726212,0,0.114961088532274,0,0.0745135257381586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601925550874677,0,0,0,0.470736637609549,0,0,0,0.124967448109982,0.106209237719415,0,0,0,0,0,0,0,0,0.268544535694904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.265984877246979,0.0413144925196225,0,0,0,0,0,0,0,0,0,0,0,0.0498986056935187,0,0,0,0,0,0.0927136489050136,0,0,0,0,0,0,0,0,0.0802817383544837,0.272937929842222,0,0,0,0,0.0554059124387297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.00428909284826153,0,0,0,0,0,0.222689745519322,0,0,-0.13462418891586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227785468832406,-0.182150408203596,0,0,0,0,-0.0804729919622842,0,0,0,0,0.739336526721745,0,0,0,0,0.618496206650768,-0.276951439040783,0,-0.479147747170046,0,0
