,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.443890658367931,0.0634648273946292,0,0,0,0,0,0,0,0,0,0.130833342806564,0,0.0899500787843521,0,0,0,-0.12039958000556,0,0.0104076816209738,0,0,0,0,0,0,0.0476169968017958,0,0,0,0,0,0,0,0.0413768742725614,0,0,0,0,0,0,0,0,0,0.121308913402637,0.137860485484706,0,0,0
X601318.CH.EQUITY,0,0,0.178622692276241,0,0.0291935037481594,0,0,0,0,0,0,0,0,0,0.3011765508814,0,0.0366720403695196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154899665767474,0,0,0,0,0,0.170416501377183,0,0,0,0,0,0,0,0.0833827043803876,0,0,0
X601939.CH.EQUITY,0.163251772670815,0,0,0,0,0,0,0,0,0,0.170605922324562,0,0,0.2885850544548,0,0,0,0,0.0431351555796912,0.177704033596725,0,0,-0.0326227452596988,0,0,0,0,0,0,0.0187541793957624,0,0,0,0,0,0.08787079183707,0,0,0,0,0.0368298128303035,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.347009946494659,0,0.0192423472601932,0,0.502089743889774,0,0,0,0,0,0.0113235611838987,0,0,0,0,0,0.0453058871013207,-0.0267826657356841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893884077492316,0,0,0
X601988.CH.EQUITY,0,0,0,0.115341914460863,0,0,0,0,0,0,0,0.475400106536753,0,0.0154817973065113,0,0,0,0,0,0,0,0,0,0.0388121283367708,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0894979569527878,0,0,0,0,0,0,0.0892741358936692,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.505556948579975,0,0,0,0.0761859919632819,0,0,0,0.403960963382863,0,0.130571436788908,0,0,0.6810206307783,-0.619146158345349,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.130027115464873,0,0,0,0,0.0727621294548182,0,0,0,0,0,0,0,0,-0.259235233531033
X600036.CH.EQUITY,0,0,0,0.0519158458976606,0,0,0,0.101327061735412,0,0,0,0,0,0,0.145135332089283,0,0,0,0.088814744971552,0,0,0,0.0529389825803562,0,0,0,0,0,0,0,0.185372096113284,0,0.199241365452645,0,0,0.0555087797143407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797060737501688,0,0,0,0,0.0946953744990224,0.168242044583586,0,0,0,2.77555756156289e-17,0,0,0.0497420206469716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267143142121004,0,0,0
X601628.CH.EQUITY,0,0,0.264547846533386,0.0324273027911466,0.227216198411876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536338314682095,0,0,0,0.133126001553314,0,0,0,0,0,0,0.110722290909594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.22464303099604,0,0,0,0,0,0.0806926776994218,0,0,0,-0.111474616064596,0,0,0,0,0,0,0.450385686031024,0,0,0,0,0,0.14699127060672,0,0,-0.166232252199052,0,0,0.139594710604042,0,0,-0.0220305089957597,0,0.575292700715686,-0.207897240736325,0,0,0,0,0.513031284889163,0,-0.23058215165799,0,0,0
X601166.CH.EQUITY,0,0,0,0.15108645764806,0,0,0.255415954801535,0,0,0,0,0,0,0.171957042330894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294499024013848,0,0,0,0.0323250600019775,0,0,0,0.114734816217592,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0976611351037819,0.183228302637418,0,0,0,0,0,0,0,0,0.197953238706254,0,0,0,0,0,0,0,0,0,0.400775706695612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593003680930026,0,0,0,0,0.0836501133818434,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0525231841559242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141773185915135,0.558814109498008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.428252916549456,0,0,0.199742705890184,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0578472633959281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484920976516115,0,0,0,0.0346099233127385,0,0,0,0,0.0839445141252328,0,0
