,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X300059.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.238412825182321,0,0,0,0.342684191617018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263304980243247,0,0,0.0170105227972216,0,3.46944695195361e-18,0,0.0119210214703013,0.0790285268662987,0,0.0778359401272122,0,0,0,0,0,0,0,0,0,0,0,0,0.0107846616282769,-0.0922711464780306,0,0,0
X601318.CH.EQUITY,0,0,0,0.10085874605696,0,0,0,0,0.188838320641917,0,0.0165005421482837,0,0.221920224397653,0.000834947079991544,0,0,0,0,0.086959305052934,0.139423747442484,0,0.0704826060967168,0,0,0,0,0,0.167993106726341,-3.46944695195361e-18,0,0,0.0182664708394222,0,0,0,0,0,0,0,0,0,0,0,0.130646726666453,0,-0.0638633347389974,0.00896793263820116,0.0180986575963885,0,0,0,0
X600036.CH.EQUITY,-0.0134324713851461,0,0,0,0,0.191929782603292,0,0,0,-0.0977824917013756,0,-0.047044262619727,0.109038841208888,0,0,0,0.099008781799578,0,0.161249924072653,0,0,0,0,0,0,0.413431757603993,0,0,0.0754032789442777,0,0,0,0,0,0,0,0,0,-0.0743631949333896,0,0,0,0,0,0,0,0,0,0,0,-0.0136280609539645,0
X601939.CH.EQUITY,0.525704147592638,0.109525468885762,8.67361737988404e-19,0,0,0,0,0,0.129887269523106,0,0.199394277096762,0,0,0,0,0,0,0.147276966236164,0,0,0,0,0,0,0,0,0,0,0.16162854276222,0,0,0,0.0152815180278472,0,0,0,0.0028526375319134,0,0.0805481022672828,0,0,-0.10934199287683,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0660761630251417,0,0.0941043484560632,0,0,-6.93889390390723e-18,0.541593767797442,0,-0.0526854396244323,0,0,0,0,0,0,0,0,0,0,0,0,0.0678247996902381,0,0,0,0,0,0.0590954010090045,0,0,0,0.0538019932905767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432436857883356,0.0674599758128092,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0504991877409391,0,0,-0.071504273975795,0,0.141615122294859,0,0,0,0,0,0.0342585072553805,0,0,0,0,0,0,0.135930106544555,0,0,0,0,0,0,0,0,0,0.0748979538595418,0,0.0122124925642459,0,0,0,0,0.183878720960383,0,0.145517067732121,0.0932328523315658,0,0,0,0,0.0165647078200915,0.298128400983425,0,-0.111767862944408,0
X601628.CH.EQUITY,0,0,-0.0640474007367342,0,0,0,0,0,0,0.196346397638626,0,0,0,0,0.0123350405485511,0.0982371235376833,-0.0112951705698499,0,0,0,-0.0627786508793665,0,0.147908117436322,-0.0583568253926445,0,0,0,0,0,-0.0264350479815607,0,0,0,0,0,0,0,0.36964463933687,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0350131060742208
X601988.CH.EQUITY,0.182624435101635,0,0,0,0.410918066195708,0,0,0,-0.0417680146187233,0,0,0.077484206415345,-0.0767829316210301,0,0,0,0,0.0784503550201211,0,0,0,0,0,0,0.0363871530218097,0,0,0,0,0,0,0,-0.135168802184668,0,0,-2.16840434497101e-19,0.00385251818780454,0,0,0,0,0.128870052256033,0,0.171025829003788,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.188900074505362,0,0,0,0,0,0,0,-0.119100967459892,0.00875719564701376,0.0930470827872669,0,0,0,0,0,0,0,0,0,0,0.223963534959508,0,0,0,0.158748393756783,0,0,6.93889390390723e-18,0,0,0.113549294462131,0,0,0,0,0,0.235198532439806,0.117141596478826,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.0803833595551269,0,0,0,-0.0953101831247364,0,-0.0720085108832479,0,0,0,0,0,0,0,0,0,0,0,-0.01337802902483,0,0,0,0,0,0,0,0,0,0,0,-0.200150658026912,0,0,0,0,0.0936281961682168,0,0,0,0,0,0.464604955486445,0.0508682897645494,0,6.93889390390723e-18,0,0.123306125468467,0,0.134248637213682,0
X601166.CH.EQUITY,0,0,0,0.143838147777031,0,0,0,0,0,-0.1725678035796,0,0,0.536783512827675,0,0,0,0,0,0,0,-0.0650695430706863,0,0,0,0,0,0,-0.0156257790856998,0.0946584826109895,0,0.0852276017530599,0.0702341538178895,0,0,0,0,0,0.00658614354693591,0,0,0,0,0,0,0,0,0.0784640495647152,0,0,0,-0.0204816877508497,0
X601658.CH.Equity,0,0,0,0,0,-0.0326723968239627,0.163693545120106,0.429909295197181,0.0547388041261092,0,0,0,-0.0445717321491612,0,0,0.126538614881337,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.396079206612179,0.0733066183304989,0,0,0,-0.0631431138640823,0,0,0,0,0,0,0,0,0.102828742154312,0,0,0,0.198252743537161,0,0,0,-0.0137939289944312,0,0
X000001.CH.EQUITY,0,0.194359560447507,-1.38777878078145e-17,0,0,0,0,0,0,6.93889390390723e-18,0.437888590085944,0,0,0,0.199486390183044,0,0,0,-0.136944843916623,0,0,0,0,0.238646783843886,0,0,0.0340337541666022,0,0,0,0,0,0,0,-0.136879587708736,0,0,0,0,0,0,0,0,0,0,0,0,-0.0662739327320616,0,-0.0717929640420716,-0.147083344752325,0
