,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.265255724253296,0.160318086811667,0,0,0,0,0,0,0,0,0,0,0.188510125781252,0,0,0,0,0,0,0,0,0,-0.297073910907094,0,0,-0.190185069962142,0.853101856930305,0,0,-0.0384233667462654,0.0516863959016251,0,-0.0300536621552296,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0532084443545038,0,0.15603437424376,0,0,0,0,0.0911158869977464,0,0.0366620596952556,0,0,0,0.145313182481697,0.100863197769363,0,0,0.0578412895031235,0,0,0,0.0382522915449721,0,0,0,0,0,0,0,0.0281964823333759,0,0.170172911077858,0.191082841512203,0.0223565035073588,0,0.0523195157307868,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.213532853580679,0,0,0,0.119611686548837,0,0,0,0,0.181060590009457,0,0,0,0,0,0,0,0.0544123053108945,0,0,0,0,0,0,0,0,0,0,0.0307822623692102,0.0491708364285207,0,0,0,-0.273733971878007,-0.200295988742539,0,0.0721945378021562,0.128245978243179,0.497830229334999,0,0,0,0,0,0,0.108360554029035,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.354958730786281,0.0939118543785969,0.0479431892102519,0.394183569724265,0,0,0,0.270604151673392,0.0235038901712455,0,0,0,0,0,0,0,-0.182139743375197,0,0,0,0,0,0,0,0,-0.606640800900433,0,0,0,0,0,0,0,0,0,0,0,0.408369280552704,0,0,0.126248844864199,0,0,0
X5.HK.EQUITY,-0.0527437488254878,-0.152854348094292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622275004177223,0,0.225492750027052,-0.0426357370257896,0.223151477884526,0,0,0.103599159168739,0.187551186386207,0,0,0,0,0,0,0,-0.05402935064363,0,0,0,0,-0.0714003434470395,0,0,0,0,0.0363111466911527,0,0,0,0,0,0,-0.0984974623837829,0.15533072597384,0
X601988.CH.EQUITY,0,0,0,0,0.336645920143851,0,0,0,0,0,0,0,0,0,0.119717753534602,0,0,0,0.362690269641362,0,0,0,0,-0.120292291498365,0,0,0,0.0193470267984691,0,-0.302222918619101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024785943300931,0,0,0,0,0
X600036.CH.EQUITY,0,0.448153640916835,-0.0603557789087158,0,-0.048455750048119,0,0,0,0,0.492349398513207,0,0.0995002371139325,0,0,0,0,0.0358333110960413,0,0,0,-0.0970005971210258,0,0,0.283515874607793,0,0,0.121876545239814,0,0,0,0,0.0802290216175748,0,-0.31130311074049,0,0,0,0,0,0,0,0.0783345431433141,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.176891195131049,0,0,0,0,0,0,-0.0803074232989042,0,0,0.0310790338331024,0,0,0,0,0,0,0,0,0,0,0.155767949174163,0,0,0.107535851763465,0,0.264353307109601,0,0,0.0559660300085673,0,0,-3.46944695195361e-18,-0.0382731624666804,0,0,0,-0.091867717126534,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.134838233647605,0.00299426366116213,0.0507918709683144,-0.00241070974954561,0,0,0,0,0,0.129718312765765,0,0,0.396973915828042,0,0,0,0,0.030284139457066,0,0,0,0,0,0,0,-0.0265651833513449,0,0,0,0,-0.0626785664816702,0,0,0,0,0,0,0,0.166049850014161,0,0,0,0,0,0.0969627520824496,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.129831983614083,0.0758278672096348,0,0,0.576312339422767,0,0,0,-0.0188802644698413,0,0,0,0,0,0,0.0265744773135237,0,0,0,0,0,0.320620367605012,0,0.314187903508384,0,0,0,-0.0504171696154343,0,0,0,0,-0.0866420006271112,0,0,0,0,0,-0.0186942971815117,0,0,0,0,-0.560929382253946,-1.73472347597681e-18,0,0,0,0
