,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.417159116843884,0.225245102161675,0.0348385031701759,0,0,-0.0939011256038401,0,0,0,0,0,0,0,0,0.0354889721796742,0,-0.0742115254399176,-1.73472347597681e-18,0,0,0,0,0.039919821621907,0,0,0,0,0.101237854509028,0,0,0,0,0,0,0,0,0,0,0,0,0.408756384235392,0,0,-0.0442161436165963,0,0,-0.0534293117912547,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0.0251907189241186,-0.00638189025744643,0,0,0,0,0,0.100415678906962,0,0,0,0.430573546754008,0,0,0,0,0,0,0,0,0,0,0.0854423932228725,0,0.147745306453069,0,0,0,0,0.141288287112322,0,0,0,0,0,0,0,0,0,0,0.0376313661290094,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.665863005180802,0,0,0,0,0.00634266741730009,0,0.306123028475713,0,-0.0368078873318734,0.0442022446590621,0.0245219484105712,0,0,0.023255599341457,0,0,0,0,0.0277985936752632,0,0.0460492120512004,0.0209415104350139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592042967920161,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.159667509739917,0.108638122658654,0,0,0,0,0,0,0.319363946686059,0,0,0,0,0.140568041688501,0.0824949790875048,0,0,-0.0413067148490301,0,0,0,0.0221752650553365,0,0.0524136846476772,0.0941019432142784,0,0.143227321217544,0,0,0,0,0,0,0,0,0,0,0,0.136960786537265,0,0,0,0.00133636930857933
X601288.CH.EQUITY,0.175230615162536,0,0.831942818131228,0,0,0,0,-0.0739548124804726,0,0,0,0,0,0,0,0,0.0228084196924564,0,0,0,0.0119610178085057,0,0,0,0,0,0,0,0,0.0166715804740651,0,0,0,0,0,0.0556412791174613,0,0,-0.0192776617449005,0,-0.17336764766026,0,0,0,0,0,0,0,0,0.0264261868341781,-0.0146866163620966,0
X600036.CH.EQUITY,0.230231508787404,0.0383348920692792,0.216992364993272,0,0,0,0,0,0,0,0,0,0,0,0,0.183103390826713,0,0,0.0291736462272513,0,0,0,0,0,0,0.240880320833615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212772676898471,0,0,0.0101033838582351,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.148056217824181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063100139440278,0,0,0,0,0,0,0,0,0.00796213878157638,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509214826412183,0,-0.0404547473997938,-0.0647059365000757,0,0.916846903903404,0,-0.0796496693990194,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.261301859630804,0,0,0,0.0915116654285896,0,0,0,0,0,0,0,0.236676173113812,0,0,0,0.086054219979645,0,0,0,-0.0464496534307747,0.0935132947303901,0,0,0,0,0,0.0370049398633502,0,0,0,0,0,0,0.113284937254187,0,0,0.0381784914990095,0,0,0,0,-0.0396107069014681
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759192376406927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295672156241832,0.0648245085992983,0,0,0,0,0,-0.252989489917774,0,0,0,0,0,0,0.0697276213702446,0.341187804737983,0.104199686142634,0,0,0.0589139789865973,0,0,0,0
X388.HK.EQUITY,0,0.0077480577548947,0,0.13551338013899,0,0,0,0.122861889992865,0,0,0,0,0,0,0,0,0,0,0,0,0.109242575455076,0.426682049750044,0.0551609965636238,0,0,0,0,0,0,0,0,0,0,0.0658427233430958,0,0,0,0.0826907131700384,0.278762129441561,0,-0.305449320691904,0,0,0.0417915914633826,0,0,0,0.0160395067445065,0,0,0,0
