,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.313808284339279,0,0.000439207551865276,0,0,0.354266884514342,0,0,0,0,0,0,0,0.0209642180233194,0,0,0,0,0,0,0,0,0.173991676654308,0,0.0226112008706661,0,0,0,0,0,0,0,0,0,0,0.105801712143763,0,0,0,0,0,0,0,0,0,0,0,-0.030800298099033,0,0
X601318.CH.EQUITY,0,0,0.123529880293712,0,0.0219130301127684,0,0.162856226779848,0,0.177833280235505,0,0,-3.46944695195361e-18,0.0871981123636409,0,0.128816707989407,0,0,0.0381429524815191,0,0,0.218649467643349,0,0,0,0,0,0,0,0.104858246957872,0,0.104706564874155,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0423057835777265,-0.120891196577698,0,0,0,0,0.0572676885474709,0,-0.0273178535434119,0,0
X601939.CH.EQUITY,0.41334388136655,0.297503492517037,0,0,0,0,0,0.425293687735565,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0930862108239026,0,0,0,0,0,0,0.103055351568062,-0.00652643195983226,0,0,0,0,0,0,0,0,0,-0.0297814330281149,0,0,0,0,0,0,0,0,0,0,0.151971010448004,0
X601288.CH.EQUITY,0,0,8.67361737988404e-19,0,0,0.00237360371352965,0,0.526672734594774,0,0,-0.075951490175501,0.057042011268284,0,0,0,0,0,0,0,0,0,0,0.063923616253996,0,0.16076197558154,0,0,0,0.102253238730054,0,0,0,0.0446320248315684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401843453411462,0,0.018118805840347,0.0101552038871293,0
X600036.CH.EQUITY,0,0.0476438057598097,0,0,0,0,0.0789405273900559,0,0,0,0,-0.0649316447526233,0.0579354307698342,0,0,0.149873318547671,0,0.270252406829208,0,0,0,0,0,0.216716572599043,0,0.157372518172276,0.0296939871581604,0,0.0779844343671658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0599107065868589,0,0,-0.229115555691393,0
X601628.CH.EQUITY,0.0497493967412484,0,0,0,-0.0134009271074776,0,0,0,0,0,0.00911181289607209,0,-0.0953649560068516,0,0,-0.224599182232649,0,0,0,0,0,0.190369699391398,0,0.13914864074886,0,0,-0.0658780141274308,0,0,0,0,0,0,0.0752683128412367,0.562906197238788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519350243656281
X1299.HK.EQUITY,0,0,-0.0198484607011412,1.73472347597681e-18,0,0,0,-0.115202682123022,0,0,0.122779718402148,-0.0356306448451678,0,0,0.03966518301118,0,0,0,0,0,0,0,0.125534853565177,0,0,0,0,0,0,0,0,0,0.0903369759955055,0,0,0.0102940109443504,0,0.103840999799005,0,0.105722291282601,0.156369999842387,0.0595828420405165,0.12050601301981,0,0,0,0,0,0,0.294976818548879,0,0
X601988.CH.EQUITY,0.138770362961553,0,0.0945269707258371,0.373307645474455,0,0,0,0,0,0,0,0,0.223173271395182,0,0,0,0.111032585446182,0,8.67361737988404e-19,0,0,0,0.0173271107352194,0,-1.73472347597681e-18,0,8.67361737988404e-19,0,0,0,0.120474587785111,0,0,0,0,0,0.01089376239755,0,0,0,0,0,0.00592024740410432,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.107825232604097,0,0,0,0,0,0,0,0,0,0,0,-0.122150194129092,0,0,0,0,0,0,0.228555033775243,0,0.183810024329383,0,0,0.134666929220164,0,0,0,0,-0.00978994923613744,0,0.0800587718424559,0,0,0,0,0,-0.0406027030059414,0.0733607733751222,0.221451849370372,0,0.251979829744662,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0391485906845282,0,0.0843659755869731,0,0,0,0,0,0,0.0161544864527376,0.223862161949374,0,0,0.128267222089284,0,0,0,0,0,0,0,0,0,0,0.0693240027313834,0,0.402792064833866,0.074108404871913,0,0,0,0,0.0877843424741221,0,0.0365220047585817,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.00408631017094536,0,-0.133083515152958,0,0,0.023745408282444
