,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.13037360974871,0,0.131103693944835,0.0515708112447379,0,0,0,0,0,0,0,-0.108753615126424,0,0,0,0,0,0,0,0,0,0.546853656723091,0,0.45838763562678,0,0.233820634278049,0,0,0,-0.1068480360428,0,0,0,0,-0.190823161464486,0,0,-0.136930598988549,0,0,-0.730022468602347,0,0,0.100651927671889,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.171554076536865,0.0804901586802256,0,0,0,0,0,0,0.0689115839425317,0,0.184484508524809,-0.125370977216019,0,-0.054943870273699,0,0.0357040116539942,0,0,0,0,-0.0108415430802017,0,0.0807804228897056,0,0,-0.192593173725858,0,0,0,0,0,0,0,0,0,0,0,0.169201029033473,0,0,0,0,0,0.331459580799132,0,0.166336403562683,0,-0.044122472361426,0
X601318.CH.EQUITY,0,0,0,0,0.119152426682393,0.248616498450174,0,0,0,0,0,0,0,0,0,0,0,0.121810150922925,0,0,0,0.126345111530014,0,0,0,0,0.00460372462340809,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.297193442343072,0,0,0.121650315249654,0,0,0,0
X601288.CH.EQUITY,0,0.410576214177039,0,0,0.12378164939352,0,0,0,0,0,0,0.0453807255322951,0.249301955897751,0,0,0,0,0,0,0,0.140793636379703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165944579865355,0,0,0,0,0,0,0,-0.071814698920082,0,0,1.35525271560688e-20,-0.101596062878301,-0.0780718705672325,0,0,0
X601988.CH.EQUITY,0,0.0616616183159869,0,0.490638941963973,0,0,0,0,0,0.138666396550256,0,0,0,0,0,0,0.332193615309063,0,0.23203571240028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.557977639263946,0,0,0,0,0.0560859362074408,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0413650201333012,0,0.0707943717538272,0,0,0.00705865537395571,0.0506309246188186,0,0,0,0,0,0,0,0,0,0,0.0204771366354906,0,0,0.175364355297565,0.0635372082898314,0,0,0,0,0,0,0,0,0,0.0598846437103971,0,0,0,0,0,0,0,0,0.13817514646648,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00880108835639784,0,0,0.123755630380367,0,0,0.170094217697279,0.00763517696743853,0,0,0,0,0,0.105247638706297,0,0,0,0.0158960473128503,0.085595243281547,0,0,0,0,0,0,0,0,0,0,0.132257484486302,0.334104404070378,0,0,0,0,0,0,0.050181469866519,0,0.1091405031347,0
X601628.CH.EQUITY,0,0,0,0,0,0.410270773772398,-3.46944695195361e-18,0,0,0,-0.154313844808815,0,0,0,0,0,0,0,0,0,0,0,0.0154715010851919,0,0.0179746889633664,0,0,0,0.0487895556515694,0,0,0,0,0,0,0,0,0,0.118782107900483,0.0282848299422103,0.221924360682556,0.173171586989602,0,0,0.0521039388512822,-0.0617788353382171,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111061984397224,-0.152675140407452,0,0,0,0,-0.380341223136981,0,0.749515273685209,0.0557582618618991,0.519690807080837,0,0,0,0.0305549216917534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146565984571187,0.100772467427496,0,0,0
X601658.CH.Equity,0,0.0971407463447904,0,0.144227005600014,0,0,0,0,0,0,-0.0497208076919971,0,0,0,0,0,0,-0.124145140726572,0.129604789798411,0.288490527176664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852218445947715,0.289062337875562,0,-0.0225030433230319,0,-0.0230576567454301,0,0,0,0.0419313134327945,0,0,0,0
