,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184782151618071,0,0,0,0,0.493774791618632,0,0,0,0,0,0,0,0,0,0,0,-0.147444773596052,0,0,0.495954693762968,0,0,0,0,0,0,0,0,0,0.0961494583186998,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152216124535247,0,0.254228708544137,0,0,0,0,0,0,0,0,0.282443467008531,0.075167511904378,0,0.0399875290410538,0,0,0,0,0.0802870900897777,0,0,0,0,0,0,0,0,0,0.0750294748490576,0,0,0,0.0254284372993827,0,0,0,0.00956112222022165,0,0,0,0.0452677960075453,0,0,0
X601939.CH.EQUITY,0,0,0,0.686929683989629,0,0.105915611471346,0,0,0,0.115562294135682,0,0,0,0,0,0,0,0,0,0,0.1389241870632,0,0,0,0,0,0,0,0.120776324663586,0,0,0,1.38777878078145e-17,-2.16840434497101e-19,0,0,-0.0594288711804401,-0.0174718303524589,0,0,0,0,0,0,0,0,0,0,0.0847095144200366,0.0556256898105281,0
X601288.CH.EQUITY,0,0,0,0,-0.157415043912421,0,-0.2279292341729,0,0.114776728494324,0.0339898793313956,0.822550155681124,0,0,0,-0.0940619582890094,0,0,0,0,-0.23948205716196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131894447593699,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0730574070713113,0,0,0,0.151482807307878,0.339272567843979,0,0,0,0.0300794852007386,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.181725953959797,0,0,0,0,0,0,0,0,0,0.128907190845288,0,0.288218129374811,0,0,0,0,0,0,-0.0939685237336062,0,0.0598657416354752,0,0
X601988.CH.EQUITY,0,0,0.0852563720662221,0,0.241031435477358,0,0,0,0.201682183613328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.122464057228848,0,0.0719970981945193,0,0,0,0,0,0,0,0.130492823207105,0,0,0,0,0,0,0,0,0.131096714178574,0
X1299.HK.EQUITY,0,0,0,0,0.213351012068816,0,0,0,0,0,0,0,0,0,0,0,0.169583477880784,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0385188977402226,0,0.0410010631258363,-0.0757991382674265,0.0835711886050581,0.072618337072,0,0,0,0,0,0,0.518395858601658,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.505681250799077,0,0,0,0,0,0,0,0,0,0.13332623402559,0,0,0,0,0,0,0,0,0.0546093503929909,0,0,0,-0.0253059644366252,0,0,0,0,0,0,-0.0600807674801555,0.19366473558015,0,0.272271746655501,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.032015558132358,0,0.0244509296433449,0,0,0,0,0,0,0,0,0,0,-0.0836276916220355,0,0,0.238188338600909,0,0,0,0,0,0,0,0,0,0.0459505794071194,0,0,0,0,0,0,0.101437890005107,0.337952734081831,0.00126998411661482,0,0,0,0,0.220884869707763,0.099670826790039,0.0725458114708738,0,0,-0.0386995723331249,0,0,0,0
X601328.CH.EQUITY,0,0,0.0126642012775199,0,0,0,0,0.713148639436045,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.125552233559443,0,0,0,0,0,0,0.0382277984275187,0,0,0,0,0,0,0,0,0,-0.016312528000288,0,0,0,0,0,0,0,0,0,-0.169342527431919,0,0,0.0439807318235584,0
