,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.0503633215109945,0,0.0761098165862168,0.12866007617425,0,0.360577835757947,0,0,0,0,0.00138617199246403,0.100937391025775,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0846135763001972,0,0.0130573944756279,0,0,0.152470285030651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.15638410610374,0,0,0,0,0,0,0,0.245529317877168,0,0,6.93889390390723e-18,0,0,0.0714184664274497,0.210526054154361,0,0,0.176403995493705,0,0,0,0,-1.38777878078145e-17,0,0,0.0297593605244074,0,0,0.0547805379105526,-0.107235982707998,0,0,0,0,0,0.09140301551147,0.0886949341003527,0,0,-0.0100700880163087,0,0,0,0,0,0.0291121901033405,0,0,0.00358400531776401,0,0
X601939.CH.EQUITY,0.309834648724796,0,0,0,0,0,0,0,0,0,0,0,0.262354461208053,0,0,0,0,0.0114166059772632,0,0,0,0,0,0,0,0,-0.0324444330486764,0,0,0,0,0,0,0,0,0,0.220896110692814,0,0.0921717717998973,0,0,0,0,0.0995572967048303,0,0,0.0463465520547867,0,0,0,0,0
X601288.CH.EQUITY,0.347191831435446,0,0.026629345599239,0,0,0.489687143497389,0,0,0,0,0.00736390055815858,0,0,0,0.0358113290682125,0,0,0,-0.0256537018305851,0,0.00927544338059112,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101062858364368,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.191692706183559,0,0.0554832931736505,0,0,0,0.322210906588093,0,0,0,0,0,0,0,0.0218405258360714,0.667877097169724,0,0,0,0.0464496627710312,0,0,0,0,0,0,0.0954273101570968,0,0,0,0,0,0,0,0,-0.221167919506702,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0768893782500643,0,0,0,0,0,0,0.151687403371105,0,0,0,0.181039768509365,0,0,0,0,0,0,0.11918308599003,0.133201530617864,0,0,0.269102747293958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.219062230399916,0,0,0.258950121740405,1.38777878078145e-17,0,0.0304879240627079,0,0.180961239726792,0,0,0,0,0,0,0,0,0,0,0.00369118670966692,0,0,0.0934232452664145,0,0,0.103964689828474,0,0,0,0,0,0,0,0.0495161736160653,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0638146395303978,0,0,0,0.437549302320754,0,0,0,0,0,0.167142887419981,0.132255737958853,0,0,0,0,0,0,0.288674318415317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X601628.CH.EQUITY,0.385834855929983,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117588430239335,0.0964185746492386,0,0,0,0.13536720145776,-0.0201191706524586,0,0,0.0482776166378419,0,0.232065278575381,0,0,0,0,0.118234627364247,-0.0128925804174806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.440315298341391,0,0,0,0,0,0,0.228949705737086,0,0,0,0,0,0,0,0,0,0,0,0,-0.00452692537898225,0,0,0,0.140171272251759,0,-0.0949237394239522,0,0.332464335439944,0,0,0,0,-0.0271416973588035,0,0.861801178423563,0,0,0,0,0,0.298304471450282,0,-0.235342683693987,0,0
X601166.CH.EQUITY,0,0,0.183336346160642,0,0,0,0.367123205217829,0,0,-0.00797330573958219,0,0,0,0,0,0,0,0,0,0,0.0269114711375004,0,0,0,0.0268801371010065,0,0,-0.0885228318120002,0,0.489065563223967,0.0568912350934409,0,0,0,0,0,0,0,0,0,0.0202816523828066,0,0,0,0,0.0791721159930327,0,0,0,-0.173909635955335,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.154190741377091,0,0,0,0,0,0,0.139505935919661,0,0.00932461664101264,0,0,0,0,0,0,0,0.0545796644686923,0.374975526200877,0,0.0577734840262405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542212556710695,0,0,0,0,0,0.210171931439417,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0945849472431864,0.342150589937962,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117458195807564,0.116607077703993,0,0.0817340970912755,0,0,0.265758851582886,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.0866819561355365,0.0183898054244121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606602239012444,0,0,0.553086551012201,0,0,0,0,0,0,0,0.0866888183808242,0,0,0,0,-0.0213375844793124,0,0,0,0,0,0,0.01044735718019,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.107459715599771,0,0,0,0,0,0,0,0.126611824286812,0,0,0,0,0,0,0.232652414086249,0,0,0,0,0.0336521159232876,0,0,0.0906460090031231,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-3.46944695195361e-18,0,0,0,0,0,0,0.160855511358248,0,0
