,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.106366867137384,0,0.373957634904081,0,0,0.0148003992897851,0,0.154617899356695,0,0,0,0,0,0,0,0,0.152413950870756,0,0,-0.0572106508125628,0,0,0,0,0,0.00490226380173574,0,0,0,0,0,0,0,0,0,0,0.100714639273688,0,0,0,0,0,0,0,0,0,0,0.107288955342147,0,0,0
X601939.CH.EQUITY,0.362409793962622,0,0,0,0,0,0,0,0,0,0,0.0383485704694707,0,0.496983556889416,0,0,0,0,0,0,0,-0.0338591913906683,0,0,0,0,-0.0344197172728944,0,0,0,0,0,0,0,0.0631643280333605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235145321836302,0,0
X601318.CH.EQUITY,0.134113193974372,0,0,0,0,0,0.175535312405014,0,0,0,0,0.0501660569317954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131186127619454,0,0,0.0345904871721077,0,0,0,0.347865612272808,0,0.0662605570327013,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.37398972316511,0,0,0,0.41808699704396,0,0,0,0,0,0.042460121827064,0,0,0,0,0,0.0869810760808001,0,0,0,0,0,0,0,0,0,0,0,0,0.0418330806366809,0,0,0,0,0,0,0,0,0,0,0,0,0.00288341875361946,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0373410622224955,0,0.270261494755933,0,0,0,0,0,0,0,0,0,0.0215732311522877,0,0,0,0.109914176218875,0,0.273449573607342,0,0,0,0,0,0,0,0,0,0,0.0540182243774036,0,0,0.0960508516169001,0,0,0,0,0,0,0,0,0,0.00874759102332908,0,0.0853737235277445,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.0950247746406185,0,0,0,0.057388522988456,0,0,0,0,-1.0842021724855e-19,0,0,0,0.084261165327514,0,0,0,0,0,0,0,0.456563617066049,0,0.145840403282146,-0.0021222061631009,0,0,0,0,0,0,0.123909181743855,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.471961849555806,0,-0.0507752995203598
X600036.CH.EQUITY,0,0,0.164654521051429,0,0,0.154238181342776,0,0.0704094274056058,0,0,0,0.368941273375272,0,0,0,0,0,0.0192687499514702,0,0,0,0,0,0,0,0,0.108438069008166,0,0.00863880614025226,0,0,0,0,0,0,0,0,0,0,0,0.0167055009994735,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.000985589957169006,0.168163977580992,0,0,0,0,0,0,0,0,0,0.211970207604795,0,0,0,0.271434243371598,0.0761297207982416,0,0,0,0,0,0.0802649248462945,0,0,0,0,0.297556315532847,0,0,0,0,0,0,0,0.0201492065494836,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.097826459389377,0.0257078581741321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427647809594515,0.02816915083421,0,0,0,0,0,0,0.14695191526568,0,0,0,0,0,0,0,0,0,0,0,0,0.0649990579761456,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.00310595219711052,0,0,0,-0.0455181190567677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5213965334868,0,0,0.3504144652592,0,0,-0.0181243905553317,1.17094317594431,0,0,0,0,0,0,0,0
