,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.466817496592462,0,0,0.416410373911548,0,0,0,0,0,0,0,0,0,-0.0622549395245789,0,0,-0.0584346855758616,0,0,0.0192262177827404,0,0,0,0,0,0,0,0,0,0,0,0,0.226621293251621,0,0,0,0,0,0,0,0,0,0,-0.0953684553662983,0,0,-0.191729192434331,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0158089847701414,0,0,0,0,0,0,0.167839217062617,0,0,0.263828180222233,0,0,0,0,0,0,0,0,0,0,0,0.0373808858072626,0.0195911997931973,0,0,0,0.0881508991962075,0,0,0,0,0,0.356325954567917,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.174665418628422,0,0,0,0,0,0,0,0,0,0.0452026068053557,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.11579394041042,0,0,0,0.0300507785547931,0.399109274291353,0,0,0,0,0,0,0,0,0,0.109630144582128,0,0,0,0,0,0,0,0.045794084658129,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0445981787653198,0,0,0,-8.67361737988404e-19,0.0757484770536725,0,0,0,0,0.0849429824162867,0,0,0,0,0,0,0,0,0,0.0638613586424397,0,0,0,0,0.14801393299089,-0.0411512745291876,0,0,0,0,0,-0.000286404027920901,0,0,0.0208336462897796,0,0.0108835932435696,0,0.262118661290903,0,0,0,0.237502425899965,0,0,0,0.0369569053119235,0,0,0
X5.HK.EQUITY,0,-0.0795447706211828,0,0,0,0,0,0,0,0,0,0,0,0,0.062802217255219,0,0,0.0717746207767896,0,0.306264770449691,0,0,0.470946506035807,0,0,0,0,-0.0352505329450596,-0.210296341115562,0,0,0,-0.0448958363944177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163689933122535,-0.0689562620885095,0.162109952689322,-0.0496794165633075
X601988.CH.EQUITY,0.332606439537915,0,0,0.428088755756041,0,0,0,0,0,0.0736242806148397,0,-0.016591081969962,0,0,0,0,0,0,0,0,0,0.127059596105465,0,-0.0724215865043334,0,-0.0578574669181178,0.174860712716156,0,0.0422784854721568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630075089620313,0
X600036.CH.EQUITY,0,0.30309066543676,0,0,0,0,0,0,0,0,0,0.142303291735606,0,0,0,0,0.0268126879465734,0,0.0172812029322019,0,0,0,0,0,0,0,-0.0276267839071332,0,0,0,0.0334939335537781,0.16591949791355,0,0.110501084014212,0.0341649656198793,-0.171927925696051,0,0,0,0.201544548376164,0,0,0,0,0,0,0,0,0,0.126971882437815,-0.0805011399730383
X1299.HK.EQUITY,0,0.150039375024062,0,0,0,0,0,0,0,-0.0912295454584033,0,0,0,-0.136336836588889,0,0.0374620775019737,0,0.222401976938362,0.228562849257245,0,0.272535269139482,-0.107923744976958,0.00727092345523823,0.211383231730155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104464980176674,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.184314334915109,0,0,0,0,0,0,0,0.0398297229671179,0,0,0,0,0,0,0.222050763916697,0,0,0,0.113898313531859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780769861136621,-0.0622188487819574,0.166061699343951,0,0.011527068658662,0,0,0,0,0,0,0,0,-0.0962146386593077
X601166.CH.EQUITY,0,0,0.192593018232483,0,0,0.217903122622593,0,0,0,0,0,0,0,0,0,0,0.322830436480997,0,0,0,0,0,-0.0156763690299295,0,0,0,0.110142917741252,0,0,0,0,0,-0.0437515414371494,0.360084617087968,0,0.152990414966403,0,0,0,0,0,0,-0.125586964976923,0,0,0,0,0,0,0,0
