,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.034273932540895,0,0,0.126097123872676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268858737155218,0,0.675125603957726,-0.0937223225465009,0,0.14268138288585,0,0,0,0,0,0,0.0691652285983048,0,-0.226580088838703,0,0,0,0,0,0,0,0,0,0,-0.368646619110283,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0545177334867914,0.182875047948687,0.0773336701667549,0,0,0,0.0574676009113884,0,0,0,0,0,0,0,0,0.284748850823536,0,0,0,0,0,0,0,0,0,0.155070173686642,0,0,0,0,0,0,0,0,0,0,0.189632774864582,0,0,0,0,0.0147128867849264,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.849034504894274,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0773401041319282,0,0,0,0,0,0.017282588393129,0,0,0,0,0,0.122501077356542,-0.0929772000978505,0,0,8.67361737988404e-19,0,0,0,-0.00673035613940639,0,0,0,0.015134803740084,0,-0.0676112797377146,0,0.0042275877065242,0,0,0.0328558349914079,0,0,0
X601288.CH.EQUITY,0,0,0.845971770062656,0,0.0952611762672277,-0.0738733531616556,0,0,0,0,0,0,0,0.0134624683505028,0,0,0.0575221227358304,0.115059591985758,0,0,-0.00568215383786489,0,0,0,0,0,-0.0903710065579784,0.00967768907207661,0,0,0,0,0,0,0,-0.0210083370293153,0,0,-0.11663219795692,0,0,0,0,0,0,0,0,0,0,0,-0.00480937698808923,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.680730711081043,0,0,0.249044574575347,0,0.0866235272022494,0,0,0,0.0292284308105624,0,0,0,0,0.0532104236586459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170377256107624,0,0,0,0,0,0.0519536136382176,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0116479235232356,0,0,0,0.276976172384757,0,0,0,-0.0225213656053167,0,0,0,0,0,0,0,0,0,0,0,0.0360542464361271,0,0,0,0,0.0284229524684698,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.18522276504864,0.164859887562699,0.016948251265295,0,0,0,0.0880727507789371,0.120749533211531,0.0727945657087081,0,0.043599890404736,0
X600036.CH.EQUITY,0,0,0.159978981147689,0.228515942369534,0,0,0,0.0390783541692365,0.0138263592387553,0,0,0,0,0,0,0.117407296289669,0,0,0,0.0329152706457798,0,0,0,0,-0.0298564394290024,0,0,0.169197108860144,0,0,0,0,0,0.243631470690958,0,0,0,0,0,0,0,-0.0395740367730164,0,0,0,0,0,0.0305914124535714,0,0,0.109423182699978,0
X1299.HK.EQUITY,0,0,0,0,0,0.0860988130937446,0,0,0.00142286450886117,0,0,0,0,0,0,0,0.0309417753315315,0,0,0,0.174465933068977,0,0,-0.0618743792654994,0,6.93889390390723e-18,0,0,0,0,0.172045131639971,0,0,0,0,0,0.0268889609689437,0.0397492363936622,0,0,0,0.176270038765077,0.109185759052243,0,0,0,0,0.448428643285657,0,0,0.0857266477244202,0
X5.HK.EQUITY,0,0,0,0,0,-0.162974599607658,0,0,0,0,0.0784059667690344,0,0,0,0,0,0.363254737943523,0,0,0,0,0.137065655259059,0,0,0,0.304832070234468,0.0484569236080429,0.0395733693881344,0,0.0949562171793454,0.0832995547093522,0.0466873654225734,0,0,0,0,-0.192839371408675,0,0,0,0,0,0,0.211385895566935,0,0,0,0,0,0,0.211105532280668,0.0545229089708849
X601658.CH.Equity,0,0,0,0.225236172525437,0,0,0,0,0,0,0,0,0.0345250903530073,0,0,0,0,0.168043609069016,0.138384276177596,0,-0.22276411832514,0,0,0,0,0,-0.141706540727307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467189069280814,0,0,0,0.0491330872064823,0,0,0,0,0
