,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.117382131310778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211849583454344,0,0.544443911755283,0.550989097373014,0.0551993237666295,0,0,0.0735483330126419,-0.232769791108898,-0.1225452071664,0,0,0,0,-0.0229865831086094,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.112902660257683,0,0,0,0,0,0,0,0.190236971213462,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.107658483111517,0,0.0675059771360674,0,0,0.147461086506857,0.214319163468311,0,0,0,0,0,0,0,0,0,0,0,0.0752509800127508,0,0,0
X601939.CH.EQUITY,0,0,0,0.809292731917386,0,0,0,0,0,0,0,0,0,0,0,0,0.0953773176189182,0.0367483694736224,0.075714194943464,0,0,0,0,0,0,0.00896143917659582,0,0,0,0,0.0112462186407286,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0486254645045856,0,0.928845513019844,0,-0.00719405281718199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315380333258946,0,0,0,0,0,0,0.075781685103478,0,0,0,0,0,-0.0444306858567883,0,-0.0914055502349604,0,0,0,0,-0.0087470751144632,0,0,0,0,-0.105674144122786,-0.0396579143729143
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0739445344896791,-0.132230893883757,0.382538442077044,0,0,0,0,0,0,0,0.0377586630798228,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0839567510830804,0.534220356637672,0,0,0,0,0,0,0,0,0.229712415726216,0.0121222117960309,0,0,0,0,0.0683251247554009
X600036.CH.EQUITY,0,0,0.406186020183917,0,4.33680868994202e-19,0,0,0,0.0222028731741776,-0.00512057329330571,0,0,0,0,0,0,0.104812819985115,0,0,0.00628461503050131,0.0125451690531282,0,0,0,0,0.187877695608604,0,0.120960919616217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.161153984093165,0.0824595762616074,0,0.0274978358257327,0,0,0,-0.000843448619487288,0,0.0385510705242216,0,0,0,0,0,0,-0.0725906889350174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105914783936453,0,0,0.0110227260718955,0,0,0,0,1.0212245394833,0,0,0.0350453093853598
X1299.HK.EQUITY,0,0,0,0,0.113587087278802,0,0,0,0,0.147734860463939,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285583010284162,0,0.128029247683431,0,0,0,0.101256018041899,0.399263658110383,0.123635034042525,0,0,0,0,0,0,0,0,0,0,0.237647217120881,0,-0.208468572411148,0,0,0,0,0,0.0941201126523632,-0.0584600392481802
X5.HK.EQUITY,0,0,0,0,-0.0120017992346209,0,0,0,0,0,0,0,0,0,0,0,0,-0.155916873793467,0,0,0,0,-3.46944695195361e-18,0,0,0.266710407472207,0.486828954943907,0,-0.0403043390036893,0,0,0,0,0,0,-0.0531048203026552,0,0,0,0.0205561734124841,0,0,0,0.0762329558807485,0.0513689743709266,-0.0748111820217475,0,0,0,0,0.086368758203826,0
X388.HK.EQUITY,0,0,0,0,0.269184634667058,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147680563297209,0,0,0,0,0,0.457597572285877,0,0,0,0.0424484402707706,0,0,0,0,0,-0.109463309041697,0,0,0,0,0,0,0,0,-0.132712420248311,0,0.155546300177169,0.0710349049452679,0,0,0,-0.107995848404787,0.0736844472892818
X601658.CH.Equity,0,0,0.113422242690812,0.110486463413337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263413967117787,0.0464648981028575,0,-0.0633206925973754,0,0,0,0,0,0,0,0,0.0540278047412706,0,0,0,0,0,0,0,0,0.0279618305969031,0,0,0,0.233947520887271,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0150603802216062,0,0,0,-0.0487178964762583,0.0486183531347089,0,0,0.244310699669047,0,0,0,0,0,0,0,-0.0114171391442268,0,0,0,0,0,0,0,0.0894732067652302,0,0,0,0,0.108101819240759,0,0.181892939944225,0,0,0.219919764190649,0,0,0.0455740476219683,0,0.131940851581792,0,0.0509371240721605,0,0,0,0,0,0.0665515675551885
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0040479052518922,0.0210225355669081,0,0,0.734027910211916,0,0,0,0.0335972920136118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671450388873299,0,0,0,0,0.159926154231818,0,0,0,0,0,0,-0.0339582652945954,0
X601166.CH.EQUITY,0,0,0,0.0198335034565706,0,0.10224032765965,0.365434273724639,0,0,0,0.0554799046758177,0,0,0,0,0,0.0575452250278451,0,0,0,0,0.0732335556998945,0,0,0,0,0,0,0,0,0,0,0,0,0.0136233315804545,0,0,0,0,0.0243004550101945,0,0,0,0,0,-0.0180320413676344,0,0,0.245880841894214,0.0510738966834586,0,0
X601328.CH.EQUITY,0,0,0,0.0462877958418708,0,0.114061912569576,0.0205258927109898,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0291504149489932,0,0,0,0,0.373425271534054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249009468924218,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.228006395379292,-0.115335325629055,0,0,0,0.145609004108188,0,0,0,0.148359038252239,0.0628055382997125,0,0,0,0,0,0,0,0,0,0,0.0864981623137354,0,-0.173738759248972,-0.0160301944137014,0.0169910118184797,0.0948282858651764,0,0,0,0,-0.0772490503279995,0.190718946269039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.140871156116245,0.144925743516284,0,0.266498776827262,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.103649994796831,0,0,0,0,0,-0.0563773167104785,0,0,0,0.303333449254848,0,0,0,0,0,0.681995124262881,-0.0283321839665549,0,0.115766251364612,-0.0193680940653141,0,0,6.93889390390723e-18,0,0,0,0
X601319.CH.EQUITY,0,0.0364584268228722,0,0.165340570749549,0,0,0,0,0,-0.00271394867126752,0,0,0,0,0,0.104586929841876,0.017377139167005,0,0,0.19842494329146,0,0,0,0,-0.0553389802698597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216894490380916,0,0,0,0,0,0.192919469333208,0,0,-0.0568418487803977,-0.020926699013517
X000001.CH.EQUITY,0,0,0,0,0,0.159689580238062,0,0.0238202498049025,0,0,0,0,0,0.0273393624898024,0,0,0.116480988122499,0,0,0.00434037416934162,0,0,0,0.0196967860045101,0,0,0,0.108060003341607,0,0,0,0,0,0,0,0,0.144230735888207,0,0.193276291100213,0,0,0,0,0.136194396645438,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.319444881801331,0,0,0.3423791184336,0,0,0,0.0689363477833657,0,0,0,0,0,0,0,0,0.23922677371743,0.0277571766937933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359715004621222,0,0,0,0,0,0,0.0622730965583452,0,-0.11842273944271,0,0,0,0,-0.0366250508555472,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.2189292584767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482781549849289,0,0,0,0.0934203275104684,0,0,0.0881749029000016,0,0,0,0,0,0,0,0,0,0.105691379483691,0.0108367532182,0,0.370779041587452,0,0,-0.0293992503962239,0.0709213077350427,0,0,0,0,0
X600016.CH.EQUITY,0,0,-2.77555756156289e-17,0.0791355412654506,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0929343585086148,0.119622280092121,0,0,0,0,0,0,0,0,0,0,0.0868597237242139,0,0.0639474393893757,0,0.087594805605769,0,0,0.109727012021749,0,0.0915393166351709,0,0,0,0,0,0,0,0,-0.00847636122779783,8.67361737988404e-19,0,0,0,0,0,0,0
X688.HK.EQUITY,0.289091085169673,0,0,0,0,0,0,0,0.0656897108421413,0,0,0,0,0,0,0,0,0,0,0,0.317970468206846,0,0,0,0.291364090243506,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235426854522348,0,0,0,0,0.0453685420050994,0,-0.00772649598845075,0,0,0,0,-0.102615938843999,0
X601998.CH.EQUITY,0.231635977258579,0,0,0,0,0,0,0,0,-0.0600013745821245,0,0,0,0,0,0,0.00383150578880008,0.0611053623719982,0.0570117669278533,0,0,0,0.051327559234402,0,-0.0491480918402009,0,0,0,0,0,0,0,0,0,0.0166781848915501,0,0,0,0,0,0,0,0,0,0,0,0,0.171264640479666,0.563689147065723,-0.0579238932189119,-0.0595105466190234,-0.0106786969128638
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0.193139336943763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488759854277976,0,0,0,0,0.202716335589077,-0.0672902377851101,0,0,0.16653436631275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068072284627914,0,0,0
X2388.HK.EQUITY,0,0,0,0,-0.111560565489886,0,0,1.38777878078145e-17,0.041980470102401,0,0,0,0,0,0,0,0.00980949519524014,0,0,0,0,0,0,0,0,0,0.405729966775924,0,0,0,0,0.157774070810827,0,0,0,0,0,0,0,0,-0.113354475094681,0.0581581533618605,0,0,0.0621211271730298,0,0.397606070735062,0,0,0,0,0
X11.HK.EQUITY,-0.0943460558035263,0,0,0,0,0,0,0,0.349450926041225,-0.148358584046261,0,0,0,0,0,0,0,0,0,0.0108521830711977,0.195162034038864,0,0,0,0,0.171776121748855,0,0.0809629473563538,0,0,0,0,0,0,0,0.0971127935607582,0,0,0,0,0,0,0.0560134514626237,0,0,0,0.0114425476579353,0,0,0,0.116475907675364,-0.0236415237025402
X002142.CH.EQUITY,0,0,0,0,0,0.184594455886461,0,0,0,0.134362277151173,0,0,0,0,0,0,0,0,0.454559983808313,0,0,0.161527391891475,0,0,0,0,0.0313149838420745,0,0.169458463894306,0,0,-0.138767965113227,0,0,0,0,0.230392915603096,0,0.103871085272464,0,0,-0.394057674711019,0,0,0,0.00654405664095833,0,0,0,0,0.0967358774776209,0
X300059.CH.EQUITY,-0.0367055922122119,0,0,0,0,0,0,0,0,0.238174077014456,0,0,0,0,0,-0.0135506599410431,0,0,0,0,0,0,0,0,0,0,0.0311830883726708,1.73472347597681e-18,0,0,-0.0856461937560517,0,0,0.391224644083482,0,0.141221124496004,0,0,0.0397535097455424,0,0,0,0.0154398528627572,0,0,0.0787721633427391,0,0,0,0.100884928407982,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0.0314193579914337,0,0,0.0289435132209809,0,0,0,0,0.665183128432885,0,0,0,0,0.0164819989561266,0,0,0,0,0,0,0.0856333867709123,0,0,0,0,0,0,0,0,0,0,0,-0.0941286758156645,0.118735826666021,0,0,0,0,0,0,0,0,0,-0.0301333604166189,0
X2007.HK.EQUITY,0.0565111071261207,0,0,0,0.0370417921252702,0.0618812031076488,0,0.0958001560156654,0,0.0791179781290505,0,0,0,0,0,0,0,0,0,0,0.021945519572957,0.0136579383857176,0,0,0,0,0,0,0,0,0,0.159887054670746,0,0,0,0,0,0,0,0.254928746043603,0,0,0,0,0.00519491598196344,0,0.178891685944757,0,0,0,0,0
X267.HK.EQUITY,0,0.118761807896322,0,0,0,0,0,0,0,0.241537807358634,0,0,0.0752507999254376,0,0,0,0,0,0,0,0,0,0.0723066730523108,0,0,0.220953327227666,0,0.082101858565661,0,0,0,0,0.139046922427531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0568338030422662
X601818.CH.EQUITY,0,0,0.0122549284793081,0.130050390623905,0,0,0.113171933349104,0,0,0,0,0,0,0,0,0,0.0856905687806867,0.192496184892901,0,0,0,0,0,0,0,0,0,0,0.0501271482759838,0,0,0.152694471915362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111583546712686,0,0.0491017565590669,0,0,0,0
X601688.CH.EQUITY,0.0136402452592854,0,0,0,0,0,0,0,0,0,0,0.256951450236123,0,0,0,0,0,0,0,0,0,0,0.0136543631922853,0,0,0,0,0,0.119806265666367,0,-3.46944695195361e-18,0,0,0,0,0.152629168623427,0,0.177069055707811,0,0.105260388080068,0,0,0,0,0.0382806329058522,0.0557793926755546,0,0.184807807008316,0,0,0,-0.0264015075398475
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0513689802083291,0,0,0,0,0,0,0.318941032851238,0,0,-0.0305744286655725,0,0,0,0,0,0,-0.129000141375262,0,0.179014967948634,0.0836367566163312,0,0.228505871203763,0,0,0,0,0,0,0,0,-0.403530062580587,0,0,0,0,0,0,0,0,0.0877654548129857,-0.0807160203060683,0.0884311495563106
X600837.CH.EQUITY,0,0,0,0,0.0601771053950372,0,0,0,0,-0.0543010886127521,0,0.178961613092095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604201450873823,0,0.0176091547891527,0,-8.67361737988404e-19,0,0,0.509763370292013,0.00606952590137497,0,0,0,0,0,0,0,0,0,0,0.0207395305922294,0,0,0,0.0961280547558965,0,0
