,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,-0.212602600429904,0,0,-0.0060496466941605,0,0,0,0,0.565258986865788,0,0,0,0,0,0,0,0,0,0,0,-0.126148173942362,0,0,0,0,0,0,0,0,0,0,-0.286303246734988,0,0,0,-1.73472347597681e-18,0.68368809932874,0,-0.139789936947933,0,0,0,0,-0.0538338320788272,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.00207467859912149,0,0,0.19269328569672,0,0.0201765446286088,0.0333987373124993,0,0,0,0,0,-8.67361737988404e-19,0.0114652203966034,0,0.111376995643442,0,0,0,0,0,0.045262536043192,0,0,0,0,0.0750285407896061,0,0,0,0,0,0,0,0.0548876655090293,0.536553036400874,0,0,-0.0930862421823339,1.73472347597681e-18,0,0,0,0,-0.0230095081189841,0,0,0
X601939.CH.EQUITY,0.315266051755874,0,0,0,0,0,0,0,0.00924507033021353,0,0,0,0,0,0,0,0,0,0,0,0.048714538856502,0,0,0.132685931833317,0,0,0,0,0.10905346418023,0,0,0.0237916870094226,0,0,-0.0822065841860141,0,0,0.291466135380878,0,0,0,0,0.0821307393499965,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.265903490652898,0,0,0.174088494962034,0.0414170436373047,0,0,0,0,0,0,0,0.0468108990618606,0,0,0,0,0,0,-0.0404892162945465,0,0,0.113519153995079,0,0,0,0,0,0,-0.0667744473045469,0,0,0,0.191871007309892,0,0,0,0.0984281680112892,0,0.0846662668589805,0,0,0.0820806894253359,0,0,0
X5.HK.EQUITY,-0.0963681283513397,0,0,0,0,0,0,0,0,0,0.0820152470709884,0,0,0,0,0,0.274755907588783,0,0.000797324756277792,0,0.351911310189637,0,0,0.346297029617016,0,0,0,0,0,-0.263478278377174,0,0,0,0,0,0,-0.125695954376175,0,0,0,0.250911330002462,-0.0946701611650048,0,0,0,0,-0.114406869597523,-0.119726027429252,0,0,0
X601988.CH.EQUITY,0.254809001240907,0,0,0.571799110341305,0,0,0,0,0,0,0.101475717190259,0.0999832022212386,0,0,0,0,-0.0473546568786954,0,0,0,0,0,0.00624065644819635,0.058479648086739,0,0,0.0411571056944875,0,0,0,0,0,0,0,0,0,0,0.026620112416537,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.630371632542897,0,0.14865404840584,0,0,0,0,-0.176552833150178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342218389062578,0,0,0,0,0.0704309292991719,0.0644094097502044,0,0.075409647229909,0,0,0,0,0,0,0.137710912729946,0,0,0,0,0.0375593944795115,0,0,0,0,0
X1299.HK.EQUITY,0,0.0363412051236789,0,0,0,0,0,0,0,0,0,0,0,0,0.368920751239325,0,0,0.0529826221142091,-0.109391263267448,0.104897154637018,0.0458077716945405,0,0,0,0.159107663418923,0.187153344521996,-0.179911156501312,0,0,0,0,0,0,0,0,0,0,0,0,-0.0684889024271434,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0463396291933732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317671573192732,0,0.0731123648751036,0.126467001689562,0,0,0,0,0,0.0357123207809666,0,0,0,0,-0.0695087795186374,0,0,0,0,0,0,0.0461425632088058,0,0.224409799468626,0,0,0,0,0,0,0,0,0,0.116443844814983,0,0
X601328.CH.EQUITY,0,0,0.0351339741790728,0.331890450743562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170754563596415,0,0,0.162088848703303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
