,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.289225326389429,0,0.444954097320175,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.120949455554961,0,0,-0.0629481876445262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536809008111595,0,0.0312589453114901,0,0.0916372369171397,0
X601939.CH.EQUITY,0.359120042141406,0,0,0.288301181297589,0,0,-0.0972042804192571,0,0,0,0.00284947658086651,0,0.141243638976531,-0.0661328017735305,0,0,0,0,0,0,0,0,0,0,0,0.0319968702354489,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.200138294344813,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.110835766354276,0,0,0,0,0,0,0,0,0,0,0.041335109919485,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.268114977626925,0,0,0,0,0,0.109811938408356,0,0,0.0705031702994072,0,0.132735805116417,0,0,0,0,0
X601288.CH.EQUITY,0.454275592045492,0,0,0,0.200329989749631,0,0,0,0,0,0,0,0.0262402812115991,0,0,0,0,0,0,0,0,0.168809895878018,0,0,0,0,0,0.0184344501927953,0,0,0,0,0.0292604993042336,0,0,0,0,0,0,0.00673285623190493,0,0.0636542818066589,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.1499226407829,0,0.303273149207926,0,0,0,0,0,0.233330948441577,0,0,0,0,0,0,0,0.344411230191961,0,0,0,0,0,0,0,0,0,0,0,0.0373953248997245,0,0,0,0,0,0,-0.106864650931609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0196970423990305,0,0,0,0,0,0,0,0,0.408319082047599,0,0,0,0,0,0,0,0,0,0,0.0524468409696975,0.013602203924828,0.124989805906682,0,0,0,0,0,0,0,0,0.0886589028732108,0,0,0,0,0,0,0.057228124076407,0,0,0,0,0,0,0,0.269072196896657,0,0,0
X1299.HK.EQUITY,0,0,0,-1.73472347597681e-18,0,0.117173462939294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047700258037652,0.205031021640718,0,0,0.0594965567289671,0,0,0.193975163636711,0,0,0,0,0,0,0,0,0,0,0,0,0.191298007799258,-6.93889390390723e-18,0,0,0
X5.HK.EQUITY,0,-0.253046092667654,0,0,0,0,0,0,0,0,0,0,0,-0.0291463023373458,0,0,0,0,0,0,0,0,1.16132860950341,-0.752846052274901,0,0,0.500795934022669,0,0,0,0,0,0,0,0,0,0,0,0,0.404116497392735,0,0,0,0,0,0,0,0,0,0,0,-0.0715771047121869
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0974190080815773,0,0,0,0,0,0,0.0857402558170341,0.195814608947181,0,0.0923283175789783,0,0,0,0.264775617615928,0,0,0.050457794336775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548665125106158,0
X601658.CH.Equity,0,0,0,0.514516038959531,0,0,0,0,0,0,0,0,0,0,-0.25956474780142,0,0,0,0,0,0,0,0.107738699063197,0,0.143444974515006,0,0,0,0.733256444790879,-0.0671678451214907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837386902005411,0,0,0
