,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.158627133962659,0,0,0.275027907681187,0,0,-0.0654675155506764,0,0.219669062015391,0,0,0,0,-0.0489513538383509,0,0,0,0,0,0,0,0,0,0,0,0.112401779585011,-0.101597603007218,0,0,0,0,0,0,0,0,0,0.0391752711127884,0,0,0,0,0,0,-0.064980300033593,0,0,0,-0.00697387668269499,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.18000142995316,0,0.0732413944568875,0,0.290058052657564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793646784990803,0,0,0,0,0,0,-0.274097058197156,0.251498312350885,0,0.00112279341670113,0.208416808860446,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.457098542686495,0,0,0.0459276870726906,0.104471847584966,0,0,0,0.0419627121832396,0,0,0,0,0.154008500627975,0,0,0,0,0,0.0283243833424099,0.13240510707601,0.0132926948243276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308248695226379,0,0,0,3.46944695195361e-18,0,0,-0.14186711674832,0,0,0,0,0
X601288.CH.EQUITY,0.35078081468868,0.0147606229561704,0.127084138599008,0,0.102778127730483,0.106470932356763,0,0,0.100248486833434,0,0,0,0,0,0,0,0,0,0,0,0.0490381877617192,0,-0.0203935847603555,0,0,0,0,0,0,0,0,0,0,0.0565448365891888,0,-0.0691501065194904,0,0.181217711807382,0.127978217198772,0.0469090198377965,0,0,0.0277857924324928,0,0,0,0,1.73472347597681e-18,0,0,0
X5.HK.EQUITY,0,-0.205115493974147,0,0.191926404459645,0,0,0,-0.250109443085201,0,0,0.118869658876264,0,0,0,0,0,0,0.0699959962571236,0,0.052079495049443,0,0.597128337613765,-0.0499602236600661,0,0,0,-0.0737340102810014,0,0,0,0,-0.0231789202846099,0,0,0,0,0,0,0.0755814627464129,0,0,0.171451354059505,0,0,0,0,-0.0369087825378314,-0.130628338126035,0,0,-0.249083313063762
X601988.CH.EQUITY,0,0,0.13669356854597,0.0776749945626417,0,0,-0.156668567761341,0,0.0101639341775222,0.253628440417584,0.152740623758463,0,0,0,0.0740415788759484,0,-0.193432894378687,0,0,0,0,0,0,0.589915197095266,0,0,0,-0.124053751745478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795480992891745,0,0,0,0,0,0,0,0.048247552200832,0
X600036.CH.EQUITY,0,0.0924538943603151,0,0,0,0,0,0,0,0,0,0,0,0.187021135650603,0,0.0831338966765836,0,0,0.043783439469744,0,-1.73472347597681e-18,0.0254092518664553,0,0,0,-0.0425203675348365,0,0,0,0,0,0.275287115738082,0,-0.0440091222131752,0,0,0,0,0,0.0586557085442537,0,0,0,0,0,0,0.268567133518558,0,0.157820180202541,0.136732576188074,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.064533760404122,0,0,0,0,0,0,-0.0651023465327752,0,0,0,0.0744422138098737,0.144299822579883,0,0.159404973063401,0.0787253361276766,0.114572258479997,0,0,0,0,0,0.179968340214363,0,0,0,0.0353707748642405,0,0,0,0,0,0,0,0,0,0,0,0,0.0782387856513978,0,0,0,0,0
X601628.CH.EQUITY,0,0.0518137203541513,0,0.57185630780898,0,0,0,0,0,0,0,0,0.0328999116697005,0,0,0,0,0,0,0,-0.0452836422008119,0,0.0702143455952251,0,0,0.0286464291101298,0,0,0,0,0,-0.0866944348985061,0,0.1405724842092,0,0,0,0,0,0,0,0.063690598755743,0,0,0,0.0376333453432772,0,0,0,0,0
X601166.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0.155792083386497,0,0,0,0,0,0,0,0,0,0.254676884045332,0,0,0,0,0,0,0,0,0,0.034038633859682,0,0,0,0,0,0.505860322781101,0,0.185537238871255,0,-0.0692132194039208,0,0,0,0.197900957059822,0,0,-0.130054973262692,0,0,0,0,0,-0.01584740573096,0,0
X601328.CH.EQUITY,0,0.0107408965151236,0.0298318204060811,0,0.0772481645126751,0.289636412388095,0,0,0,0,0,0.155726404661071,0,0,0,0.0137340390467696,0,0,0.0214045909201328,0.1495309640237,0,0,0,0.170554732575495,0.122900421684103,0,0.0101035744105576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809027439486468,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0120649440874107,0.122806628488579,0,0,0,0.0161105136756806,0.13061003996909,0,0,0,0.262027562932743,0,0,0.142611923114296,0,0,0,0,-0.0414035364639334,0,0,0,0,0.0784488884450132,0,0,0,0.201560276709605,0,0,0,0,0,0,0,0.124418954586005,0,0,0,0,0,0,0.00941487465408588,0,0,0.0797941391990711,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0901329602238591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139963516086818,0,0,0.0415810371507627,0,0,0,0.040362188717922,0,0,0,0.0315072982713965,0.197723674641811,0,0.104221053645879,-0.0296656327392804,0,0,0,0,0,0.0282445243551496,0,0,0.232746705678642,0,0,-0.0213708055077815
X000001.CH.EQUITY,3.46944695195361e-18,0,0,-0.0570835945258207,0,0,0,0,0,0,0,0,0,0,0,0,-0.108125121356509,0.0255609768962878,0,0,0.136865726960633,0,0,0,0,-0.0802630870715076,0.0856169696377317,-0.138894619989461,0,0,0,0.26884707473157,0,0,-0.111047443159178,0.289019378285457,0,0,0.329117297094769,0,0,0,0,0,0,0,0,0,0,0,0
