,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.171128391790288,0,0.187762432629896,0,0,0,0,0.220141748067968,0.0141474226903486,-1.38777878078145e-17,0,0,0,0,0,0,-0.0229121852548637,0.300070653305995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616304364412774,0,0,0,0,0
X601939.CH.EQUITY,0.485103002682511,0,0,0,0,0,-0.0489576263223751,0,0,0.0162556680937893,0.191973417798321,0,0.229734434146233,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151157080153799,0,0
X601318.CH.EQUITY,0,0,0,0.0321213818926957,0,0,0,0,0,0,0,0.200559640592704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129679713648815,0,0.129161941660656,0,0.126923969560266,0.207894405275204,0,0,0,0,0
X601288.CH.EQUITY,0.385375623476341,0.108977527100182,0.0844646837189899,0,0.130265188720058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554242169031808,0.0289850779357431,0,0,0,0,0,0,0,0,0.0912618107941242,0,0.0219386402950904,0.00620116318544323,0,0,0,0,0,0,0,0.0494053206258929,0.00193544214811596,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.307377021323562,0,0,0,0,0,0,0.29577808638967,0.239076195246619,0,0.0481789724951184,0.0668006643006165,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208249090109142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281442970983896,0
X600036.CH.EQUITY,0,0,0.0211413813980339,0,0,0,3.46944695195361e-18,0,0,0,0,0.409110836577631,0,0,0,0,0,0,0,0,0,0,0.0525329051901814,0.121981815693567,0,0,0,0,0,0,0,0,0,0,0,0.0842579929057074,0,0,0,0.0583539278655333,0,0,0,0,0,0,0,0,0,0.261039941330605,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0877600594556086,0,0,0,0,0,0,0,0,0,0,0,0.162497098862323,0,0,0,0,0.108839215231967,0,0,0,0,0,0.108000164957437,0,0,0.0772373275500631,0,0,0.221767790917182,0,0,0,0,0,0,0,0,0.00909374701867537,0,0,0,0.17600856883933,0,0,0,0
X5.HK.EQUITY,0,-0.250035523260406,0,-0.0697152319283869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23687637092857,0.0852635209947032,-0.808904448082158,0,0.441874562504309,-0.0196094978347288,0,0,0,0,0,0,0,0,0,0,0,0,0.42230552502437,0,0,0,0,0,0,0,0,0,0,-0.102569033684317
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0853149289526916,0,0,0,0,0,0,0,-3.46944695195361e-18,0.250385918608451,6.93889390390723e-18,0,0,0,0.348015287026387,0,0,0.0649049708316603,0,0,0,0,0,0,0,0.00769500825442026,0,0,0,0,0,0,0.0144692020444848,0,0,0,0,0,0,0.0723418985741991,0
X601658.CH.Equity,0,0,0,0.232766995062838,0,0,0,0.0955216482905204,0,0,0,0,0,0,-0.151665493217517,0,-0.0911727920990725,0,0,0,0,0,-6.93889390390723e-18,0.00964992696464363,0,0,0,0,0.848225418150079,0,0,0,-0.176115395732758,0,0,0,0,-0.0296230816074714,0,0,-0.216538078290872,0,0,0,0,0.769445416453478,0,0,0,-0.144413432849706,0,0
