,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.534379168375155,-4.33680868994202e-19,0.0436994566971937,0.0374020862421991,0,0.0438184861540262,0,0,0,0,0,0,0,0.0386091809965102,0,0,0.0203281725353933,0.0690214223835125,0,0,0,0,0,0.114206272839823,0,0,0,0,0,0,0.0090187702086183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.339794866278375,0,0,0.144258953607862,0,0.191130605613966,0.000595975709084441,0,0,0.0488910352082512,0.0951954374229987,0,0,0,0,0,0,0,0,0,0,0.00145365412033024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619046068132854,0,0,0,0.011652373161641,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,1.38777878078145e-17,0,0,0,0,0.0792567398794577,0,0,0.0386845026513128,0,0,0,0,0,0,0,0.202450364208862,0.0288185367654904,0,0,0,0,0,0,0.057547831849947,0.0992626311507618,0,0,0,0,0,0,0,0,0,0.129089712661208,0,0,0.315120707869314,0,0,0,0.0328740022966978,0,0.0210267370195107,0,0,0,0,0
X601288.CH.EQUITY,0.439535370717866,0,0,0,0,0,0,0,0,0.175068343713424,0,0,0,0,0,0,0,0.127414080315946,0,0,0,0,0,0,0.0563383480238571,0.0425291956424553,0,0,0.0866221166354617,0.117707738931583,0,0,0,0,0,0,0,0,-0.0461258589336724,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.307229777367436,0,0,0,0,0,0,0,0,0,0,0.115789679938793,-0.22507830294806,0,0,0,0,0,0,0,0.349910021734858,0,0,-0.0519361805213671,0.0806007201594616,-0.541089339155395,0,0,0,0,0,0.39737563087312,0,0,0,0,0,0,0,0,-0.264563742704656,0,0,0,0,-0.313665698254457
X601988.CH.EQUITY,0,0.289794035345253,0,0,0,0,0,0,0.0256623322987284,0,0,0,0,0,0.0734443178108926,0,0,0.0485612402825787,0,0,0,0,0.460875489752352,0,0,0,0,0,0,0,0,0,0,0,0.100791917341773,0,0,0,0,0.0282716231110821,0,0,0.0376284066692807,0,0,0,0,0,0,0.0463680526050634,0
X600036.CH.EQUITY,0,0,0.100415421917069,0,0,0,0,0,0,0,0.10068170494865,0,0.290792154790866,0,0,0,-0.0546057476812408,0.00587347015339842,0.0966641846173867,0,0,0,0,0,0.35249438440575,0,0,0,0,0.0365141605361123,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347244287366002,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.165024599533266,0,0,-0.20969129681101,0,0,0,0,0.0185000569402445,0,0.0946701165277315,0,-0.0861339992651249,0,0,0.217816003770223,0,0,0.135005664371319,0.0932981392550173,0,0,0,0,0.0986919533390092,0,0,0,0.0252588687856432,0,0,0,0,0,0,0,0,0,0,0.0869480591080333,0.171546244026744,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0061084524913768,0,0,0,0,0,0,0.0250141298367854,0.0143737227316978,0.176628641765422,0,0,0.0257103469472833,0.00454694849555888,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.216199619320204,0,0,0,0,0,0,0,0.242292943386683,0,0,0,0,0,0,0.153498874830549,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.045774558312971,0,0,0,0.098273792268699,0,0,0,0,0,0.111541145677002,0,0.00519343290260675,0,0,0,0,0,0.179335957486127,0,0,0,0,0,0,0,0,0,0,0.0555626561178225,0,0,0,0,0.0260261541902596,0,0,0.192551372536876,0.251786416014739,0,0,0,0,0,0,0,0,0,0
