,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.525092728464887,0,0,0,0.143674905506959,0,0,0.0657235594903024,0.0214061745595659,0,0,0,0.171059730763442,0,0.0317315092628479,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0233816240375403,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0182449370559792,0.129215563603375,0.216144091683712,0,0,0.0456496818963369,0,0,0,0,0.32620924719627,0,0.0888638209460817,0,0.0644159102490271,0,0,0,0,0.0222078498054993,0,0,0,0,0,-0.0647721498050435,0,0,0,0,0,0,0,0.0897633766891216,0,0,0,0,0.00492989015726974,0,0,0,0.00742232666256514,0,0
X601939.CH.EQUITY,0.4507795116745,0,0,0.262462353861725,0.150602581946967,0.0227132597350803,0,0,0,0,0,0,0,0,-0.00268182780052011,0,0,0,0,0,0,0,0,0,0,0,0,0.198987109234171,0.110100538058368,0,0,-0.161030943182553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0164500279624152,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.365068117664946,0.122145942112547,0,0.850386455084313,0,0,0,0,0,0,0,0,-0.0803472111454851,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.115697445414644,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0316529436610356,0,0,0,0.183248615600374,0,0.288031078875804,0,0.097986297922057,0,0,0,0,0,0,0,0,0.0327377291819012,-0.0655331671999088,0,0,0,0,0,0.0153234873475946,0,0,-0.146310395264961,0,0,0,0,0,0,0,0,0.149514565192871,0,0.276464416190442,0,0,0,0,0,0,0,-0.124769897965904,0.0867872492441488,0,0
X601988.CH.EQUITY,0,0,0,0,0.328737376063002,0,0,0,0.146220235885526,0,0,0,0,0,0,0.0754283071628549,0,0.0746474576004473,0,-0.0235954117001491,0,0,0,0,0.141310188015267,0,0,0,0,0,0,-0.211216276067076,1.38777878078145e-17,0,0,0,0,0,0,0,0.0702342358154447,0,0,0,0,0,0,0,-0.0260027194769219,0.0590936048997439,-0.0888737919668964
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.107283368933841,0,-0.0372223495440835,-0.0520421138788374,-0.0151057258956526,0,0.0979860568974063,-0.105200304872191,0,0,0,0,0,0.522122429540701,-0.0384511971079737,0,0.0788171290481367,0,0,0.133367916465256,0,0,0,0,0,0.0199700728844412,0,0,0,0.0348466156349952,0,0,0.240472670276663,0,0,0,0,0.0995857339734743,0,0
X1299.HK.EQUITY,0,0,0,0,0.228680383280355,0,0,0,0,0,0,0,0,0,0,0,0,0.137720120011417,0,0,0.0325397009195119,0,0,0,0,0,0.0342007436936652,0,0.0328342842903341,0,0.0235646543311066,0,0.279283528285282,0,0,0,0,0.17298772132708,0,0,0,0,0,-0.224623137942698,-0.0541662919519884,0.0768577917147762,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,8.16067496548674e-05,-0.0307608189048538,0,0.00487995559892477,0,0,0,0,0.139744950471326,0,0,-0.0377744987946633,0,0.324087656677088,0,0,0,0,0,0,0,0,0,0,0,0,0.00693907684330844,0,0,0,0,0.0496204983706148,0,0.198757796684474,0,0,0,0,0.243632084556465,0,0.0884546370409303,0.0747221029389282,0,0,0,0,0,0
X601328.CH.EQUITY,0.0912299627870759,0,0.389602559944506,0,0,0,0,0,0,0,0,0,0.424983398240887,0,0,0,0,0,0,0,0.019774604319368,0.211707088351373,0,0,0,0,0,0,0,0,-0.00828248765979142,0,0,0,0,0,0,0.00542275284313907,0,0,-0.099960101233358,0,0,0.197930599678676,0,0,0,0,0.0137623420511427,0,0
X601166.CH.EQUITY,0.0621357917317274,0,0,0.179843248521928,0,0,0,0,0,0,0,0,0.385430501941626,0,0,0.0402530280930756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118249058999971,0
X601319.CH.EQUITY,0,0,0,0,-0.214967552976477,0,0,0,0,0.0491158394847932,0,0,0,0,0,0.0742076511494636,0,0,0,0.170539817037934,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.203020630577646,0.201673324238305,0,-0.14404178767056,0,0,0,0.207397097999113,0,0,0,0,0.190768482365746,0.0983969724023354,0,0
X600000.CH.EQUITY,0,0,0.0797528187569667,0,0,0,0,0,0,0,0.809532098972448,0,0,0,0,0,0,0,0,0,0.0604778502631729,0,0,0,0,0,0.0704720432970829,0,0.0375872029641097,0,0,0,0,0,0,0,0,0,-0.0430223298118059,0.0340144357929481,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,-0.0652227645028172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27093708179406,0,0,0,0,0,0,0,0,-0.116887196838848,0,0.037500302744976,0,0,0.221387480988367,0.204948692637164,0,0.191696870456936,0,0,0,0.634599250520024,0,0,0,0,0,0,0,0.0312157130774439,0,0,-0.0608481196939949,0,0
X11.HK.EQUITY,0,0,0,0,3.46944695195361e-18,0.189333057331213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610850653050926,0,0,0,0,0.1681953576441,0.0330677507446044,0,0,0,0,0,0.554597372892711,0,0,0,0,0,0,0,0.0344587775802278,0,0,0.166748076043154,0,0,0.15710133301707,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0.0148956154680091,0.00556997104262577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404276773620874,0,0.0710491287819254,0,0,0,8.67361737988404e-19,0.66239201211786,0.189370441406341,0.037780913020298,-0.0178703377808567,0.0473386246869044,0,-0.0426071334136625,0,0,0,8.67361737988404e-19,0.0424597967101727,0,0,0,0,1.38777878078145e-17,-0.0775003263902698
X601601.CH.EQUITY,0.0447039650825022,0.0985875408436929,0,0,0,0,0.0590909061130656,0,0.167883551266414,0,0.0911557670601947,0,0.0041858588198494,0,0.0496695663347937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286635846411322,0,0,0,0,0,0,0,0,0,0,0,0,0.0107488707174978,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.16638165183683,0,0.279819164231123,0,0.093095013367489,0,0.243843740316012,0,0,0,0,0,0,0,0.091295235686816,0,0,0,0,0,0.0243946620737033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
