,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.293172388899717,0,0.00552044553431595,0,0,0.441186133888293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115563547954826,0,0,0,0.0655464344864676,0,0,0,0.0183611545017503,0,0,0,0,0,0,0.0770051516334017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.150811969660312,0,0,0,0,0,0.188155051155737,0,0,0.0264859674018172,0.133401709619684,0,0.0706294315400603,0,0,0.0543440154085628,0,0.134668686908167,0,0,0,0,0,0,0,0,0,0.118659197628926,0,0,0.0502648211682352,0,0,0,0,0.0384216416213139,0,0,0,0,0,-0.0215496947525174,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.468582722636517,0.136547051894474,0,0,0,0,0,0.206294055413949,0,0,0,0.0109554613867881,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.142145533124625,0,0,0,0,0,0,0.134334674346729,0,-0.0130453438916779,0,0.117876226429647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168272225395529,0.167572594323833,0
X601288.CH.EQUITY,0,0,-8.67361737988404e-19,0,0,0,0,0.553396985970044,0,-0.0771313849585947,0,0.0402254427272769,0,0,0,0,0,0.0180259393357526,0,0,0,0,0.13561741694065,0.0605482572726999,0,0,0,0,0.111272503134908,0,0,0,0.0561355691429151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333988006888142,0,0,0.018943670606956,0
X600036.CH.EQUITY,0,0.14182937373724,0,0,0,0,0.0260307712690536,0.00407731346861644,0,0,0,0,0.121681814642108,0,0,0.0298451776649332,0,0,0,0,0,0,0.0953504598510175,0,0,0,0.0779349090106365,0,0,0,0.0262727364500552,0,0,0,0,0,0,0.0591389904332393,0,0,0.0650041651803628,0,0,0,0,0,0,0,0,0.359866178747548,-0.293291520389784,0
X601628.CH.EQUITY,0.0683891758149441,0,0,0,-0.00026408232432829,0,0,0,0,0,0,0,-0.0649878419694574,0,0,-0.208312539398072,0,0,0,0,0,0.183211037451069,0,0,0.0726087984895321,0,-0.0987969636151396,0,0,0,-0.00554562920307917,0,0,0.583249996110469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147671010401045
X1299.HK.EQUITY,0,0,-0.209525624503642,0,0,0,0,0,0,0.108567456333671,0,0,0,0,0,0,0,0,0,0,0.0202384651153494,0,0,0.113505626357941,0,0,0,0,0,0,0,0,0.175979455964333,0,0,-3.46944695195361e-18,0,0,0,0.164580909268772,0.0970187679881373,0.0686520006830702,0,0.298148213761364,0,0,0.297700014588315,0,0,0,0,0
X601988.CH.EQUITY,0.167211954564555,0,0.0958808292801383,0.376151504752346,0,0,0,0,0,0.0473685823775204,0,0,0.181356143914972,0,0,0,0.132987722035032,0,0,0,0,0,0.00271587530543791,0.0209719362063569,0,0,0,0,0,0.0959842331762201,0,0,0,0,0,0,0.0187775599174975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.247376482620783,0,0,0,0,0,0,0,0,0,0,0,-0.0858288830865791,0,0,0,0,0,0,0,0,0,0.367064174835891,0,0.0745802079243558,0,0.0631129631785463,0,0,0,0,0.043704096106382,0,0,0,0,0,-0.0164221689132112,0,0.224341223163844,0,0,0.10395569165327,0,0,0,0.123818823770844,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.0728513901387032,0,0.24398308699735,0,0,0,0,0,0,0,-0.00964427719232426,0,0,0,0,0,-0.11477603380893,0.467379947968659,0,0,0,0,0,0.0264254031974642,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.129753773203201,0.079469973772853,0,-0.0819522234685317,0.15389503735639,0,0,-0.350026536470013,0,0.00484437907881113,0,0,0.171335755336708,0
