,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0711699620766285,0,0.0399645874798239,0,0,0,-0.0263252851172119,0,0,0,0.46959725262495,0,0,0,-0.132116458899621,0,0,0,0,0,0,0,0,0,0,0,0,0.0580424569043169,0,0,0,0,0,0,0,0.0499719594707637,0,0.064675127512639,0,0,0,0.218242830490228,0,0,0,0,0.0229900256542663,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0151867645782515,0,0.0163147217957091,0,0,0.112768913048034,0,0.179759955717529,0,0,-0.0579268079427839,0.20192994078969,0.0571476604691595,0,0,0,0,0,0,-0.138890468858499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18617015212721,0,0,-0.288782470702348,0.386678908306456,0,0.260555240030934,0,0.241834376240929,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.250588408627682,0,0,0.322962904723886,-0.029913983584927,0.106822485210167,0,-0.0772535488212113,0,0,0,0,0,0,0.0691962806145378,0.0606625243940231,0,0,0,0,0,0,0.117056209018883,0,0,-0.0325329959731322,0,0,0,0,0,0,0,0,0,0,0,0,-0.100964551281671,0.382552190539985,0,0,0,0,0,0,0,-0.00156995258223457,0,0,0,0
X601288.CH.EQUITY,0.384851994153282,0,0.08963965513141,0,0.101505256716296,0.165074828190729,0,0,0.0048405887077543,0,0,0,0,0,0,-0.132471792303681,0.0492157617220523,0,0,0,0,0,0,0,0,0,0.0248923225490084,0,0,0,0,0,0,0,0,0,0,0,0,0.295416583892647,0,0,0,0,0,0,0,0,0.0438505173300657,0,0,0
X5.HK.EQUITY,0,0,0.0507518646869656,0.221821522694483,0,0.139216543568162,0,-0.361577274174187,0,0,0,0,0.0908873310062083,0,0,0,0,0,-0.0080061615425317,0,0,0.392949119455921,0,0,0,0.458718659656006,0,0,0,0,0,0,0.0910330194672854,0,0,0,0,0,0,0,0,0,0.00102547950629717,-0.0843151750807723,0,0,0,0.15270331527146,-0.060522559214837,0,0,0
X601988.CH.EQUITY,0.226734901705033,0.101860556496282,0.351085898288852,0,0,0,0,0,0.13939668555669,0,0,0.151207252944101,0,-0.152233032716525,0,0,0,0,-0.114288316781259,0,0,0,0,0.163218878369179,0,0,0.104055813082273,0,0,0,0,0,0,0.0310493323286547,0,0,0,0,0,0,0,0,0,0,0.0409229080509888,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0811112215267141,-0.0807305090467121,0,0.13959592340574,0,-0.0469448825120527,0.0295547255739011,0,0.37356268455029,0,0.237540886005345,0,0,0,0,0,0,0.0483779133646518,0,0,0,0,0,0,0,0,0,0.0369130474035799,0.00610344143524596,0,0,0,0.0601942687180229,0.079143642686554,0,0,0,0.127150384566498,0,0,0,0,0,0,0.0516449538830893,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.05458513652931,0,0,-0.00297100331059213,0,1.73472347597681e-18,0,0,0,0.339843801799434,0,0.106083307147695,0,0,0,0,0.153520889428678,0,0,0,0,0,0,0,0,0,0,0,0.0162842826825932,0,0,0,0.139865271983712,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.159785245543284,0.228404476557745,0,0,0,0,0,0,0,0.0204002830767446,0,0,0,0,0,0,0,0,0.0429463365840862,0,0,-0.0452154219333362,0,0,0,0,0.246478140479027,0,0.069681733594371,0.0384063708914057,-0.240713022099391,0,0,0,-0.0427338080822223,0,0,0,-0.26033701845423,0,0,0,0.12948371445092,0,0,0,0,0.122494666580359,0,0,0,0.0346702033745914
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159431239773929,0,0,0.0099217658024857,0,0,0,0,0,0.214660470308056,0,0,0,0,0,0.0963355215914012,-0.0151956040499413,0,0,-0.036403175479699,0.285802596208105,0,0,0,0,-0.182688960690402,0,0,0,0,0.0381414116450275,0,0,0,-0.150415705267564,0,0
X601166.CH.EQUITY,0,0,0.0612389319872155,0,0,0,0.45298506469826,0,0,0,0,0,0,0,0.0220209477493405,0,0,0,0,0.0406659658779621,-0.0232726868262508,0,0,0.0966533495167151,0,0,0,0,0.170326405140977,0,0,0,0,0,0,0,0,0,0,0,0,0.053671852287502,0,0,0,0.0558097373119897,0,0.00934871066318968,0,0,0,0
X601328.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.0482854036383739,1.73472347597681e-18,0,0,0,0,0,0.523028326353018,0,0,0,0,0,0,0,0,0,0.211261805750718,-0.0384685671833458,-1.38777878078145e-17,0,0,0,0.0311540821171198,0,0,0,0,0.0340192945378188,0,0,0,0.0157085236485056,0,0.0886287307289712,0.0283050221121863,0,0,-3.46944695195361e-18,0.0442207033226613,0,0,0,0,0,0.0342750526507952,0
